Orthogroup	Amphimedon_UP000007879_400682	Ephydatia_Emu_v1_prots	Human_UP000005640_9606	Niphates_augustus.hints.aa
OG0029470		Em0015g1282a		
OG0029471		Em0015g1284a		
OG0029472		Em0015g1294a		
OG0029473		Em0015g1302a		
OG0029474		Em0015g1308a		
OG0029475		Em0015g1310a		
OG0029476		Em0016g3a		
OG0029477		Em0016g13a		
OG0029478		Em0016g14a		
OG0029479		Em0016g15a		
OG0029480		Em0016g16a		
OG0029481		Em0016g27a		
OG0029482		Em0016g37a		
OG0029483		Em0016g53a		
OG0029484		Em0016g54a		
OG0029485		Em0016g73a		
OG0029486		Em0016g74a		
OG0029487		Em0016g89a		
OG0029488		Em0016g97a		
OG0029489		Em0016g107a		
OG0029490		Em0016g109a		
OG0029491		Em0016g116a		
OG0029492		Em0016g125a		
OG0029493		Em0016g130a		
OG0029494		Em0016g136a		
OG0029495		Em0016g137a		
OG0029496		Em0016g142a		
OG0029497		Em0016g143a		
OG0029498		Em0016g146a		
OG0029499		Em0016g151a		
OG0029500		Em0016g153a		
OG0029501		Em0016g161a		
OG0029502		Em0016g170a		
OG0029503		Em0016g187a		
OG0029504		Em0016g188a		
OG0029505		Em0016g195a		
OG0029506		Em0016g207a		
OG0029507		Em0016g221a		
OG0029508		Em0016g223a		
OG0029509		Em0016g234a		
OG0029510		Em0016g235a		
OG0029511		Em0016g238a		
OG0029512		Em0016g242a		
OG0029513		Em0016g244a		
OG0029514		Em0016g253a		
OG0029515		Em0016g254a		
OG0029516		Em0016g255a		
OG0029517		Em0016g266a		
OG0029518		Em0016g277a		
OG0029519		Em0016g295a		
OG0029520		Em0016g299a		
OG0029521		Em0016g306a		
OG0029522		Em0016g320a		
OG0029523		Em0016g333a		
OG0029524		Em0016g335a		
OG0029525		Em0016g357a		
OG0029526		Em0016g358a		
OG0029527		Em0016g360a		
OG0029528		Em0016g365a		
OG0029529		Em0016g366a		
OG0029530		Em0016g372a		
OG0029531		Em0016g373a		
OG0029532		Em0016g379a		
OG0029533		Em0016g380a		
OG0029534		Em0016g382a		
OG0029535		Em0016g390a		
OG0029536		Em0016g394a		
OG0029537		Em0016g397a		
OG0029538		Em0016g400a		
OG0029539		Em0016g410a		
OG0029540		Em0016g415a		
OG0029541		Em0016g418a		
OG0029542		Em0016g429a		
OG0029543		Em0016g446a		
OG0029544		Em0016g456a		
OG0029545		Em0016g457a		
OG0029546		Em0016g459a		
OG0029547		Em0016g460a		
OG0029548		Em0016g466a		
OG0029549		Em0016g479a		
OG0029550		Em0016g491a		
OG0029551		Em0016g504a		
OG0029552		Em0016g507a		
OG0029553		Em0016g509a		
OG0029554		Em0016g511a		
OG0029555		Em0016g529a		
OG0029556		Em0016g532a		
OG0029557		Em0016g535a		
OG0029558		Em0016g545a		
OG0029559		Em0016g548a		
OG0029560		Em0016g553a		
OG0029561		Em0016g554a		
OG0029562		Em0016g556a		
OG0029563		Em0016g568a		
OG0029564		Em0016g575a		
OG0029565		Em0016g583a		
OG0029566		Em0016g587a		
OG0029567		Em0016g611a		
OG0029568		Em0016g633a		
OG0029569		Em0016g642a		
OG0029570		Em0016g670a		
OG0029571		Em0016g721a		
OG0029572		Em0016g737a		
OG0029573		Em0016g738a		
OG0029574		Em0016g748a		
OG0029575		Em0016g752a		
OG0029576		Em0016g761a		
OG0029577		Em0016g766a		
OG0029578		Em0016g776a		
OG0029579		Em0016g777a		
OG0029580		Em0016g786a		
OG0029581		Em0016g789a		
OG0029582		Em0016g818a		
OG0029583		Em0016g886a		
OG0029584		Em0016g891a		
OG0029585		Em0016g896a		
OG0029586		Em0016g897a		
OG0029587		Em0016g932a		
OG0029588		Em0016g933a		
OG0029589		Em0016g943a		
OG0029590		Em0016g944a		
OG0029591		Em0016g951a		
OG0029592		Em0016g957a		
OG0029593		Em0016g958a		
OG0029594		Em0016g961a		
OG0029595		Em0016g965a		
OG0029596		Em0016g988a		
OG0029597		Em0016g993a		
OG0029598		Em0016g1008a		
OG0029599		Em0016g1011a		
OG0029600		Em0016g1014a		
OG0029601		Em0016g1023a		
OG0029602		Em0016g1040a		
OG0029603		Em0016g1047a		
OG0029604		Em0016g1050a		
OG0029605		Em0016g1053a		
OG0029606		Em0016g1061a		
OG0029607		Em0016g1063a		
OG0029608		Em0016g1068a		
OG0029609		Em0016g1073a		
OG0029610		Em0016g1076a		
OG0029611		Em0016g1080a		
OG0029612		Em0016g1098a		
OG0029613		Em0016g1127a		
OG0029614		Em0016g1136a		
OG0029615		Em0016g1138a		
OG0029616		Em0017g10a		
OG0029617		Em0017g38a		
OG0029618		Em0017g44a		
OG0029619		Em0017g46a		
OG0029620		Em0017g51a		
OG0029621		Em0017g52a		
OG0029622		Em0017g57a		
OG0029623		Em0017g58a		
OG0029624		Em0017g59a		
OG0029625		Em0017g60a		
OG0029626		Em0017g63a		
OG0029627		Em0017g69a		
OG0029628		Em0017g72a		
OG0029629		Em0017g77a		
OG0029630		Em0017g79a		
OG0029631		Em0017g83a		
OG0029632		Em0017g87a		
OG0029633		Em0017g100a		
OG0029634		Em0017g139a		
OG0029635		Em0017g142a		
OG0029636		Em0017g143a		
OG0029637		Em0017g157a		
OG0029638		Em0017g158a		
OG0029639		Em0017g161a		
OG0029640		Em0017g162a		
OG0029641		Em0017g170a		
OG0029642		Em0017g171a		
OG0029643		Em0017g198a		
OG0029644		Em0017g226a		
OG0029645		Em0017g227a		
OG0029646		Em0017g228a		
OG0029647		Em0017g258a		
OG0029648		Em0017g277a		
OG0029649		Em0017g278a		
OG0029650		Em0017g300a		
OG0029651		Em0017g302a		
OG0029652		Em0017g331a		
OG0029653		Em0017g341a		
OG0029654		Em0017g342a		
OG0029655		Em0017g347a		
OG0029656		Em0017g353a		
OG0029657		Em0017g361a		
OG0029658		Em0017g366a		
OG0029659		Em0017g380a		
OG0029660		Em0017g391a		
OG0029661		Em0017g408a		
OG0029662		Em0017g409a		
OG0029663		Em0017g422a		
OG0029664		Em0017g430a		
OG0029665		Em0017g433a		
OG0029666		Em0017g439a		
OG0029667		Em0017g440a		
OG0029668		Em0017g443a		
OG0029669		Em0017g444a		
OG0029670		Em0017g451a		
OG0029671		Em0017g452a		
OG0029672		Em0017g455a		
OG0029673		Em0017g466a		
OG0029674		Em0017g469a		
OG0029675		Em0017g472a		
OG0029676		Em0017g473a		
OG0029677		Em0017g489a		
OG0029678		Em0017g490a		
OG0029679		Em0017g515a		
OG0029680		Em0017g535a		
OG0029681		Em0017g537a		
OG0029682		Em0017g542a		
OG0029683		Em0017g571a		
OG0029684		Em0017g581a		
OG0029685		Em0017g588a		
OG0029686		Em0017g593a		
OG0029687		Em0017g599a		
OG0029688		Em0017g602a		
OG0029689		Em0017g606a		
OG0029690		Em0017g617a		
OG0029691		Em0017g619a		
OG0029692		Em0017g626a		
OG0029693		Em0017g634a		
OG0029694		Em0017g635a		
OG0029695		Em0017g643a		
OG0029696		Em0017g646a		
OG0029697		Em0017g647a		
OG0029698		Em0017g649a		
OG0029699		Em0017g650a		
OG0029700		Em0017g651a		
OG0029701		Em0017g652a		
OG0029702		Em0017g655a		
OG0029703		Em0017g666a		
OG0029704		Em0017g672a		
OG0029705		Em0017g673a		
OG0029706		Em0017g676a		
OG0029707		Em0017g679a		
OG0029708		Em0017g682a		
OG0029709		Em0017g689a		
OG0029710		Em0017g693a		
OG0029711		Em0017g694a		
OG0029712		Em0017g716a		
OG0029713		Em0017g723a		
OG0029714		Em0017g760a		
OG0029715		Em0017g781a		
OG0029716		Em0017g803a		
OG0029717		Em0017g817a		
OG0029718		Em0017g819a		
OG0029719		Em0017g832a		
OG0029720		Em0017g853a		
OG0029721		Em0017g891a		
OG0029722		Em0017g903a		
OG0029723		Em0017g918a		
OG0029724		Em0017g926a		
OG0029725		Em0017g927a		
OG0029726		Em0017g948a		
OG0029727		Em0017g958a		
OG0029728		Em0017g967a		
OG0029729		Em0017g971a		
OG0029730		Em0018g5a		
OG0029731		Em0018g19a		
OG0029732		Em0018g21a		
OG0029733		Em0018g30a		
OG0029734		Em0018g46a		
OG0029735		Em0018g82a		
OG0029736		Em0018g86a		
OG0029737		Em0018g87a		
OG0029738		Em0018g88a		
OG0029739		Em0018g103a		
OG0029740		Em0018g113a		
OG0029741		Em0018g118a		
OG0029742		Em0018g133a		
OG0029743		Em0018g148a		
OG0029744		Em0018g160a		
OG0029745		Em0018g174a		
OG0029746		Em0018g177a		
OG0029747		Em0018g190a		
OG0029748		Em0018g194a		
OG0029749		Em0018g195a		
OG0029750		Em0018g196a		
OG0029751		Em0018g221a		
OG0029752		Em0018g270a		
OG0029753		Em0018g274a		
OG0029754		Em0018g279a		
OG0029755		Em0018g326a		
OG0029756		Em0018g352a		
OG0029757		Em0018g354a		
OG0029758		Em0018g356a		
OG0029759		Em0018g366a		
OG0029760		Em0018g379a		
OG0029761		Em0018g380a		
OG0029762		Em0018g382a		
OG0029763		Em0018g383a		
OG0029764		Em0018g404a		
OG0029765		Em0018g411a		
OG0029766		Em0018g412a		
OG0029767		Em0018g416a		
OG0029768		Em0018g419a		
OG0029769		Em0018g425a		
OG0029770		Em0018g432a		
OG0029771		Em0018g441a		
OG0029772		Em0018g495a		
OG0029773		Em0018g501a		
OG0029774		Em0018g520a		
OG0029775		Em0018g531a		
OG0029776		Em0018g549a		
OG0029777		Em0018g553a		
OG0029778		Em0018g569a		
OG0029779		Em0018g573a		
OG0029780		Em0018g597a		
OG0029781		Em0018g602a		
OG0029782		Em0018g605a		
OG0029783		Em0018g622a		
OG0029784		Em0018g627a		
OG0029785		Em0018g629a		
OG0029786		Em0018g640a		
OG0029787		Em0018g647a		
OG0029788		Em0018g652a		
OG0029789		Em0018g662a		
OG0029790		Em0018g667a		
OG0029791		Em0018g676a		
OG0029792		Em0018g688a		
OG0029793		Em0018g697a		
OG0029794		Em0018g700a		
OG0029795		Em0018g701a		
OG0029796		Em0018g702a		
OG0029797		Em0018g703a		
OG0029798		Em0018g707a		
OG0029799		Em0018g708a		
OG0029800		Em0018g709a		
OG0029801		Em0018g711a		
OG0029802		Em0018g712a		
OG0029803		Em0018g720a		
OG0029804		Em0018g727a		
OG0029805		Em0018g764a		
OG0029806		Em0018g768a		
OG0029807		Em0018g770a		
OG0029808		Em0018g780a		
OG0029809		Em0018g782a		
OG0029810		Em0018g787a		
OG0029811		Em0018g792a		
OG0029812		Em0018g811a		
OG0029813		Em0018g820a		
OG0029814		Em0018g833a		
OG0029815		Em0018g834a		
OG0029816		Em0018g838a		
OG0029817		Em0018g853a		
OG0029818		Em0018g865a		
OG0029819		Em0018g869a		
OG0029820		Em0018g881a		
OG0029821		Em0018g886a		
OG0029822		Em0018g888a		
OG0029823		Em0018g925a		
OG0029824		Em0018g929a		
OG0029825		Em0018g942a		
OG0029826		Em0018g943a		
OG0029827		Em0018g955a		
OG0029828		Em0018g958a		
OG0029829		Em0018g995a		
OG0029830		Em0018g1003a		
OG0029831		Em0018g1009a		
OG0029832		Em0018g1011a		
OG0029833		Em0018g1019a		
OG0029834		Em0018g1022a		
OG0029835		Em0018g1038a		
OG0029836		Em0018g1056a		
OG0029837		Em0018g1061a		
OG0029838		Em0018g1131a		
OG0029839		Em0018g1133a		
OG0029840		Em0018g1145a		
OG0029841		Em0018g1180a		
OG0029842		Em0019g1a		
OG0029843		Em0019g44a		
OG0029844		Em0019g46a		
OG0029845		Em0019g67a		
OG0029846		Em0019g69a		
OG0029847		Em0019g76a		
OG0029848		Em0019g86a		
OG0029849		Em0019g87a		
OG0029850		Em0019g96a		
OG0029851		Em0019g98a		
OG0029852		Em0019g100a		
OG0029853		Em0019g101a		
OG0029854		Em0019g108a		
OG0029855		Em0019g110a		
OG0029856		Em0019g134a		
OG0029857		Em0019g137a		
OG0029858		Em0019g175a		
OG0029859		Em0019g196a		
OG0029860		Em0019g200a		
OG0029861		Em0019g203a		
OG0029862		Em0019g204a		
OG0029863		Em0019g212a		
OG0029864		Em0019g220a		
OG0029865		Em0019g224a		
OG0029866		Em0019g228a		
OG0029867		Em0019g250a		
OG0029868		Em0019g253a		
OG0029869		Em0019g255a		
OG0029870		Em0019g277a		
OG0029871		Em0019g279a		
OG0029872		Em0019g286a		
OG0029873		Em0019g294a		
OG0029874		Em0019g302a		
OG0029875		Em0019g305a		
OG0029876		Em0019g339a		
OG0029877		Em0019g345a		
OG0029878		Em0019g359a		
OG0029879		Em0019g366a		
OG0029880		Em0019g387a		
OG0029881		Em0019g398a		
OG0029882		Em0019g414a		
OG0029883		Em0019g423a		
OG0029884		Em0019g434a		
OG0029885		Em0019g436a		
OG0029886		Em0019g438a		
OG0029887		Em0019g439a		
OG0029888		Em0019g449a		
OG0029889		Em0019g452a		
OG0029890		Em0019g458a		
OG0029891		Em0019g473a		
OG0029892		Em0019g477a		
OG0029893		Em0019g478a		
OG0029894		Em0019g497a		
OG0029895		Em0019g510a		
OG0029896		Em0019g519a		
OG0029897		Em0019g526a		
OG0029898		Em0019g528a		
OG0029899		Em0019g530a		
OG0029900		Em0019g544a		
OG0029901		Em0019g548a		
OG0029902		Em0019g577a		
OG0029903		Em0019g587a		
OG0029904		Em0019g592a		
OG0029905		Em0019g605a		
OG0029906		Em0019g631a		
OG0029907		Em0019g649a		
OG0029908		Em0019g651a		
OG0029909		Em0019g658a		
OG0029910		Em0019g662a		
OG0029911		Em0019g666a		
OG0029912		Em0019g670a		
OG0029913		Em0019g675a		
OG0029914		Em0019g680a		
OG0029915		Em0019g689a		
OG0029916		Em0019g716a		
OG0029917		Em0019g722a		
OG0029918		Em0019g726a		
OG0029919		Em0019g728a		
OG0029920		Em0019g732a		
OG0029921		Em0019g733a		
OG0029922		Em0019g734a		
OG0029923		Em0019g735a		
OG0029924		Em0019g741a		
OG0029925		Em0019g746a		
OG0029926		Em0019g754a		
OG0029927		Em0019g759a		
OG0029928		Em0019g765a		
OG0029929		Em0019g773a		
OG0029930		Em0019g775a		
OG0029931		Em0019g776a		
OG0029932		Em0019g778a		
OG0029933		Em0019g779a		
OG0029934		Em0019g780a		
OG0029935		Em0019g795a		
OG0029936		Em0019g797a		
OG0029937		Em0019g806a		
OG0029938		Em0019g808a		
OG0029939		Em0019g821a		
OG0029940		Em0019g826a		
OG0029941		Em0019g829a		
OG0029942		Em0019g830a		
OG0029943		Em0019g835a		
OG0029944		Em0019g837a		
OG0029945		Em0019g851a		
OG0029946		Em0019g852a		
OG0029947		Em0019g857a		
OG0029948		Em0019g858a		
OG0029949		Em0019g862a		
OG0029950		Em0019g870a		
OG0029951		Em0019g873a		
OG0029952		Em0019g900a		
OG0029953		Em0019g909a		
OG0029954		Em0019g930a		
OG0029955		Em0019g945a		
OG0029956		Em0019g968a		
OG0029957		Em0019g969a		
OG0029958		Em0019g971a		
OG0029959		Em0019g973a		
OG0029960		Em0019g994a		
OG0029961		Em0019g1000a		
OG0029962		Em0019g1003a		
OG0029963		Em0019g1008a		
OG0029964		Em0019g1009a		
OG0029965		Em0019g1010a		
OG0029966		Em0019g1012a		
OG0029967		Em0019g1014a		
OG0029968		Em0019g1019a		
OG0029969		Em0019g1020a		
OG0029970		Em0019g1033a		
OG0029971		Em0019g1034a		
OG0029972		Em0019g1036a		
OG0029973		Em0019g1057a		
OG0029974		Em0019g1065a		
OG0029975		Em0019g1068a		
OG0029976		Em0019g1087a		
OG0029977		Em0019g1095a		
OG0029978		Em0019g1099a		
OG0029979		Em0019g1100a		
OG0029980		Em0019g1115a		
OG0029981		Em0019g1124a		
OG0029982		Em0019g1127a		
OG0029983		Em0019g1145a		
OG0029984		Em0019g1176a		
OG0029985		Em0019g1188a		
OG0029986		Em0019g1191a		
OG0029987		Em0019g1197a		
OG0029988		Em0019g1202a		
OG0029989		Em0019g1204a		
OG0029990		Em0019g1212a		
OG0029991		Em0020g5a		
OG0029992		Em0020g9a		
OG0029993		Em0020g22a		
OG0029994		Em0020g32a		
OG0029995		Em0020g35a		
OG0029996		Em0020g40a		
OG0029997		Em0020g48a		
OG0029998		Em0020g54a		
OG0029999		Em0020g58a		
OG0030000		Em0020g60a		
OG0030001		Em0020g61a		
OG0030002		Em0020g108a		
OG0030003		Em0020g110a		
OG0030004		Em0020g117a		
OG0030005		Em0020g123a		
OG0030006		Em0020g128a		
OG0030007		Em0020g130a		
OG0030008		Em0020g160a		
OG0030009		Em0020g171a		
OG0030010		Em0020g176a		
OG0030011		Em0020g177a		
OG0030012		Em0020g180a		
OG0030013		Em0020g184a		
OG0030014		Em0020g193a		
OG0030015		Em0020g194a		
OG0030016		Em0020g204a		
OG0030017		Em0020g223a		
OG0030018		Em0020g225a		
OG0030019		Em0020g229a		
OG0030020		Em0020g232a		
OG0030021		Em0020g233a		
OG0030022		Em0020g245a		
OG0030023		Em0020g246a		
OG0030024		Em0020g248a		
OG0030025		Em0020g301a		
OG0030026		Em0020g302a		
OG0030027		Em0020g310a		
OG0030028		Em0020g313a		
OG0030029		Em0020g327a		
OG0030030		Em0020g344a		
OG0030031		Em0020g345a		
OG0030032		Em0020g358a		
OG0030033		Em0020g361a		
OG0030034		Em0020g371a		
OG0030035		Em0020g387a		
OG0030036		Em0020g400a		
OG0030037		Em0020g435a		
OG0030038		Em0020g442a		
OG0030039		Em0020g444a		
OG0030040		Em0020g447a		
OG0030041		Em0020g474a		
OG0030042		Em0020g480a		
OG0030043		Em0020g482a		
OG0030044		Em0020g487a		
OG0030045		Em0020g503a		
OG0030046		Em0020g507a		
OG0030047		Em0020g508a		
OG0030048		Em0020g509a		
OG0030049		Em0020g513a		
OG0030050		Em0020g517a		
OG0030051		Em0020g534a		
OG0030052		Em0020g538a		
OG0030053		Em0020g544a		
OG0030054		Em0020g548a		
OG0030055		Em0020g557a		
OG0030056		Em0020g559a		
OG0030057		Em0020g562a		
OG0030058		Em0020g565a		
OG0030059		Em0020g568a		
OG0030060		Em0020g581a		
OG0030061		Em0020g582a		
OG0030062		Em0020g585a		
OG0030063		Em0020g586a		
OG0030064		Em0020g596a		
OG0030065		Em0020g597a		
OG0030066		Em0020g604a		
OG0030067		Em0020g605a		
OG0030068		Em0020g608a		
OG0030069		Em0020g617a		
OG0030070		Em0020g621a		
OG0030071		Em0020g622a		
OG0030072		Em0020g626a		
OG0030073		Em0020g641a		
OG0030074		Em0020g648a		
OG0030075		Em0020g658a		
OG0030076		Em0020g659a		
OG0030077		Em0020g663a		
OG0030078		Em0020g667a		
OG0030079		Em0020g669a		
OG0030080		Em0020g675a		
OG0030081		Em0020g676a		
OG0030082		Em0020g677a		
OG0030083		Em0020g679a		
OG0030084		Em0020g683a		
OG0030085		Em0020g684a		
OG0030086		Em0020g692a		
OG0030087		Em0020g703a		
OG0030088		Em0020g706a		
OG0030089		Em0020g731a		
OG0030090		Em0020g736a		
OG0030091		Em0020g744a		
OG0030092		Em0020g754a		
OG0030093		Em0020g755a		
OG0030094		Em0020g765a		
OG0030095		Em0020g768a		
OG0030096		Em0020g769a		
OG0030097		Em0020g771a		
OG0030098		Em0020g788a		
OG0030099		Em0020g795a		
OG0030100		Em0020g796a		
OG0030101		Em0020g801a		
OG0030102		Em0020g802a		
OG0030103		Em0020g810a		
OG0030104		Em0020g812a		
OG0030105		Em0020g813a		
OG0030106		Em0020g819a		
OG0030107		Em0020g820a		
OG0030108		Em0020g833a		
OG0030109		Em0020g847a		
OG0030110		Em0020g853a		
OG0030111		Em0020g866a		
OG0030112		Em0020g878a		
OG0030113		Em0020g888a		
OG0030114		Em0020g907a		
OG0030115		Em0020g908a		
OG0030116		Em0020g910a		
OG0030117		Em0020g911a		
OG0030118		Em0020g923a		
OG0030119		Em0020g938a		
OG0030120		Em0020g939a		
OG0030121		Em0020g951a		
OG0030122		Em0020g959a		
OG0030123		Em0020g969a		
OG0030124		Em0020g1007a		
OG0030125		Em0020g1017a		
OG0030126		Em0020g1018a		
OG0030127		Em0020g1019a		
OG0030128		Em0020g1025a		
OG0030129		Em0020g1031a		
OG0030130		Em0020g1032a		
OG0030131		Em0020g1033a		
OG0030132		Em0020g1034a		
OG0030133		Em0020g1040a		
OG0030134		Em0020g1041a		
OG0030135		Em0020g1043a		
OG0030136		Em0020g1044a		
OG0030137		Em0020g1045a		
OG0030138		Em0020g1046a		
OG0030139		Em0020g1049a		
OG0030140		Em0020g1052a		
OG0030141		Em0020g1062a		
OG0030142		Em0020g1094a		
OG0030143		Em0020g1097a		
OG0030144		Em0020g1102a		
OG0030145		Em0020g1106a		
OG0030146		Em0020g1120a		
OG0030147		Em0021g4a		
OG0030148		Em0021g5a		
OG0030149		Em0021g6a		
OG0030150		Em0021g18a		
OG0030151		Em0021g25a		
OG0030152		Em0021g34a		
OG0030153		Em0021g49a		
OG0030154		Em0021g53a		
OG0030155		Em0021g54a		
OG0030156		Em0021g55a		
OG0030157		Em0021g58a		
OG0030158		Em0021g60a		
OG0030159		Em0021g75a		
OG0030160		Em0021g78a		
OG0030161		Em0021g79a		
OG0030162		Em0021g80a		
OG0030163		Em0021g84a		
OG0030164		Em0021g87a		
OG0030165		Em0021g89a		
OG0030166		Em0021g90a		
OG0030167		Em0021g93a		
OG0030168		Em0021g99a		
OG0030169		Em0021g105a		
OG0030170		Em0021g119a		
OG0030171		Em0021g135a		
OG0030172		Em0021g138a		
OG0030173		Em0021g140a		
OG0030174		Em0021g152a		
OG0030175		Em0021g153a		
OG0030176		Em0021g155a		
OG0030177		Em0021g158a		
OG0030178		Em0021g161a		
OG0030179		Em0021g162a		
OG0030180		Em0021g163a		
OG0030181		Em0021g167a		
OG0030182		Em0021g168a		
OG0030183		Em0021g169a		
OG0030184		Em0021g172a		
OG0030185		Em0021g176a		
OG0030186		Em0021g177a		
OG0030187		Em0021g193a		
OG0030188		Em0021g205a		
OG0030189		Em0021g209a		
OG0030190		Em0021g210a		
OG0030191		Em0021g218a		
OG0030192		Em0021g227a		
OG0030193		Em0021g235a		
OG0030194		Em0021g247a		
OG0030195		Em0021g255a		
OG0030196		Em0021g271a		
OG0030197		Em0021g283a		
OG0030198		Em0021g287a		
OG0030199		Em0021g291a		
OG0030200		Em0021g292a		
OG0030201		Em0021g302a		
OG0030202		Em0021g308a		
OG0030203		Em0021g313a		
OG0030204		Em0021g314a		
OG0030205		Em0021g321a		
OG0030206		Em0021g325a		
OG0030207		Em0021g331a		
OG0030208		Em0021g332a		
OG0030209		Em0021g336a		
OG0030210		Em0021g347a		
OG0030211		Em0021g353a		
OG0030212		Em0021g366a		
OG0030213		Em0021g372a		
OG0030214		Em0021g377a		
OG0030215		Em0021g410a		
OG0030216		Em0021g418a		
OG0030217		Em0021g421a		
OG0030218		Em0021g429a		
OG0030219		Em0021g437a		
OG0030220		Em0021g440a		
OG0030221		Em0021g453a		
OG0030222		Em0021g473a		
OG0030223		Em0021g481a		
OG0030224		Em0021g496a		
OG0030225		Em0021g497a		
OG0030226		Em0021g499a		
OG0030227		Em0021g502a		
OG0030228		Em0021g506a		
OG0030229		Em0021g508a		
OG0030230		Em0021g512a		
OG0030231		Em0021g514a		
OG0030232		Em0021g518a		
OG0030233		Em0021g521a		
OG0030234		Em0021g524a		
OG0030235		Em0021g525a		
OG0030236		Em0021g530a		
OG0030237		Em0021g534a		
OG0030238		Em0021g537a		
OG0030239		Em0021g539a		
OG0030240		Em0021g547a		
OG0030241		Em0021g548a		
OG0030242		Em0021g555a		
OG0030243		Em0021g565a		
OG0030244		Em0021g567a		
OG0030245		Em0021g576a		
OG0030246		Em0021g577a		
OG0030247		Em0021g583a		
OG0030248		Em0021g592a		
OG0030249		Em0021g596a		
OG0030250		Em0021g611a		
OG0030251		Em0021g612a		
OG0030252		Em0021g651a		
OG0030253		Em0021g655a		
OG0030254		Em0021g673a		
OG0030255		Em0021g707a		
OG0030256		Em0021g711a		
OG0030257		Em0021g722a		
OG0030258		Em0021g725a		
OG0030259		Em0021g735a		
OG0030260		Em0021g745a		
OG0030261		Em0021g755a		
OG0030262		Em0021g767a		
OG0030263		Em0021g779a		
OG0030264		Em0021g780a		
OG0030265		Em0021g781a		
OG0030266		Em0021g783a		
OG0030267		Em0021g787a		
OG0030268		Em0021g800a		
OG0030269		Em0021g801a		
OG0030270		Em0021g803a		
OG0030271		Em0021g804a		
OG0030272		Em0021g805a		
OG0030273		Em0021g806a		
OG0030274		Em0021g809a		
OG0030275		Em0021g810a		
OG0030276		Em0021g812a		
OG0030277		Em0021g837a		
OG0030278		Em0021g838a		
OG0030279		Em0021g839a		
OG0030280		Em0021g857a		
OG0030281		Em0021g865a		
OG0030282		Em0021g883a		
OG0030283		Em0021g892a		
OG0030284		Em0021g895a		
OG0030285		Em0021g910a		
OG0030286		Em0021g911a		
OG0030287		Em0021g914a		
OG0030288		Em0021g925a		
OG0030289		Em0021g930a		
OG0030290		Em0021g931a		
OG0030291		Em0021g937a		
OG0030292		Em0021g958a		
OG0030293		Em0021g976a		
OG0030294		Em0021g980a		
OG0030295		Em0021g981a		
OG0030296		Em0021g997a		
OG0030297		Em0021g1000a		
OG0030298		Em0021g1003a		
OG0030299		Em0022g40a		
OG0030300		Em0022g42a		
OG0030301		Em0022g59a		
OG0030302		Em0022g63a		
OG0030303		Em0022g66a		
OG0030304		Em0022g76a		
OG0030305		Em0022g77a		
OG0030306		Em0022g80a		
OG0030307		Em0022g83a		
OG0030308		Em0022g110a		
OG0030309		Em0022g113a		
OG0030310		Em0022g120a		
OG0030311		Em0022g121a		
OG0030312		Em0022g166a		
OG0030313		Em0022g180a		
OG0030314		Em0022g198a		
OG0030315		Em0022g199a		
OG0030316		Em0022g200a		
OG0030317		Em0022g206a		
OG0030318		Em0022g208a		
OG0030319		Em0022g210a		
OG0030320		Em0022g220a		
OG0030321		Em0022g221a		
OG0030322		Em0022g230a		
OG0030323		Em0022g242a		
OG0030324		Em0022g275a		
OG0030325		Em0022g280a		
OG0030326		Em0022g281a		
OG0030327		Em0022g282a		
OG0030328		Em0022g295a		
OG0030329		Em0022g297a		
OG0030330		Em0022g306a		
OG0030331		Em0022g310a		
OG0030332		Em0022g344a		
OG0030333		Em0022g355a		
OG0030334		Em0022g387a		
OG0030335		Em0022g389a		
OG0030336		Em0022g390a		
OG0030337		Em0022g393a		
OG0030338		Em0022g395a		
OG0030339		Em0022g404a		
OG0030340		Em0022g408a		
OG0030341		Em0022g413a		
OG0030342		Em0022g426a		
OG0030343		Em0022g432a		
OG0030344		Em0022g437a		
OG0030345		Em0022g444a		
OG0030346		Em0022g451a		
OG0030347		Em0022g455a		
OG0030348		Em0022g499a		
OG0030349		Em0022g506a		
OG0030350		Em0022g514a		
OG0030351		Em0022g527a		
OG0030352		Em0022g536a		
OG0030353		Em0022g537a		
OG0030354		Em0022g549a		
OG0030355		Em0022g558a		
OG0030356		Em0022g560a		
OG0030357		Em0022g567a		
OG0030358		Em0022g568a		
OG0030359		Em0022g580a		
OG0030360		Em0022g589a		
OG0030361		Em0022g592a		
OG0030362		Em0022g594a		
OG0030363		Em0022g595a		
OG0030364		Em0022g597a		
OG0030365		Em0022g603a		
OG0030366		Em0022g618a		
OG0030367		Em0022g620a		
OG0030368		Em0022g626a		
OG0030369		Em0022g669a		
OG0030370		Em0022g670a		
OG0030371		Em0022g682a		
OG0030372		Em0022g684a		
OG0030373		Em0022g685a		
OG0030374		Em0022g697a		
OG0030375		Em0022g709a		
OG0030376		Em0022g726a		
OG0030377		Em0022g729a		
OG0030378		Em0022g745a		
OG0030379		Em0022g748a		
OG0030380		Em0022g752a		
OG0030381		Em0022g798a		
OG0030382		Em0022g810a		
OG0030383		Em0022g813a		
OG0030384		Em0022g868a		
OG0030385		Em0022g882a		
OG0030386		Em0022g883a		
OG0030387		Em0022g890a		
OG0030388		Em0022g895a		
OG0030389		Em0022g897a		
OG0030390		Em0022g902a		
OG0030391		Em0022g904a		
