Orthogroup	Niphates_augustus.hints.aa	Ephydatia_Emu_v1_prots
OG0005185	jg9046.t1, jg24785.t1	Em0018g266a
OG0005186	jg23067.t2, jg23067.t1	Em0019g652a
OG0005187	jg17467.t1	Em0024g58a, Em0024g83a
OG0005188	jg14097.t1, jg13064.t1	Em0019g954a
OG0005189	jg17965.t1	Em0017g907a, Em0017g899a
OG0005190	jg2377.t1, jg27583.t1	Em0013g249a
OG0005191	jg2384.t2, jg2384.t1	Em0139g7a, Em0013g769a
OG0005193	jg13056.t1, jg14092.t1	Em0012g1030a, Em0012g1014a
OG0005194	jg14087.t1, jg13051.t1	Em0913g2a, Em0012g1032a
OG0005195	jg12704.t1	Em0005g1519a, Em0005g1520a
OG0005196	jg29659.t1	Em0020g221a, Em0020g208a, Em0888g2a
OG0005198	jg3643.t1	Em0009g419a, Em0009g430a, Em0009g425a
OG0005200	jg10754.t1, jg10755.t1	Em0018g489a, Em0018g494a
OG0005201	jg28585.t1	Em0018g1076a, Em0018g1027a
OG0005202	jg28596.t1	Em0018g1081a
OG0005204	jg2637.t1	Em0131g6a, Em0008g1191a, Em0008g1174a
OG0005205	jg13716.t1	Em0419g9a, Em0115g15a, Em0018g247a
OG0005206	jg13697.t1	Em0018g222a, Em0053g11a
OG0005207	jg6757.t1, jg6756.t1	Em0010g372a, Em0769g2a, Em0019g1137a
OG0005208	jg14091.t1, jg13055.t1	Em0012g673a, Em0012g666a
OG0005209	jg2691.t1	Em0013g679a, Em0019g673a, Em0060g5a
OG0005210	jg10778.t1	Em0019g949a
OG0005211	jg10783.t1	Em0019g547a
OG0005212	jg2383.t1	Em0013g271a, Em0008g285a, Em0008g281a
OG0005213	jg27931.t1	Em0019g1209a
OG0005214	jg14139.t1, jg14138.t1, jg14134.t1, jg13100.t1	Em0012g903a
OG0005215	jg29503.t2, jg29503.t1	Em0398g1a, Em0398g2a, Em0020g777a
OG0005216	jg29514.t1	Em0020g454a, Em0020g455a, Em0020g484a
OG0005217	jg10756.t1	Em0018g535a, Em0052g9a
OG0005218	jg18053.t1	Em0012g1038a, Em0012g1037a, Em0018g388a
OG0005219	jg13713.t1	Em0419g6a, Em0018g250a, Em0115g12a
OG0005221	jg13390.t1	Em0018g1001a
OG0005222	jg6027.t1, jg396.t1	Em0015g57a
OG0005223	jg6030.t1	Em0012g300a, Em0012g285a
OG0005224	jg20593.t1	Em0008g1268a
OG0005225	jg20722.t1	Em0023g284a, Em0023g277a
OG0005226	jg10837.t1	Em0007g12a, Em0248g4a, Em0158g11a
OG0005227	jg11153.t1	Em0017g387a, Em0017g386a
OG0005228	jg20796.t3, jg20796.t2, jg20796.t1	Em0023g76a
OG0005230	jg14490.t1	Em0015g705a, Em0015g707a
OG0005231	jg14484.t1	Em0015g296a, Em0015g304a
OG0005232	jg25178.t1	Em0015g87a
OG0005233	jg2746.t1	Em0013g533a
OG0005234	jg3788.t1	Em0023g556a
OG0005235	jg11037.t1	Em0008g896a, Em0017g465a
OG0005236	jg11026.t1	Em0023g406a
OG0005237	jg23265.t1, jg23260.t1, jg23260.t2	Em0020g865a
OG0005238	jg14347.t1	Em0015g324a, Em0015g325a
OG0005239	jg17087.t1	Em0015g764a
OG0005240	jg14444.t1	Em0015g42a, Em0015g38a
OG0005241	jg14353.t1	Em1069g3a, Em0088g3a, Em0015g348a
OG0005242	jg14491.t1	Em0015g695a
OG0005243	jg6024.t1	Em0032g31a, Em0032g39a
OG0005244	jg10853.t1, jg10850.t1, jg10847.t1	Em0002g39a
OG0005245	jg13795.t1	Em0015g284a, Em0015g66a
OG0005246	jg14365.t1	Em0015g212a, Em0015g228a
OG0005247	jg25165.t1	Em0001g1211a, Em0001g1272a
OG0005249	jg18502.t1	Em0023g497a, Em0023g494a
OG0005250	jg10844.t1, jg10845.t1	Em0017g127a
OG0005251	jg10071.t1, jg10069.t1	Em0001g332a
OG0005252	jg1606.t3, jg1606.t2, jg1606.t1	Em0007g938a
OG0005253	jg13791.t1	Em0015g280a, Em0015g272a
OG0005254	jg18110.t1	Em0019g719a
OG0005255	jg13368.t1, jg27758.t1, jg27756.t1	Em0018g576a
OG0005256	jg9051.t1, jg12598.t1	Em0001g34a, Em0001g18a
OG0005257	jg28069.t1	Em0571g5a, Em0019g1195a, Em1189g1a
OG0005259	jg3633.t1, jg9109.t1, jg21976.t1	Em0001g1046a
OG0005261	jg28193.t1	Em0337g4a, Em0018g1221a, Em0018g1200a
OG0005263	jg2644.t1	Em0013g127a, Em0735g1a, Em0013g132a
OG0005264	jg16806.t1, jg16805.t1	Em0021g593a
OG0005265	jg24179.t1, jg5932.t1, jg25787.t1	Em0017g944a
OG0005266	jg3693.t1	Em0853g6a, Em0021g732a, Em0021g743a
OG0005267	jg3055.t1, jg25551.t1, jg4091.t1	Em0022g290a
OG0005268	jg28070.t1	Em1189g2a, Em0019g1196a, Em0571g4a
OG0005269	jg4120.t1, jg4119.t2, jg4119.t1	Em0019g1104a, Em0019g1113a
OG0005270	jg15904.t1, jg13480.t1, jg30305.t1	Em0018g1005a
OG0005271	jg28185.t1	Em0018g923a, Em0018g932a
OG0005272	jg2436.t1	Em0013g166a
OG0005273	jg2371.t1	Em0735g2a, Em0013g126a, Em0013g131a
OG0005274	jg28194.t1	Em0018g1199a, Em0018g1222a, Em0337g3a
OG0005275	jg2735.t1	Em0013g307a, Em0013g287a
OG0005276	jg2642.t1	Em0013g136a, Em0013g133a, Em0013g128a
OG0005277	jg13343.t1, jg13346.t1	Em0019g871a, Em0019g868a
OG0005278	jg24180.t1, jg5931.t1, jg25788.t1	Em0005g89a
OG0005279	jg9099.t1	Em0001g3279a, Em0001g3297a
OG0005280	jg28108.t1	Em0019g1123a
OG0005281	jg7185.t1	Em0004g142a
OG0005282	jg13333.t1, jg13333.t2	Em0019g566a, Em0019g557a
OG0005283	jg7151.t1	Em0004g1513a, Em0065g21a
OG0005284	jg19578.t1, jg6449.t1	Em0023g48a, Em0786g2a
OG0005285	jg28187.t1	Em0337g6a, Em0018g1203a, Em0018g1218a
OG0005286	jg7142.t1	Em0004g1705a, Em0004g1706a
OG0005287	jg25953.t1	Em0008g620a, Em0008g619a, Em0008g700a
OG0005289	jg8533.t1	Em0021g298a, Em0013g384a, Em0021g297a
OG0005290	jg24177.t1, jg25785.t1, jg5934.t1	Em0016g560a
OG0005291	jg29141.t1	Em0022g361a
OG0005292	jg11912.t1, jg25782.t1	Em0017g952a
OG0005293	jg7153.t1	Em0004g42a
OG0005295	jg8370.t1	Em0013g851a, Em0013g919a, Em0013g893a
OG0005296	jg8379.t1	Em0012g993a
OG0005297	jg19586.t1, jg6459.t2, jg6459.t1	Em0008g104a
OG0005298	jg4753.t2, jg4753.t1	Em0022g262a, Em0022g251a
OG0005299	jg25950.t1	Em0008g791a, Em0008g789a
OG0005300	jg13347.t1	Em0258g12a, Em0258g1a
OG0005302	jg8317.t1, jg8312.t1	Em0009g692a
OG0005303	jg7223.t1, jg7225.t1, jg29163.t1	Em0022g518a
OG0005304	jg8510.t1	Em0006g1435a, Em0006g1432a
OG0005305	jg28107.t1	Em0019g1136a, Em0424g2a, Em0019g1162a
OG0005306	jg8645.t1, jg1219.t1	Em0023g22a
OG0005307	jg6462.t1, jg19589.t1, jg19589.t2	Em0010g835a
OG0005308	jg8659.t2, jg1228.t1, jg8659.t1	Em0786g8a
OG0005309	jg8319.t1, jg8319.t2	Em0011g681a
OG0005310	jg27201.t1	Em0012g667a, Em0012g674a
OG0005311	jg8369.t1	Em0013g859a, Em0013g856a, Em0013g969a, Em0013g882a
OG0005312	jg15891.t1	Em0021g65a, Em0021g956a, Em0021g942a
OG0005313	jg7052.t1	Em0004g767a, Em0004g750a, Em0004g765a
OG0005314	jg820.t1, jg7259.t1, jg30261.t1	Em0022g764a
OG0005315	jg249.t1, jg4035.t1	Em0022g312a, Em0022g309a
OG0005316	jg1303.t1, jg12927.t1	Em0012g70a
OG0005317	jg3691.t1	Em0021g935a
OG0005318	jg6887.t1	Em0004g143a
OG0005319	jg2323.t1	Em0012g776a, Em0012g769a
OG0005320	jg8405.t1	Em0002g3a, Em0002g32a, Em0002g10a
OG0005321	jg7509.t1, jg17152.t1, jg8410.t1	Em0007g983a, Em0021g269a
OG0005322	jg2522.t1	Em0013g116a, Em0013g114a
OG0005323	jg15785.t1	Em0395g5a, Em0021g852a
OG0005324	jg15137.t1, jg4133.t1	Em0001g1140a, Em0001g1230a
OG0005325	jg2626.t1	Em0013g1054a, Em0013g1071a, Em0651g2a
OG0005327	jg7051.t2, jg7051.t1	Em0004g776a, Em0004g756a
OG0005328	jg8318.t1	Em0013g145a
OG0005329	jg1310.t1, jg12933.t1	Em0012g15a, Em0012g40a
OG0005330	jg28809.t1	Em0014g18a
OG0005331	jg6018.t1, jg1478.t1, jg27766.t1	Em0020g689a
OG0005332	jg12194.t1	Em0395g7a, Em0021g850a
OG0005333	jg2601.t1	Em0013g950a, Em0013g948a
OG0005334	jg19409.t1, jg19412.t1, jg19411.t1	Em0017g790a
OG0005335	jg7183.t1	Em0404g5a, Em0004g2a, Em0004g10a
OG0005336	jg6902.t1	Em0020g312a, Em0004g141a
OG0005337	jg15792.t1	Em0021g943a, Em0021g957a
OG0005338	jg12154.t2, jg12154.t1	Em0008g1072a
OG0005339	jg2517.t1	Em0005g662a
OG0005342	jg20514.t1, jg7892.t1	Em0001g1754a
OG0005343	jg18946.t1	Em0001g503a, Em0001g504a, Em0001g539a
OG0005344	jg18843.t1	Em0001g2004a, Em0001g2035a, Em0017g282a
OG0005347	jg29781.t1	Em0010g904a
OG0005347	jg29783.t1	Em0010g927a
OG0005348	jg29442.t1	Em0020g956a, Em0020g962a
OG0005350	jg18855.t1, jg18859.t1	Em0001g1554a, Em0001g1548a
OG0005351	jg18349.t1	Em0020g278a, Em0020g280a
OG0005352	jg18932.t1	Em0001g296a
OG0005353	jg16720.t1, jg20916.t1, jg29548.t1	Em0020g552a
OG0005354	jg7197.t1	Em0021g772a
OG0005355	jg18841.t1	Em0016g530a
OG0005356	jg19145.t1	Em0001g2871a, Em0001g2868a, Em0001g2866a
OG0005358	jg29443.t1, jg29443.t2	Em0020g961a, Em0020g955a
OG0005359	jg18954.t1	Em0001g1568a
OG0005360	jg6694.t1, jg22313.t1	Em0047g7a, Em0014g5a
OG0005361	jg6970.t1	Em0004g1644a
OG0005362	jg27050.t1, jg27899.t1, jg27048.t1	Em0020g839a
OG0005363	jg29595.t1	Em0020g161a, Em0020g159a, Em0012g462a
OG0005366	jg18602.t1, jg18599.t1	Em0020g749a, Em0020g741a
OG0005367	jg29857.t1	Em0020g883a
OG0005368	jg29772.t1	Em0012g856a
OG0005369	jg10296.t1	Em1176g1a, Em1054g1a, Em0401g6a, Em0017g938a
OG0005370	jg3734.t1	Em0021g542a
OG0005371	jg7175.t1	Em0021g918a, Em0021g919a
OG0005372	jg22417.t1, jg27223.t1, jg15704.t2, jg15704.t1	Em0017g15a
OG0005373	jg6920.t1	Em0202g7a, Em0964g3a, Em0004g51a
OG0005374	jg6936.t1	Em0004g92a, Em0004g99a
OG0005375	jg23013.t1	Em0211g3a, Em0017g576a
OG0005376	jg23008.t1, jg23008.t2	Em0002g41a
OG0005377	jg18080.t1	Em0018g350a, Em0200g4a
OG0005378	jg23116.t1, jg11154.t1	Em0002g445a
OG0005379	jg18067.t1	Em0018g123a, Em0018g110a
OG0005380	jg29559.t1, jg29559.t2	Em0020g38a, Em0020g44a, Em0020g45a
OG0005382	jg10801.t1	Em0068g14a, Em0004g1010a, Em0068g13a
OG0005383	jg25111.t1	Em0018g497a
OG0005384	jg29779.t1	Em0010g907a
OG0005385	jg23648.t1	Em0014g183a
OG0005386	jg7558.t1, jg4651.t1	Em0009g793a, Em0009g809a
OG0005387	jg4655.t1, jg7554.t1	Em0009g789a, Em0009g805a
OG0005388	jg3675.t1, jg43.t1, jg20411.t1	Em0015g977a
OG0005389	jg29761.t1	Em0010g885a
OG0005390	jg23080.t1	Em0002g256a
OG0005391	jg7200.t1	Em0021g774a
OG0005392	jg7562.t1, jg15990.t1, jg3471.t1, jg4647.t1	Em0009g1117a
OG0005393	jg25108.t1	Em0200g1a, Em0018g351a, Em0200g3a
OG0005394	jg7553.t1, jg4656.t1	Em0009g445a, Em0009g446a, Em0009g443a
OG0005395	jg6680.t1, jg22299.t1	Em1034g4a, Em0014g132a
OG0005396	jg22315.t1, jg6696.t1	Em0014g3a, Em0047g9a
OG0005397	jg1618.t1, jg15714.t1	Em0020g62a, Em0020g59a
OG0005398	jg23327.t1, jg16940.t2, jg16940.t1	Em0016g547a
OG0005399	jg20944.t1, jg10300.t1	Em0022g316a
OG0005400	jg7568.t1, jg15996.t1, jg3477.t1	Em0009g1124a
OG0005401	jg4650.t1, jg7559.t1	Em0022g739a
OG0005403	jg18096.t1	Em0018g157a, Em0018g156a
OG0005404	jg28607.t1	Em0018g1158a
OG0005405	jg11273.t1, jg24458.t1	Em0017g88a
OG0005406	jg18749.t1	Em0005g1209a, Em0005g1210a
OG0005407	jg11167.t1	Em0002g1605a
OG0005475	jg8221.t1, jg6083.t1	Em0003g746a, Em0003g755a, Em0003g737a, Em0003g781a
OG0005486	jg9677.t1, jg9677.t2, jg27438.t1, jg152.t1, jg19916.t1	Em0004g1067a
OG0005509	jg11304.t1, jg30210.t1	Em0011g23a
OG0005512	g7587.t1, jg2217.t1, jg27922.t1, jg16538.t1	Em0012g886a, Em0694g2a
OG0005517	jg2773.t1	Em0013g293a, Em0013g301a
OG0005523	jg19210.t1, jg19210.t2	Em0016g1033a, Em0016g1036a
OG0005525	jg19207.t1, jg19208.t1	Em0016g1114a, Em0016g1182a, Em0531g7a
OG0005533	jg2939.t1, jg18159.t1, jg11438.t1, jg18200.t1, jg11433.t1	Em0019g842a
OG0005538	jg24268.t2, jg24268.t1, jg1445.t1, jg5171.t1, jg24263.t1	Em0435g2a
OG0005728	jg20245.t1	Em0005g1239a
OG0005734	jg8295.t1	Em0012g466a
OG0005737	jg7046.t1	Em0017g953a
OG0005738	jg7184.t1	Em0011g803a
OG0005740	jg14758.t1	Em0011g536a
OG0005741	jg27410.t1, jg8739.t1	Em0785g1a, Em0014g671a
OG0005743	jg27968.t1	Em0019g239a
OG0005744	jg20619.t1	Em0008g1008a
OG0005747	jg22394.t1	Em0006g1145a
OG0005749	jg12535.t1	Em0017g960a
OG0005751	jg28011.t1	Em0019g210a
OG0005752	jg8824.t1	Em0016g18a
OG0005753	jg19148.t1	Em0001g2684a
OG0005757	jg20778.t1	Em0008g1220a
OG0005762	jg18139.t1	Em0018g429a
OG0005763	jg27142.t1, jg4418.t1	Em0022g465a
OG0005764	jg17012.t1	Em0013g818a
OG0005766	jg3407.t1	Em0008g337a
OG0005767	jg2413.t1	Em0013g703a
OG0005768	jg13377.t1	Em0023g773a
OG0005769	jg6837.t1	Em0011g792a
OG0005770	jg3726.t1	Em0021g562a
OG0005771	jg10971.t1	Em0002g1840a
OG0005773	jg26859.t1	Em0004g998a
OG0005774	jg3537.t1	Em0011g1159a
OG0005775	jg4640.t1	Em0020g688a
OG0005789	jg11229.t1	Em0018g52a
OG0005800	jg18967.t1	Em0001g3792a
OG0005803	jg22460.t1	Em0023g383a
OG0005806	jg1914.t1	Em0018g999a
OG0005815	jg17366.t1	Em0018g39a
OG0005817	jg29572.t1	Em0020g240a
OG0005818	jg25072.t1, jg8283.t1	Em0013g567a
OG0005820	jg20709.t1	Em0023g197a
OG0005822	jg6312.t1	Em0011g155a
OG0005825	jg11710.t1, jg26748.t1	Em0022g440a
OG0005826	jg12773.t1	Em0005g1488a
OG0005828	jg20587.t1	Em0008g1107a
OG0005832	jg29680.t1	Em0020g199a
OG0005834	jg8932.t1	Em0016g391a
OG0005843	jg19238.t1	Em0016g1125a, Em0016g1169a
OG0005846	jg24363.t1, jg24361.t1	Em0023g800a
OG0005848	jg26831.t1	Em0019g1066a
OG0005849	jg10991.t1	Em0005g1164a
OG0005851	jg14314.t1	Em0745g1a
OG0005854	jg29011.t1	Em0022g362a
OG0005856	jg13850.t1	Em0018g543a
OG0005859	jg2760.t1	Em0013g279a
OG0005861	jg6933.t1	Em0004g201a
OG0005863	jg6810.t1	Em0011g826a
OG0005864	jg7117.t1	Em0004g959a
OG0005865	jg12783.t1	Em0005g1665a
OG0005866	jg15811.t1	Em0021g968a
OG0005867	jg2325.t1	Em0012g1048a
OG0005868	jg19217.t1	Em0016g1027a
OG0005873	jg23082.t1	Em0006g1512a, Em0006g1506a
OG0005890	jg29763.t1	Em0010g892a
OG0005892	jg2349.t1	Em0013g490a
OG0005895	jg18522.t1	Em0023g704a
OG0005896	jg15860.t1	Em0021g902a
OG0005899	jg12828.t1	Em0005g1656a
OG0005901	jg18140.t1	Em0018g430a
OG0005902	jg14614.t1	Em0016g1100a, Em0016g1082a
OG0005907	jg16031.t1, jg18553.t1	Em0023g751a
OG0005908	jg12311.t1	Em0014g27a
OG0005910	jg11601.t1	Em0010g174a
OG0005912	jg12518.t1	Em0019g561a, Em0019g570a
OG0005913	jg9002.t1	Em0016g120a
OG0005915	jg6932.t1	Em0004g57a
OG0005916	jg2126.t1, jg4237.t1	Em0011g526a
OG0005918	jg17938.t1	Em0009g119a
OG0005923	jg20586.t1	Em0008g624a
OG0005924	jg12509.t1	Em0006g619a
OG0005927	jg8151.t1	Em0016g788a, Em0016g779a, Em0016g771a
OG0005930	jg4496.t1	Em0011g120a
OG0005932	jg18438.t1	Em0023g404a
OG0005940	jg8497.t2, jg8497.t1	Em0021g357a
OG0005941	jg10072.t1	Em0001g407a
OG0005942	jg11063.t1	Em0052g12a, Em0018g532a
OG0005943	jg13835.t1	Em0015g53a
OG0005947	jg6363.t1	Em0011g447a
OG0005949	jg18717.t1	Em0009g617a
OG0005951	jg9000.t1	Em0016g536a
OG0005953	jg1942.t1	Em0018g808a
OG0005957	jg8246.t1	Em0003g813a
OG0005958	jg14651.t1	Em0016g1162a, Em0016g1132a
OG0005961	jg28647.t1	Em0011g1088a
OG0005962	jg8929.t1	Em0016g383a
OG0005964	jg11652.t1	Em0010g261a
OG0005969	jg25125.t1	Em0020g994a, Em0714g1a
OG0005970	jg11650.t1	Em0010g260a
OG0005971	jg5970.t1	Em0011g28a
OG0005972	jg8343.t1	Em0012g1096a
OG0005977	jg12389.t1	Em0004g72a
OG0005979	jg12390.t1	Em0004g73a
OG0005981	jg19287.t1	Em0016g890a, Em0016g895a
OG0005983	jg8201.t1	Em0003g1249a
OG0005988	jg15738.t1	Em0019g1027a
OG0005991	jg6182.t1	Em0009g1019a
OG0005992	jg882.t1	Em0004g1184a
OG0005993	jg14277.t1, jg27842.t1, jg25368.t1	Em0118g8a
OG0005994	jg12253.t1	Em0016g162a
OG0005996	jg29379.t1	Em0003g1559a
OG0005998	jg29203.t1	Em0022g539a
OG0006000	jg10218.t1	Em0015g902a
OG0006001	jg28333.t1	Em0019g684a
OG0006002	jg24589.t1	Em0023g569a
OG0006003	jg12793.t1	Em0005g1671a
OG0006006	jg10963.t1	Em0002g1832a
OG0006008	jg17444.t1	Em0003g1372a
OG0006011	jg2472.t1	Em0013g28a
OG0006012	jg6859.t1, jg25256.t1	Em0009g120a
OG0006014	jg15823.t1	Em0021g889a
OG0006018	jg7080.t1	Em0068g4a
OG0006021	jg25309.t1	Em0018g40a
OG0006024	jg18494.t1	Em0023g507a
OG0006030	jg11571.t1	Em0010g138a
OG0006031	jg12759.t1	Em0005g1545a
OG0006033	jg14500.t1	Em0015g175a
OG0006035	jg24387.t1	Em0018g565a
OG0006036	jg17026.t1	Em0015g644a
OG0006037	jg28606.t1	Em0018g1159a
OG0006039	jg14455.t1	Em0015g28a
OG0006040	jg24386.t1	Em0018g564a
OG0006042	jg11595.t1	Em0010g461a, Em0010g445a
OG0006043	jg12757.t1	Em0005g1544a
OG0006045	jg21639.t1	Em0016g184a
OG0006047	jg4484.t1	Em0011g134a
OG0006048	jg642.t1	Em0028g61a
OG0006049	jg18027.t1	Em0009g1221a
OG0006050	jg12720.t1	Em0005g1635a
OG0006052	jg12642.t1	Em0005g1442a
OG0006055	jg8977.t1	Em0016g287a
OG0006061	jg17385.t1	Em0007g11a
OG0006063	jg8390.t1	Em0012g989a
OG0006068	jg12400.t1	Em0004g139a
OG0006070	jg6378.t1	Em0011g243a
OG0006073	jg17405.t1	Em0003g1874a
OG0006074	jg12244.t1	Em0021g154a
OG0006077	jg9809.t1	Em0023g720a, Em0023g727a
OG0006078	jg11608.t1	Em0010g123a
OG0006079	jg20561.t1	Em0008g1024a
OG0006080	jg7672.t1	Em0009g98a
OG0006081	jg12243.t1	Em0021g559a
OG0006084	jg7903.t1	Em0008g151a
OG0006088	jg23587.t1	Em0016g105a
OG0006093	jg19260.t1	Em0020g523a, Em0016g914a
OG0006094	jg16845.t1	Em0021g993a
OG0006095	jg17968.t1	Em0003g345a
OG0006096	jg7190.t1	Em0009g762a
OG0006100	jg8256.t1, jg6235.t1	Em0019g1035a
OG0006101	jg8507.t1	Em0021g288a
OG0006106	jg18031.t1	Em0018g360a
OG0006110	jg14620.t1	Em0023g314a, Em0023g313a
OG0006115	jg12009.t1	Em0033g20a, Em0033g15a
OG0006117	jg3246.t1	Em0022g694a
OG0006119	jg22790.t1	Em0010g1039a
OG0006120	jg18087.t1	Em0018g333a
OG0006121	jg8261.t1	Em0012g149a, Em0012g152a
OG0006123	jg264.t1	Em0018g464a
OG0006124	jg30117.t1, jg26615.t1	Em0009g289a, Em0013g454a
OG0006125	jg7196.t1	Em0021g771a
OG0006126	jg18088.t1	Em0018g290a
OG0006128	jg6838.t1	Em0011g1179a
OG0006131	jg14408.t1	Em0015g1157a
OG0006132	jg29681.t1	Em0020g230a
OG0006134	jg1296.t1, jg12921.t1	Em0023g311a
OG0006138	jg4728.t1	Em0022g716a
OG0006141	jg12618.t1	Em0005g1591a
OG0006142	jg3753.t1	Em0459g6a, Em0014g79a
OG0006143	jg14738.t1	Em0011g416a
OG0006144	jg8340.t1	Em0012g1047a
OG0006146	jg310.t1, jg29580.t1	Em0020g85a
OG0006147	jg17479.t1	Em0032g18a
OG0006148	jg20821.t1	Em0023g265a
OG0006155	jg12198.t1	Em0395g12a, Em0021g845a
OG0006158	jg3800.t1	Em0023g433a
OG0006159	jg3799.t1	Em0023g435a
OG0006161	jg15445.t1	Em0021g492a
OG0006163	jg19800.t1, jg21603.t1	Em0011g794a
OG0006164	jg7135.t1	Em0004g1583a
OG0006165	jg29087.t1	Em0022g925a
OG0006166	jg7140.t1	Em0004g1709a
OG0006167	jg27972.t1	Em0019g240a
OG0006168	jg3517.t1	Em0011g1027a
OG0006170	jg5206.t1	Em0023g815a
OG0006171	jg3559.t1	Em0021g206a, Em0021g207a
OG0006178	jg29112.t1	Em0022g329a
OG0006181	jg15866.t1	Em0021g636a
OG0006183	jg17033.t1	Em0015g612a
OG0006189	jg12621.t1	Em0005g1479a
OG0006190	jg6736.t1, jg6736.t2	Em0018g993a
OG0006195	jg13867.t1	Em0015g802a
OG0006197	jg19266.t1	Em0016g904a
OG0006200	jg28071.t1	Em0571g3a
OG0006202	jg24156.t1, jg26874.t1	Em0003g1502a
OG0006205	jg11197.t1	Em0019g848a, Em0019g854a
OG0006212	jg6176.t1	Em0009g1281a
OG0006214	jg13498.t1, jg4275.t1	Em0001g3137a
OG0006217	jg23615.t1	Em0016g183a
OG0006222	jg3252.t1	Em0014g884a, Em0014g889a
OG0006228	jg23337.t1, jg28335.t1	Em0019g683a
OG0006231	jg2654.t1	Em0013g548a
OG0006232	jg6423.t1, jg1420.t1	Em0006g1002a
OG0006234	jg8857.t1	Em0016g64a
OG0006235	jg20715.t1	Em0151g3a, Em0023g202a
OG0006239	jg29816.t1	Em0020g173a
OG0006241	jg6044.t1	Em0027g31a
OG0006242	jg1924.t1	Em0018g1006a
OG0006243	jg6218.t1	Em0009g605a
OG0006244	jg12763.t1	Em0005g1380a
OG0006250	jg20765.t1	Em0008g1081a
OG0006251	jg8362.t1	Em0013g825a
OG0006252	jg24648.t1, jg12446.t1	Em0162g4a
OG0006256	jg4137.t1	Em0019g1221a
OG0006258	jg12334.t2, jg12334.t1	Em0023g712a
OG0006261	jg2242.t1	Em0008g969a
OG0006265	jg28430.t1	Em0001g3794a
OG0006266	jg14739.t1	Em0011g418a
OG0006267	jg20626.t1	Em0005g1115a, Em0008g1014a
OG0006268	jg12754.t1	Em0005g1538a
OG0006269	jg12753.t1	Em0005g1318a, Em0005g1310a
OG0006271	jg12755.t1	Em0005g1537a
OG0006272	jg23144.t1	Em0007g1110a
OG0006280	jg8541.t1	Em0021g263a
OG0006283	jg8980.t1	Em0162g8a
OG0006284	jg8967.t1	Em0016g273a
OG0006285	jg5956.t1	Em0011g142a
OG0006286	jg2616.t1	Em0013g811a
OG0006291	jg13814.t1	Em0015g469a, Em0015g465a
OG0006294	jg14130.t1, jg13095.t1	Em0012g914a
OG0006295	jg13097.t1, jg14132.t1	Em0012g902a
OG0006299	jg30178.t1, jg29480.t1	Em0013g227a
OG0006301	jg13096.t2, jg13096.t1, jg14131.t1	Em0012g915a
OG0006302	jg20267.t1	Em0014g781a, Em0014g770a
OG0006304	jg20565.t1	Em0008g846a
OG0006311	jg24877.t1	Em0020g729a, Em0020g784a
OG0006312	jg17791.t1, jg28985.t1	Em0022g293a
OG0006314	jg11469.t1	Em0002g579a, Em0008g235a, Em0006g685a
OG0006316	jg11649.t1	Em0010g259a
OG0006320	jg25600.t1, jg15480.t1	Em0001g1708a
OG0006321	jg4705.t1	Em0007g251a
OG0006328	jg11312.t1, jg30217.t1	Em0011g12a
OG0006329	jg28500.t1	Em0019g769a
OG0006330	jg11314.t1, jg30220.t1	Em0011g20a
OG0006331	jg14936.t1	Em0011g107a, Em0011g90a
OG0006332	jg28495.t1	Em0019g751a
OG0006335	jg23884.t1, jg16475.t1	Em0001g1177a
OG0006336	jg20846.t1	Em0023g20a
OG0006337	jg11646.t1, jg11644.t1	Em0010g936a
OG0006339	jg14714.t1	Em0011g360a
OG0006340	jg3260.t1	Em0022g666a
OG0006341	jg7214.t1	Em0022g302a
OG0006342	jg14428.t1	Em0015g1184a
OG0006343	jg29459.t1	Em0020g1073a, Em0020g1078a
OG0006347	jg10065.t1	Em0001g424a
OG0006348	jg29460.t1	Em0020g950a
OG0006351	jg1891.t1	Em0018g976a, Em0508g8a
OG0006352	jg273.t1, jg27990.t1	Em0019g283a
OG0006353	jg26878.t1, jg24159.t1	Em0019g581a
OG0006354	jg28202.t1	Em0013g312a
OG0006355	jg1894.t1	Em0018g979a, Em0508g5a
OG0006357	jg684.t1, jg16120.t1	Em0010g169a
OG0006359	jg12188.t1	Em0021g584a
OG0006360	jg22465.t1	Em0023g357a
OG0006361	jg3755.t1	Em0023g786a
OG0006365	jg3219.t1	Em0022g283a
OG0006368	jg27939.t1	Em0012g387a, Em0448g2a
OG0006369	jg13068.t1, jg14103.t1	Em0012g837a
OG0006371	jg9825.t1	Em0007g26a, Em0007g15a
OG0006372	jg9827.t1	Em0007g31a
OG0006373	jg8757.t1, jg11724.t1	Em0011g1069a
OG0006374	jg6794.t1	Em0011g871a
OG0006376	jg3511.t1	Em0011g645a
OG0006377	jg21721.t1, jg9824.t1	Em0007g38a
OG0006379	jg6792.t1	Em0011g964a
OG0006380	jg6788.t1	Em0016g1101a, Em0016g1083a
OG0006385	jg11257.t1, jg11257.t2	Em0017g19a
OG0006386	jg14706.t1, jg16132.t1	Em0011g361a
OG0006387	jg3412.t1	Em0008g413a
OG0006388	jg18527.t1	Em0023g545a, Em0023g547a
OG0006391	jg2680.t1	Em0013g645a, Em0013g622a
OG0006392	jg12206.t1	Em0021g984a
OG0006393	jg11006.t1	Em0002g1803a
