Orthogroup	Niphates_augustus.hints.aa	Human_UP000005640_9606
OG0005190	jg2377.t1, jg27583.t1	sp|Q12907|LMAN2_HUMAN, sp|Q9H0V9|LMA2L_HUMAN
OG0005191	jg2384.t2, jg2384.t1	sp|Q9UGP5|DPOLL_HUMAN
OG0005192	jg18013.t1	sp|Q9UN36|NDRG2_HUMAN, sp|Q92597|NDRG1_HUMAN, sp|Q9UGV2|NDRG3_HUMAN, sp|Q9ULP0|NDRG4_HUMAN
OG0005193	jg13056.t1, jg14092.t1	sp|Q7Z3C6|ATG9A_HUMAN
OG0005194	jg14087.t1, jg13051.t1	sp|Q9H3S7|PTN23_HUMAN
OG0005195	jg12704.t1	sp|Q7L8J4|3BP5L_HUMAN, sp|O60239|3BP5_HUMAN
OG0005196	jg29659.t1	sp|Q96GE4|CEP95_HUMAN
OG0005197	jg24784.t1, jg9045.t1, jg24784.t2, jg9045.t2	sp|Q96QE5|TEFM_HUMAN
OG0005198	jg3643.t1	sp|Q6ZS86|GLPK5_HUMAN
OG0005200	jg10754.t1, jg10755.t1	sp|Q8NDA8|MROH1_HUMAN
OG0005201	jg28585.t1	sp|Q5HYI7|MTX3_HUMAN, sp|Q13505|MTX1_HUMAN
OG0005202	jg28596.t1	sp|Q96GD4|AURKB_HUMAN
OG0005203	jg2293.t1, jg2291.t1, jg2292.t1	sp|P51580|TPMT_HUMAN
OG0005204	jg2637.t1	sp|Q9BU20|CPLN2_HUMAN
OG0005205	jg13716.t1	sp|O95336|6PGL_HUMAN
OG0005206	jg13697.t1	sp|O95292|VAPB_HUMAN, sp|Q9P0L0|VAPA_HUMAN
OG0005208	jg14091.t1, jg13055.t1	sp|Q9GZY4|COA1_HUMAN
OG0005209	jg2691.t1	sp|Q9UID3|VPS51_HUMAN
OG0005210	jg10778.t1	sp|Q9BY10|TSCOT_HUMAN, sp|Q7Z3Q1|S46A3_HUMAN, sp|Q96NT5|PCFT_HUMAN
OG0005211	jg10783.t1	sp|Q96N19|G137A_HUMAN, sp|Q8N3F9|G137C_HUMAN, sp|O60478|G137B_HUMAN
OG0005212	jg2383.t1	sp|P04181|OAT_HUMAN
OG0005213	jg27931.t1	sp|Q8NFU7|TET1_HUMAN, sp|Q6N021|TET2_HUMAN, sp|O43151|TET3_HUMAN
OG0005216	jg29514.t1	sp|O43670|ZN207_HUMAN
OG0005217	jg10756.t1	sp|P54252|ATX3_HUMAN, sp|Q9H3M9|ATX3L_HUMAN
OG0005218	jg18053.t1	sp|Q96DB5|RMD1_HUMAN
OG0005219	jg13713.t1	sp|O95363|SYFM_HUMAN
OG0005221	jg13390.t1	sp|Q96MM7|H6ST2_HUMAN, sp|O60243|H6ST1_HUMAN, sp|Q8IZP7|H6ST3_HUMAN
OG0005222	jg6027.t1, jg396.t1	sp|Q9UHR5|S30BP_HUMAN
OG0005223	jg6030.t1	sp|Q9GZZ9|UBA5_HUMAN
OG0005224	jg20593.t1	sp|P63241|IF5A1_HUMAN, sp|Q6IS14|IF5AL_HUMAN, sp|Q9GZV4|IF5A2_HUMAN
OG0005225	jg20722.t1	sp|Q9Y6D5|BIG2_HUMAN, sp|Q9Y6D6|BIG1_HUMAN
OG0005226	jg10837.t1	sp|Q6ZNB7|ALKMO_HUMAN
OG0005227	jg11153.t1	sp|Q9UPU7|TBD2B_HUMAN, sp|Q9BYX2|TBD2A_HUMAN
OG0005228	jg20796.t3, jg20796.t2, jg20796.t1	sp|P12270|TPR_HUMAN
OG0005229	jg6029.t1	sp|Q8IZW8|TENS4_HUMAN, sp|Q9HBL0|TENS1_HUMAN, sp|Q68CZ2|TENS3_HUMAN, sp|Q63HR2|TNS2_HUMAN
OG0005230	jg14490.t1	sp|P39880|CUX1_HUMAN, sp|O14529|CUX2_HUMAN
OG0005231	jg14484.t1	sp|O75385|ULK1_HUMAN, sp|Q8IYT8|ULK2_HUMAN
OG0005232	jg25178.t1	sp|Q6ZMD2|SPNS3_HUMAN, sp|Q9H2V7|SPNS1_HUMAN, sp|Q8IVW8|SPNS2_HUMAN
OG0005233	jg2746.t1	sp|Q8NFC6|BD1L1_HUMAN, sp|Q96IK1|BOD1_HUMAN, sp|Q8IYS8|BD1L2_HUMAN
OG0005234	jg3788.t1	sp|Q86XR8|CEP57_HUMAN, sp|Q8IYX8|CE57L_HUMAN
OG0005235	jg11037.t1	sp|Q8N448|LNX2_HUMAN, sp|Q8TBB1|LNX1_HUMAN
OG0005236	jg11026.t1	sp|O14495|PLPP3_HUMAN, sp|O14494|PLPP1_HUMAN, sp|O43688|PLPP2_HUMAN
OG0005237	jg23265.t1, jg23260.t1, jg23260.t2	sp|Q5TIA1|MEI1_HUMAN
OG0005238	jg14347.t1	sp|Q9HAP2|MLXIP_HUMAN, sp|Q9NP71|MLXPL_HUMAN
OG0005239	jg17087.t1	sp|Q96A54|PAQR1_HUMAN, sp|Q86V24|PAQR2_HUMAN
OG0005240	jg14444.t1	sp|P25098|ARBK1_HUMAN, sp|P35626|ARBK2_HUMAN
OG0005241	jg14353.t1	sp|Q92560|BAP1_HUMAN
OG0005242	jg14491.t1	sp|Q9UQQ2|SH2B3_HUMAN, sp|O14492|SH2B2_HUMAN, sp|Q9NRF2|SH2B1_HUMAN
OG0005243	jg6024.t1	sp|P06730|IF4E_HUMAN, sp|A6NMX2|I4E1B_HUMAN
OG0005244	jg10853.t1, jg10850.t1, jg10847.t1	sp|Q9H2I8|LRMDA_HUMAN
OG0005245	jg13795.t1	sp|Q969N2|PIGT_HUMAN
OG0005246	jg14365.t1	sp|Q96LL9|DJC30_HUMAN
OG0005247	jg25165.t1	sp|Q14012|KCC1A_HUMAN, sp|Q8IU85|KCC1D_HUMAN
OG0005248	jg3803.t1	sp|Q9P1Y5|CAMP3_HUMAN, sp|Q08AD1|CAMP2_HUMAN, sp|Q5T5Y3|CAMP1_HUMAN
OG0005249	jg18502.t1	sp|Q1HG44|DOXA2_HUMAN, sp|Q1HG43|DOXA1_HUMAN
OG0005250	jg10844.t1, jg10845.t1	sp|P30838|AL3A1_HUMAN, sp|P51648|AL3A2_HUMAN
OG0005251	jg10071.t1, jg10069.t1	sp|O75891|AL1L1_HUMAN, sp|Q3SY69|AL1L2_HUMAN
OG0005252	jg1606.t3, jg1606.t2, jg1606.t1	sp|Q9NXG2|THUM1_HUMAN
OG0005253	jg13791.t1	sp|O43147|SGSM2_HUMAN, sp|Q2NKQ1|SGSM1_HUMAN
OG0005254	jg18110.t1	sp|Q9H5X1|CIA2A_HUMAN
OG0005254	jg1590.t1	sp|Q9Y3D0|CIA2B_HUMAN
OG0005255	jg13368.t1, jg27758.t1, jg27756.t1	sp|O60337|MARH6_HUMAN
OG0005256	jg9051.t1, jg12598.t1	sp|Q9BVL4|SELO_HUMAN
OG0005257	jg28069.t1	sp|Q14919|NC2A_HUMAN
OG0005258	jg28109.t1, jg17619.t1, jg28111.t1	sp|Q9NQ30|ESM1_HUMAN
OG0005259	jg3633.t1, jg9109.t1, jg21976.t1	sp|Q96N23|CFA54_HUMAN
OG0005260	jg10062.t2, jg10062.t1	sp|Q9ULK2|AT7L1_HUMAN, sp|O15265|ATX7_HUMAN, sp|Q5T6C5|AT7L2_HUMAN
OG0005261	jg28193.t1	sp|Q99547|MPH6_HUMAN
OG0005262	jg26491.t1, jg26492.t1	sp|O95382|M3K6_HUMAN, sp|Q99683|M3K5_HUMAN, sp|Q6ZN16|M3K15_HUMAN
OG0005263	jg2644.t1	sp|Q8NC60|NOA1_HUMAN
OG0005264	jg16806.t1, jg16805.t1	sp|Q9UL03|INT6_HUMAN, sp|Q5JSJ4|INT6L_HUMAN
OG0005265	jg24179.t1, jg5932.t1, jg25787.t1	sp|P12004|PCNA_HUMAN
OG0005266	jg3693.t1	sp|Q8TEB9|RHBL4_HUMAN
OG0005267	jg3055.t1, jg25551.t1, jg4091.t1	sp|Q8NEB9|PK3C3_HUMAN
OG0005268	jg28070.t1	sp|Q96G97|BSCL2_HUMAN
OG0005270	jg15904.t1, jg13480.t1, jg30305.t1	sp|Q96QK1|VPS35_HUMAN
OG0005271	jg28185.t1	sp|O14818|PSA7_HUMAN, sp|Q8TAA3|PSMA8_HUMAN
OG0005272	jg2436.t1	sp|Q9BZ23|PANK2_HUMAN, sp|Q9H999|PANK3_HUMAN, sp|Q8TE04|PANK1_HUMAN
OG0005273	jg2371.t1	sp|Q9H267|VP33B_HUMAN
OG0005274	jg28194.t1	sp|Q6YI46|TMM64_HUMAN
OG0005275	jg2735.t1	sp|O94804|STK10_HUMAN, sp|Q9H2G2|SLK_HUMAN
OG0005276	jg2642.t1	sp|O00567|NOP56_HUMAN
OG0005277	jg13343.t1, jg13346.t1	sp|Q9NR09|BIRC6_HUMAN
OG0005278	jg24180.t1, jg5931.t1, jg25788.t1	sp|P43686|PRS6B_HUMAN
OG0005279	jg9099.t1	sp|Q9NX63|MIC19_HUMAN, sp|Q9BRQ6|MIC25_HUMAN
OG0005280	jg28108.t1	sp|Q92623|TTC9A_HUMAN, sp|Q8N6N2|TTC9B_HUMAN, sp|Q8N5M4|TTC9C_HUMAN
OG0005281	jg7185.t1	sp|O95466|FMNL1_HUMAN, sp|Q96PY5|FMNL2_HUMAN, sp|Q8IVF7|FMNL3_HUMAN
OG0005282	jg13333.t1, jg13333.t2	sp|Q9P003|CNIH4_HUMAN
OG0005283	jg7151.t1	sp|Q8TEW0|PARD3_HUMAN, sp|Q8TEW8|PAR3L_HUMAN
OG0005284	jg19578.t1, jg6449.t1	sp|O60701|UGDH_HUMAN
OG0005285	jg28187.t1	sp|Q8N9A8|NEPR1_HUMAN
OG0005286	jg7142.t1	sp|Q8IW41|MAPK5_HUMAN
OG0005287	jg25953.t1	sp|P21549|SPYA_HUMAN
OG0005289	jg8533.t1	sp|Q16611|BAK_HUMAN
OG0005290	jg24177.t1, jg25785.t1, jg5934.t1	sp|P62847|RS24_HUMAN
OG0005291	jg29141.t1	sp|Q96MV8|ZDH15_HUMAN, sp|Q5W0Z9|ZDH20_HUMAN, sp|Q9UIJ5|ZDHC2_HUMAN
OG0005292	jg11912.t1, jg25782.t1	sp|P49448|DHE4_HUMAN, sp|P00367|DHE3_HUMAN
OG0005293	jg7153.t1	sp|Q9UEE5|ST17A_HUMAN, sp|O94768|ST17B_HUMAN
OG0005294	jg12907.t1, jg1283.t1, jg12908.t1, jg1283.t2	sp|Q8IZD0|SAM14_HUMAN
OG0005295	jg8370.t1	sp|Q13098|CSN1_HUMAN
OG0005296	jg8379.t1	sp|Q14689|DIP2A_HUMAN, sp|Q9Y2E4|DIP2C_HUMAN, sp|Q9P265|DIP2B_HUMAN
OG0005297	jg19586.t1, jg6459.t2, jg6459.t1	sp|O00142|KITM_HUMAN
OG0005298	jg4753.t2, jg4753.t1	sp|Q13952|NFYC_HUMAN
OG0005299	jg25950.t1	sp|Q9HCE6|ARGAL_HUMAN, sp|O15013|ARHGA_HUMAN
OG0005300	jg13347.t1	sp|Q6ZMW3|EMAL6_HUMAN, sp|Q05BV3|EMAL5_HUMAN
OG0005301	jg8314.t1	sp|Q8IUE0|TF2LY_HUMAN, sp|Q8IUE1|TF2LX_HUMAN, sp|Q9GZN2|TGIF2_HUMAN, sp|Q15583|TGIF1_HUMAN
OG0005302	jg8317.t1, jg8312.t1	sp|P00439|PH4H_HUMAN
OG0005303	jg7223.t1, jg7225.t1, jg29163.t1	sp|Q86XL3|ANKL2_HUMAN
OG0005304	jg8510.t1	sp|Q93063|EXT2_HUMAN, sp|Q92935|EXTL1_HUMAN
OG0005305	jg28107.t1	sp|O43708|MAAI_HUMAN
OG0005306	jg8645.t1, jg1219.t1	sp|O95372|LYPA2_HUMAN, sp|O75608|LYPA1_HUMAN
OG0005307	jg6462.t1, jg19589.t1, jg19589.t2	sp|Q9H1D9|RPC6_HUMAN
OG0005308	jg8659.t2, jg1228.t1, jg8659.t1	sp|Q9BPU9|B9D2_HUMAN
OG0005309	jg8319.t1, jg8319.t2	sp|Q4VC39|HIG2B_HUMAN, sp|Q9BW72|HIG2A_HUMAN
OG0005310	jg27201.t1	sp|Q9Y2U5|M3K2_HUMAN, sp|Q99759|M3K3_HUMAN
OG0005312	jg15891.t1	sp|Q96B70|LENG9_HUMAN
OG0005313	jg7052.t1	sp|Q9UJJ9|GNPTG_HUMAN
OG0005314	jg820.t1, jg7259.t1, jg30261.t1	sp|P54136|SYRC_HUMAN
OG0005315	jg249.t1, jg4035.t1	sp|Q9BSE2|TMM79_HUMAN
OG0005316	jg1303.t1, jg12927.t1	sp|Q13283|G3BP1_HUMAN, sp|Q9UN86|G3BP2_HUMAN
OG0005317	jg3691.t1	sp|P10523|ARRS_HUMAN, sp|P49407|ARRB1_HUMAN, sp|P32121|ARRB2_HUMAN
OG0005318	jg6887.t1	sp|Q9NZI8|IF2B1_HUMAN, sp|O00425|IF2B3_HUMAN, sp|Q9Y6M1|IF2B2_HUMAN
OG0005319	jg2323.t1	sp|P61158|ARP3_HUMAN, sp|Q9P1U1|ARP3B_HUMAN
OG0005320	jg8405.t1	sp|Q9H7X0|NAA60_HUMAN
OG0005322	jg2522.t1	sp|Q969W1|ZDH16_HUMAN
OG0005323	jg15785.t1	sp|Q8N5F7|NKAP_HUMAN, sp|Q5M9Q1|NKAPL_HUMAN
OG0005324	jg15137.t1, jg4133.t1	sp|Q9BUR4|TCAB1_HUMAN
OG0005325	jg2626.t1	sp|Q8NHV4|NEDD1_HUMAN
OG0005327	jg7051.t2, jg7051.t1	sp|Q2TBE0|C19L2_HUMAN
OG0005328	jg8318.t1	sp|Q9UI47|CTNA3_HUMAN, sp|P35221|CTNA1_HUMAN, sp|P26232|CTNA2_HUMAN
OG0005329	jg1310.t1, jg12933.t1	sp|Q9UQ80|PA2G4_HUMAN
OG0005330	jg28809.t1	sp|Q86WH2|RASF3_HUMAN, sp|Q9NS23|RASF1_HUMAN, sp|Q8WWW0|RASF5_HUMAN
OG0005331	jg6018.t1, jg1478.t1, jg27766.t1	sp|Q9UKB3|DJC12_HUMAN
OG0005332	jg12194.t1	sp|Q8TBM7|TM254_HUMAN
OG0005333	jg2601.t1	sp|Q6NUI2|GPAT2_HUMAN, sp|Q9HCL2|GPAT1_HUMAN
OG0005334	jg19409.t1, jg19412.t1, jg19411.t1	sp|Q92900|RENT1_HUMAN
OG0005335	jg7183.t1	sp|O15144|ARPC2_HUMAN
OG0005336	jg6902.t1	sp|Q7Z736|PKHH3_HUMAN, sp|Q9HD67|MYO10_HUMAN
OG0005337	jg15792.t1	sp|Q9Y5K3|PCY1B_HUMAN, sp|P49585|PCY1A_HUMAN
OG0005338	jg12154.t2, jg12154.t1	sp|O95619|YETS4_HUMAN
OG0005339	jg2517.t1	sp|Q09328|MGT5A_HUMAN, sp|Q3V5L5|MGT5B_HUMAN, sp|Q96EE4|CC126_HUMAN
OG0005340	jg20104.t1, jg19012.t1, jg20104.t2, jg19012.t2	sp|O75648|MTU1_HUMAN
OG0005341	jg18890.t1	sp|Q86X60|FA72B_HUMAN, sp|H0Y354|FA72C_HUMAN, sp|Q6L9T8|FA72D_HUMAN, sp|Q5TYM5|FA72A_HUMAN
OG0005342	jg20514.t1, jg7892.t1	sp|Q9UBJ2|ABCD2_HUMAN, sp|P33897|ABCD1_HUMAN
OG0005343	jg18946.t1	sp|Q07507|DERM_HUMAN
OG0005344	jg18843.t1	sp|P42357|HUTH_HUMAN
OG0005347	jg29781.t1, jg29783.t1	sp|P33316|DUT_HUMAN
OG0005348	jg29442.t1	sp|Q53H64|AK40L_HUMAN, sp|Q6AI12|ANR40_HUMAN
OG0005350	jg18855.t1, jg18859.t1	sp|Q86W33|TPRA1_HUMAN
OG0005351	jg18349.t1	sp|Q14558|KPRA_HUMAN, sp|O60256|KPRB_HUMAN
OG0005352	jg18932.t1	sp|Q99956|DUS9_HUMAN, sp|Q16829|DUS7_HUMAN, sp|Q16828|DUS6_HUMAN
OG0005353	jg16720.t1, jg20916.t1, jg29548.t1	sp|Q9Y535|RPC8_HUMAN
OG0005354	jg7197.t1	sp|Q14722|KCAB1_HUMAN, sp|O43448|KCAB3_HUMAN, sp|Q13303|KCAB2_HUMAN
OG0005355	jg18841.t1	sp|A4D0S4|LAMB4_HUMAN, sp|P55268|LAMB2_HUMAN, sp|P07942|LAMB1_HUMAN
OG0005356	jg19145.t1	sp|P51149|RAB7A_HUMAN
OG0005358	jg29443.t1, jg29443.t2	sp|Q9UBX3|DIC_HUMAN
OG0005359	jg18954.t1	sp|Q86YB7|ECHD2_HUMAN
OG0005360	jg6694.t1, jg22313.t1	sp|Q6UXN9|WDR82_HUMAN
OG0005361	jg6970.t1	sp|O15084|ANR28_HUMAN, sp|Q8NB46|ANR52_HUMAN, sp|Q8N8A2|ANR44_HUMAN
OG0005362	jg27050.t1, jg27899.t1, jg27048.t1	sp|Q15311|RBP1_HUMAN
OG0005363	jg29595.t1	sp|O43149|ZZEF1_HUMAN
OG0005364	jg23001.t1, jg23002.t1, jg23003.t1	sp|Q9Y2M2|SSUH2_HUMAN
OG0005365	jg10879.t1, jg10878.t1, jg27117.t1	sp|Q9UHG3|PCYOX_HUMAN, sp|Q8NBM8|PCYXL_HUMAN
OG0005366	jg18602.t1, jg18599.t1	sp|O43934|MFS11_HUMAN
OG0005367	jg29857.t1	sp|Q9NZ52|GGA3_HUMAN, sp|Q9UJY5|GGA1_HUMAN, sp|Q9UJY4|GGA2_HUMAN
OG0005368	jg29772.t1	sp|P51965|UB2E1_HUMAN, sp|Q96LR5|UB2E2_HUMAN, sp|Q969T4|UB2E3_HUMAN
OG0005370	jg3734.t1	sp|Q14188|TFDP2_HUMAN, sp|Q14186|TFDP1_HUMAN, sp|Q5H9I0|TFDP3_HUMAN
OG0005371	jg7175.t1	sp|Q8NFU3|TSTD1_HUMAN, sp|H0UI37|TSTD3_HUMAN
OG0005373	jg6920.t1	sp|P28799|GRN_HUMAN
OG0005374	jg6936.t1	sp|Q9NZN3|EHD3_HUMAN, sp|Q9H4M9|EHD1_HUMAN
OG0005375	jg23013.t1	sp|Q13445|TMED1_HUMAN, sp|Q9Y3A6|TMED5_HUMAN
OG0005376	jg23008.t1, jg23008.t2	sp|O15460|P4HA2_HUMAN, sp|P13674|P4HA1_HUMAN
OG0005377	jg18080.t1	sp|P36959|GMPR1_HUMAN, sp|Q9P2T1|GMPR2_HUMAN
OG0005378	jg23116.t1	sp|P61086|UBE2K_HUMAN
OG0005378	jg11154.t1	sp|Q2M2I8|AAK1_HUMAN
OG0005379	jg18067.t1	sp|Q8ND25|ZNRF1_HUMAN, sp|Q8NHG8|ZNRF2_HUMAN
OG0005382	jg10801.t1	sp|Q15648|MED1_HUMAN
OG0005383	jg25111.t1	sp|Q15645|PCH2_HUMAN, sp|Q8IZU8|DSEL_HUMAN, sp|Q9UL01|DSE_HUMAN
OG0005384	jg29779.t1	sp|P09104|ENOG_HUMAN, sp|P13929|ENOB_HUMAN, sp|P06733|ENOA_HUMAN
OG0005385	jg23648.t1	sp|A8MWE9|EFCB8_HUMAN, sp|Q8IV35|WDR49_HUMAN
OG0005386	jg7558.t1, jg4651.t1	sp|Q9NPE2|NGRN_HUMAN
OG0005387	jg4655.t1, jg7554.t1	sp|Q9UHA3|RLP24_HUMAN
OG0005388	jg3675.t1, jg43.t1, jg20411.t1	sp|Q9UHW5|GPN3_HUMAN
OG0005389	jg29761.t1	sp|Q6ZS72|PEAK3_HUMAN, sp|Q86YV5|PRAG1_HUMAN, sp|Q9H792|PEAK1_HUMAN
OG0005390	jg23080.t1	sp|Q9BX66|SRBS1_HUMAN, sp|O60504|VINEX_HUMAN, sp|O94875|SRBS2_HUMAN
OG0005391	jg7200.t1	sp|Q9NUK0|MBNL3_HUMAN, sp|Q5VZF2|MBNL2_HUMAN, sp|Q9NR56|MBNL1_HUMAN
OG0005393	jg25108.t1	sp|Q96DV4|RM38_HUMAN
OG0005395	jg6680.t1, jg22299.t1	sp|Q96P70|IPO9_HUMAN
OG0005396	jg22315.t1, jg6696.t1	sp|O95568|MET18_HUMAN
OG0005398	jg23327.t1, jg16940.t2, jg16940.t1	sp|Q9HC21|TPC_HUMAN
OG0005399	jg20944.t1, jg10300.t1	sp|Q9Y6I3|EPN1_HUMAN, sp|O95208|EPN2_HUMAN
OG0005400	jg7568.t1, jg15996.t1, jg3477.t1	sp|Q92546|RGP1_HUMAN
OG0005401	jg4650.t1, jg7559.t1	sp|Q9NWY4|HPF1_HUMAN, sp|A8MVJ9|HPF1L_HUMAN
OG0005403	jg18096.t1	sp|P29218|IMPA1_HUMAN, sp|O14732|IMPA2_HUMAN
OG0005404	jg28607.t1	sp|P61225|RAP2B_HUMAN, sp|Q9Y3L5|RAP2C_HUMAN, sp|P10114|RAP2A_HUMAN
OG0005405	jg11273.t1, jg24458.t1	sp|P21283|VATC1_HUMAN, sp|Q8NEY4|VATC2_HUMAN
OG0005406	jg18749.t1	sp|Q01130|SRSF2_HUMAN, sp|Q9BRL6|SRSF8_HUMAN
OG0005407	jg11167.t1	sp|P48454|PP2BC_HUMAN, sp|Q08209|PP2BA_HUMAN, sp|P16298|PP2BB_HUMAN
OG0005509	jg11304.t1, jg30210.t1	sp|Q52LJ0|FA98B_HUMAN, sp|Q8NCA5|FA98A_HUMAN, sp|Q17RN3|FA98C_HUMAN
OG0005517	jg2773.t1	sp|Q8WU08|ST32A_HUMAN, sp|Q86UX6|ST32C_HUMAN, sp|Q9NY57|ST32B_HUMAN
OG0005523	jg19210.t1, jg19210.t2	sp|O95461|LARG1_HUMAN, sp|Q8N3Y3|LARG2_HUMAN
OG0005525	jg19207.t1, jg19208.t1	sp|Q8NE62|CHDH_HUMAN
OG0005728	jg20245.t1	sp|Q7Z4G4|TRM11_HUMAN
OG0005734	jg8295.t1	sp|Q8TBC4|UBA3_HUMAN
OG0005737	jg7046.t1	sp|Q6V0I7|FAT4_HUMAN
OG0005738	jg7184.t1	sp|Q6NUM9|RETST_HUMAN
OG0005740	jg14758.t1	sp|Q92889|XPF_HUMAN
OG0005743	jg27968.t1	sp|Q7L592|NDUF7_HUMAN
OG0005744	jg20619.t1	sp|Q9ULP9|TBC24_HUMAN
OG0005749	jg12535.t1	sp|P48444|COPD_HUMAN
OG0005751	jg28011.t1	sp|Q9H1A4|APC1_HUMAN
OG0005752	jg8824.t1	sp|Q92665|RT31_HUMAN
OG0005757	jg20778.t1	sp|Q9NTJ3|SMC4_HUMAN
OG0005762	jg18139.t1	sp|Q6ZN54|DEFI8_HUMAN
OG0005763	jg27142.t1, jg4418.t1	sp|Q8WVJ2|NUDC2_HUMAN
OG0005767	jg2413.t1	sp|Q8N3P4|VPS8_HUMAN
OG0005768	jg13377.t1	sp|O75417|DPOLQ_HUMAN
OG0005769	jg6837.t1	sp|Q8WWF8|CAPSL_HUMAN
OG0005770	jg3726.t1	sp|Q9Y388|RBMX2_HUMAN
OG0005771	jg10971.t1	sp|Q9H6R6|ZDHC6_HUMAN
OG0005773	jg26859.t1	sp|Q9NQS7|INCE_HUMAN
OG0005774	jg3537.t1	sp|Q9UPU5|UBP24_HUMAN
OG0005775	jg4640.t1	sp|Q9Y592|CEP83_HUMAN
OG0005779	jg3585.t1	sp|P49441|INPP_HUMAN
OG0005789	jg11229.t1	sp|Q9UPQ8|DOLK_HUMAN
OG0005797	jg17377.t1, jg20584.t1	sp|Q9BRA0|LSMD1_HUMAN
OG0005800	jg18967.t1	sp|Q6ZVT6|CF20D_HUMAN
OG0005802	jg1899.t1	sp|Q9NS87|KIF15_HUMAN
OG0005803	jg22460.t1	sp|Q8NEN0|ARMC2_HUMAN
OG0005804	jg11050.t1	sp|Q6NZ67|MZT2B_HUMAN, sp|Q6P582|MZT2A_HUMAN
OG0005811	jg16843.t1	sp|Q9HCI7|MSL2_HUMAN
OG0005815	jg17366.t1	sp|P33991|MCM4_HUMAN
OG0005816	jg20549.t1	sp|Q9BSK2|S2533_HUMAN, sp|Q96CQ1|S2536_HUMAN
OG0005817	jg29572.t1	sp|P22695|QCR2_HUMAN
OG0005820	jg20709.t1	sp|Q9C0D9|EPT1_HUMAN
OG0005821	jg28344.t1	sp|Q3ZCQ8|TIM50_HUMAN
OG0005822	jg6312.t1	sp|Q8TEK3|DOT1L_HUMAN
OG0005825	jg11710.t1, jg26748.t1	sp|Q9NWU5|RM22_HUMAN
OG0005826	jg12773.t1	sp|Q6IEG0|SNR48_HUMAN
OG0005828	jg20587.t1	sp|Q8N766|EMC1_HUMAN
OG0005829	jg12393.t1	sp|Q9NXC2|GFOD1_HUMAN, sp|Q3B7J2|GFOD2_HUMAN
OG0005832	jg29680.t1	sp|Q9HBR0|S38AA_HUMAN
OG0005833	jg4581.t1, jg246.t1	sp|Q8WWB5|PIHD2_HUMAN
OG0005841	jg29142.t1	sp|Q9ULC4|MCTS1_HUMAN, tr|A0A3B3IRV3|A0A3B3IRV3_HUMAN
OG0005849	jg10991.t1	sp|Q53T59|H1BP3_HUMAN
OG0005850	jg11669.t1	sp|O75143|ATG13_HUMAN
OG0005854	jg29011.t1	sp|Q6ZNB6|NFXL1_HUMAN
OG0005856	jg13850.t1	sp|P32780|TF2H1_HUMAN
OG0005859	jg2760.t1	sp|Q3B7T1|EDRF1_HUMAN
OG0005862	jg18886.t1	sp|Q86WS4|CL040_HUMAN
OG0005864	jg7117.t1	sp|Q9NZ42|PEN2_HUMAN
OG0005865	jg12783.t1	sp|Q9P0U4|CXXC1_HUMAN
OG0005866	jg15811.t1	sp|Q9BY08|EBPL_HUMAN
OG0005867	jg2325.t1	sp|P55786|PSA_HUMAN
OG0005868	jg19217.t1	sp|Q9H2H8|PPIL3_HUMAN
OG0005872	jg1926.t1	sp|Q16609|LPAL2_HUMAN
OG0005882	jg3120.t1, jg30544.t1	sp|Q9H2G9|GO45_HUMAN
OG0005886	jg4344.t1	sp|Q96RU2|UBP28_HUMAN, sp|Q9UHP3|UBP25_HUMAN
OG0005890	jg29763.t1	sp|O60925|PFD1_HUMAN
OG0005892	jg2349.t1	sp|A6NNW6|ENO4_HUMAN
OG0005895	jg18522.t1	sp|Q96A49|SYAP1_HUMAN
OG0005896	jg15860.t1	sp|Q9BRQ4|CF300_HUMAN
OG0005902	jg14614.t1	sp|O94967|WDR47_HUMAN
OG0005908	jg12311.t1	sp|Q9P0I2|EMC3_HUMAN
OG0005910	jg11601.t1	sp|Q8NBP5|MFSD9_HUMAN
OG0005912	jg12518.t1	sp|Q9NVH2|INT7_HUMAN
OG0005913	jg9002.t1	sp|Q96SN8|CK5P2_HUMAN
OG0005915	jg6932.t1	sp|Q13439|GOGA4_HUMAN
OG0005918	jg17938.t1	sp|Q9Y2Z2|MTO1_HUMAN
OG0005922	jg18969.t1	sp|Q8N878|FRMD1_HUMAN, sp|Q96NE9|FRMD6_HUMAN
OG0005923	jg20586.t1	sp|Q99720|SGMR1_HUMAN
OG0005924	jg12509.t1	sp|P10746|HEM4_HUMAN
OG0005930	jg4496.t1	sp|P56282|DPOE2_HUMAN
OG0005932	jg18438.t1	sp|Q9UGP8|SEC63_HUMAN
OG0005943	jg13835.t1	sp|Q53FA7|QORX_HUMAN
OG0005946	jg25424.t1, jg9625.t1	sp|Q9UJ41|RABX5_HUMAN
OG0005947	jg6363.t1	sp|Q8TB45|DPTOR_HUMAN
OG0005951	jg9000.t1	sp|Q8IYB7|DI3L2_HUMAN
OG0005953	jg1942.t1	sp|P61970|NTF2_HUMAN
OG0005957	jg8246.t1	sp|Q9Y6N9|USH1C_HUMAN
OG0005959	jg21644.t1	sp|Q14C86|GAPD1_HUMAN
OG0005962	jg8929.t1	sp|Q9H3K2|GHITM_HUMAN
OG0005964	jg11652.t1	sp|Q68CL5|TPGS2_HUMAN
OG0005968	jg3376.t1	sp|Q8N157|AHI1_HUMAN
