Orthogroup	Niphates_augustus.hints.aa	Amphimedon_UP000007879_400682
OG0009141	jg24246.t1	tr|A0A1X7U7K1|A0A1X7U7K1_AMPQE, tr|A0A1X7U8U0|A0A1X7U8U0_AMPQE
OG0009142	jg542.t1, jg541.t1, jg16518.t1	tr|A0A1X7U7K3|A0A1X7U7K3_AMPQE
OG0009143	jg29735.t1	tr|A0A1X7U7P6|A0A1X7U7P6_AMPQE
OG0009144	jg20534.t1	tr|A0A1X7U7Q2|A0A1X7U7Q2_AMPQE
OG0009145	jg29746.t1	tr|A0A1X7U7Q7|A0A1X7U7Q7_AMPQE
OG0009146	jg11629.t1	tr|A0A1X7U7T9|A0A1X7U7T9_AMPQE
OG0009147	jg11635.t1	tr|A0A1X7U7U4|A0A1X7U7U4_AMPQE
OG0009148	jg27575.t1, jg11773.t1, jg27573.t1	tr|A0A1X7U7V4|A0A1X7U7V4_AMPQE
OG0009149	jg23781.t1	tr|A0A1X7U7W0|A0A1X7U7W0_AMPQE
OG0009150	jg8207.t1	tr|A0A1X7U7Y4|A0A1X7U7Y4_AMPQE
OG0009151	jg6089.t1, jg8227.t1	tr|A0A1X7U807|A0A1X7U807_AMPQE
OG0009152	jg13023.t1, jg23322.t1, jg11392.t1	tr|A0A1X7U825|A0A1X7U825_AMPQE
OG0009153	jg7667.t1	tr|A0A1X7U827|A0A1X7U827_AMPQE
OG0009154	jg29726.t1	tr|A0A1X7U848|A0A1X7U848_AMPQE
OG0009155	jg25725.t1	tr|A0A1X7U850|A0A1X7U850_AMPQE
OG0009156	jg29733.t1	tr|A0A1X7U852|A0A1X7U852_AMPQE
OG0009157	jg25710.t1	tr|A0A1X7U854|A0A1X7U854_AMPQE
OG0009158	jg29738.t1	tr|A0A1X7U857|A0A1X7U857_AMPQE
OG0009159	jg4360.t1	tr|A0A1X7U865|A0A1X7U865_AMPQE
OG0009160	jg4560.t1	tr|A0A1X7U870|A0A1X7U870_AMPQE
OG0009161	jg25605.t1	tr|A0A1X7UFP6|A0A1X7UFP6_AMPQE, tr|A0A1X7U889|A0A1X7U889_AMPQE, tr|A0A1X7UPT6|A0A1X7UPT6_AMPQE
OG0009162	jg24713.t1	tr|A0A1X7U897|A0A1X7U897_AMPQE, tr|A0A1X7UTL3|A0A1X7UTL3_AMPQE, tr|A0A1X7VHG5|A0A1X7VHG5_AMPQE
OG0009163	jg8208.t1	tr|A0A1X7U8E9|A0A1X7U8E9_AMPQE
OG0009164	jg23769.t1	tr|A0A1X7U8F1|A0A1X7U8F1_AMPQE
OG0009165	jg23778.t1	tr|A0A1X7U8G0|A0A1X7U8G0_AMPQE
OG0009166	jg29736.t1	tr|A0A1X7U8H2|A0A1X7U8H2_AMPQE
OG0009167	jg29747.t1	tr|A0A1X7U8I3|A0A1X7U8I3_AMPQE
OG0009168	jg17992.t1	tr|A0A1X7U8I7|A0A1X7U8I7_AMPQE
OG0009169	jg8210.t1	tr|A0A1X7U8J0|A0A1X7U8J0_AMPQE
OG0009170	jg14260.t1, jg16512.t1	tr|A0A1X7U8K7|A0A1X7U8K7_AMPQE, tr|A0A1X7UH38|A0A1X7UH38_AMPQE
OG0009171	jg1386.t1, jg9544.t1	tr|A0A1X7U8N4|A0A1X7U8N4_AMPQE
OG0009172	jg638.t2	tr|A0A1X7VCB3|A0A1X7VCB3_AMPQE, tr|A0A1X7V2A2|A0A1X7V2A2_AMPQE, tr|A0A1X7U8Q3|A0A1X7U8Q3_AMPQE
OG0009173	jg29219.t1	tr|A0A1X7U8T2|A0A1X7U8T2_AMPQE
OG0009174	jg23669.t1	tr|A0A1X7U8W1|A0A1X7U8W1_AMPQE, tr|A0A1X7V831|A0A1X7V831_AMPQE
OG0009175	jg29725.t1	tr|A0A1X7U8X5|A0A1X7U8X5_AMPQE
OG0009176	jg29737.t1	tr|A0A1X7U8Y7|A0A1X7U8Y7_AMPQE
OG0009177	jg29742.t1	tr|A0A1X7U8Z2|A0A1X7U8Z2_AMPQE
OG0009178	jg17995.t1	tr|A0A1X7U918|A0A1X7U918_AMPQE
OG0009179	jg29734.t1	tr|A0A1X7U921|A0A1X7U921_AMPQE
OG0009180	jg18000.t1	tr|A0A1X7U924|A0A1X7U924_AMPQE
OG0009181	jg29739.t1	tr|A0A1X7U926|A0A1X7U926_AMPQE
OG0009182	jg8130.t1	tr|A0A1X7U942|A0A1X7U942_AMPQE
OG0009183	jg11569.t1	tr|A0A1X7U978|A0A1X7U978_AMPQE
OG0009184	jg8794.t1	tr|A0A1X7U9C5|A0A1X7U9C5_AMPQE
OG0009185	jg8133.t1, jg25077.t1	tr|A0A1X7U9E8|A0A1X7U9E8_AMPQE
OG0009186	jg14008.t1, jg9258.t1, jg7629.t1	tr|A0A1X7U9V0|A0A1X7U9V0_AMPQE
OG0009187	jg17996.t1	tr|A0A1X7U9X3|A0A1X7U9X3_AMPQE
OG0009188	jg8949.t1	tr|A0A1X7UA39|A0A1X7UA39_AMPQE
OG0009189	jg23050.t1, jg23049.t1	tr|A0A1X7UA56|A0A1X7UA56_AMPQE
OG0009190	jg20529.t1, jg23376.t1	tr|A0A1X7UA57|A0A1X7UA57_AMPQE
OG0009191	jg28312.t1	tr|A0A1X7UA94|A0A1X7UA94_AMPQE
OG0009192	jg28321.t1	tr|A0A1X7UAA4|A0A1X7UAA4_AMPQE
OG0009193	jg309.t1, jg30061.t1	tr|A0A1X7VDC2|A0A1X7VDC2_AMPQE, tr|A0A1X7UAF2|A0A1X7UAF2_AMPQE
OG0009194	jg8470.t1, jg8470.t2	tr|A0A1X7UAH5|A0A1X7UAH5_AMPQE
OG0009196	jg28325.t1, jg28324.t1	tr|A0A1X7UAU9|A0A1X7UAU9_AMPQE
OG0009197	jg17239.t1, jg5706.t1, jg21868.t1	tr|A0A1X7UB08|A0A1X7UB08_AMPQE
OG0009199	jg8468.t1	tr|A0A1X7UB19|A0A1X7UB19_AMPQE
OG0009200	jg18694.t1	tr|A0A1X7UB23|A0A1X7UB23_AMPQE
OG0009201	jg8472.t1	tr|A0A1X7UB24|A0A1X7UB24_AMPQE
OG0009202	jg2979.t1	tr|A0A1X7UB44|A0A1X7UB44_AMPQE
OG0009202	jg724.t1	tr|A0A1X7URC9|A0A1X7URC9_AMPQE
OG0009203	jg28322.t1	tr|A0A1X7UB46|A0A1X7UB46_AMPQE
OG0009204	jg28326.t1	tr|A0A1X7UBQ2|A0A1X7UBQ2_AMPQE, tr|A0A1X7UB51|A0A1X7UB51_AMPQE
OG0009205	jg6311.t1	tr|A0A1X7UB53|A0A1X7UB53_AMPQE
OG0009206	jg16033.t1	tr|A0A1X7UB76|A0A1X7UB76_AMPQE
OG0009207	jg995.t1	tr|A0A1X7UBR8|A0A1X7UBR8_AMPQE, tr|A0A1X7UB92|A0A1X7UB92_AMPQE
OG0009208	jg13026.t1	tr|A0A1X7UTI5|A0A1X7UTI5_AMPQE
OG0009208	jg17286.t1	tr|A0A1X7UBB7|A0A1X7UBB7_AMPQE
OG0009209	jg21789.t1	tr|A0A1X7UBE0|A0A1X7UBE0_AMPQE, tr|A0A1X7UR12|A0A1X7UR12_AMPQE, tr|A0A1X7VC85|A0A1X7VC85_AMPQE
OG0009210	jg3527.t2, jg3527.t1	tr|A0A1X7UBI5|A0A1X7UBI5_AMPQE
OG0009211	jg17556.t1	tr|A0A1X7UBK1|A0A1X7UBK1_AMPQE
OG0009212	jg3520.t1	tr|A0A1X7UBK3|A0A1X7UBK3_AMPQE
OG0009213	jg28328.t1	tr|A0A1X7UBM4|A0A1X7UBM4_AMPQE
OG0009214	jg28331.t1	tr|A0A1X7UBM9|A0A1X7UBM9_AMPQE
OG0009215	jg16473.t1, jg9189.t1	tr|A0A1X7UBN6|A0A1X7UBN6_AMPQE
OG0009216	jg28320.t1	tr|A0A1X7UBP7|A0A1X7UBP7_AMPQE
OG0009217	jg28332.t1	tr|A0A1X7UBR2|A0A1X7UBR2_AMPQE
OG0009218	jg5993.t1	tr|A0A1X7UBR4|A0A1X7UBR4_AMPQE
OG0009219	jg996.t1	tr|A0A1X7UBS3|A0A1X7UBS3_AMPQE
OG0009220	jg6005.t1	tr|A0A1X7UBS9|A0A1X7UBS9_AMPQE
OG0009221	jg11307.t1, jg30213.t1	tr|A0A1X7UBU7|A0A1X7UBU7_AMPQE
OG0009222	jg12695.t1	tr|A0A1X7UBV5|A0A1X7UBV5_AMPQE
OG0009222	jg12820.t1	tr|A0A1X7V1Q3|A0A1X7V1Q3_AMPQE
OG0009223	jg6066.t1, jg1403.t1	tr|A0A1X7UBW1|A0A1X7UBW1_AMPQE
OG0009224	jg12655.t1	tr|A0A1X7UBX2|A0A1X7UBX2_AMPQE
OG0009225	jg12660.t1	tr|A0A1X7UBX7|A0A1X7UBX7_AMPQE
OG0009226	jg12671.t1	tr|A0A1X7UBY5|A0A1X7UBY5_AMPQE
OG0009228	jg17550.t1	tr|A0A1X7UC05|A0A1X7UC05_AMPQE
OG0009229	jg3530.t1	tr|A0A1X7UC27|A0A1X7UC27_AMPQE
OG0009230	jg7870.t1	tr|A0A1X7UC36|A0A1X7UC36_AMPQE, tr|A0A1X7VAX7|A0A1X7VAX7_AMPQE, tr|A0A1X7VHN6|A0A1X7VHN6_AMPQE
OG0009231	jg5310.t1, jg25854.t1, jg26380.t1	tr|A0A1X7UC46|A0A1X7UC46_AMPQE
OG0009232	jg22909.t1, jg23921.t1, jg351.t1	tr|A0A1X7UC51|A0A1X7UC51_AMPQE
OG0009233	jg17645.t1, jg16308.t1, jg846.t1	tr|A0A1X7UC64|A0A1X7UC64_AMPQE
OG0009234	jg948.t1, jg947.t1	tr|A0A1X7UC70|A0A1X7UC70_AMPQE
OG0009235	jg5999.t1	tr|A0A1X7UC90|A0A1X7UC90_AMPQE
OG0009236	jg29081.t1	tr|A0A1X7UCA8|A0A1X7UCA8_AMPQE
OG0009237	jg7027.t1	tr|A0A1X7UIM4|A0A1X7UIM4_AMPQE
OG0009237	jg11683.t1	tr|A0A1X7UCB0|A0A1X7UCB0_AMPQE
OG0009238	jg30211.t1, jg11305.t1	tr|A0A1X7UCB7|A0A1X7UCB7_AMPQE
OG0009239	jg9589.t2	tr|A0A1X7UCF6|A0A1X7UCF6_AMPQE
OG0009240	jg5995.t1	tr|A0A1X7UCK8|A0A1X7UCK8_AMPQE
OG0009243	jg12625.t1	tr|A0A1X7UCT1|A0A1X7UCT1_AMPQE
OG0009244	jg29083.t1	tr|A0A1X7UCT7|A0A1X7UCT7_AMPQE
OG0009245	jg29068.t1	tr|A0A1X7UCV2|A0A1X7UCV2_AMPQE
OG0009246	jg2121.t2, jg3340.t1, jg17308.t1	tr|A0A1X7UD16|A0A1X7UD16_AMPQE
OG0009247	jg1876.t1	tr|A0A1X7UD38|A0A1X7UD38_AMPQE
OG0009248	jg570.t1, jg6000.t1	tr|A0A1X7UD46|A0A1X7UD46_AMPQE
OG0009249	jg8350.t1	tr|A0A1X7UD49|A0A1X7UD49_AMPQE
OG0009250	jg12623.t1	tr|A0A1X7UD50|A0A1X7UD50_AMPQE
OG0009251	jg6004.t1	tr|A0A1X7UD51|A0A1X7UD51_AMPQE
OG0009253	jg8341.t1	tr|A0A1X7UD64|A0A1X7UD64_AMPQE
OG0009254	jg25279.t1	tr|A0A1X7UD67|A0A1X7UD67_AMPQE
OG0009256	jg18617.t1	tr|A0A1X7UDB1|A0A1X7UDB1_AMPQE
OG0009257	jg26430.t1, jg23175.t1	tr|A0A1X7UDE2|A0A1X7UDE2_AMPQE
OG0009258	jg1875.t1	tr|A0A1X7UDJ5|A0A1X7UDJ5_AMPQE
OG0009259	jg12624.t1	tr|A0A1X7UDK4|A0A1X7UDK4_AMPQE
OG0009260	jg12626.t1	tr|A0A1X7UDM5|A0A1X7UDM5_AMPQE
OG0009261	jg20892.t1, jg24091.t1	tr|A0A1X7UDM7|A0A1X7UDM7_AMPQE
OG0009262	jg29082.t1	tr|A0A1X7UDN0|A0A1X7UDN0_AMPQE
OG0009263	jg29005.t1	tr|A0A1X7UDN5|A0A1X7UDN5_AMPQE
OG0009264	jg29059.t1	tr|A0A1X7UDP0|A0A1X7UDP0_AMPQE
OG0009265	jg29060.t1	tr|A0A1X7UDP9|A0A1X7UDP9_AMPQE
OG0009266	jg29057.t1	tr|A0A1X7UDQ8|A0A1X7UDQ8_AMPQE
OG0009267	jg8421.t1	tr|A0A1X7UDT5|A0A1X7UDT5_AMPQE
OG0009268	jg8353.t1	tr|A0A1X7UDX9|A0A1X7UDX9_AMPQE
OG0009269	jg7277.t1, jg3930.t1, jg23895.t1	tr|A0A1X7UDZ1|A0A1X7UDZ1_AMPQE
OG0009270	jg8337.t1	tr|A0A1X7UDZ9|A0A1X7UDZ9_AMPQE
OG0009271	jg13825.t1	tr|A0A1X7UE16|A0A1X7UE16_AMPQE
OG0009272	jg11705.t1	tr|A0A1X7UE42|A0A1X7UE42_AMPQE
OG0009273	jg23236.t1	tr|A0A1X7UE65|A0A1X7UE65_AMPQE
OG0009274	jg8418.t1	tr|A0A1X7UEC9|A0A1X7UEC9_AMPQE
OG0009275	jg28993.t1	tr|A0A1X7UEG3|A0A1X7UEG3_AMPQE
OG0009276	jg26928.t1, jg833.t1, jg9406.t1	tr|A0A1X7UEH1|A0A1X7UEH1_AMPQE
OG0009277	jg25659.t1, jg3175.t1	tr|A0A1X7UEI2|A0A1X7UEI2_AMPQE
OG0009278	jg18059.t1	tr|A0A1X7UEJ4|A0A1X7UEJ4_AMPQE, tr|A0A1X7UJD3|A0A1X7UJD3_AMPQE, tr|A0A1X7UIQ7|A0A1X7UIQ7_AMPQE
OG0009279	jg14608.t1	tr|A0A1X7UEQ3|A0A1X7UEQ3_AMPQE
OG0009280	jg8525.t1	tr|A0A1X7UES8|A0A1X7UES8_AMPQE
OG0009281	jg11687.t1	tr|A0A1X7UEW6|A0A1X7UEW6_AMPQE
OG0009282	jg8010.t1, jg26663.t1	tr|A0A1X7UEW8|A0A1X7UEW8_AMPQE
OG0009283	jg15564.t1, jg16213.t1	tr|A0A1X7UEY0|A0A1X7UEY0_AMPQE
OG0009284	jg25337.t1	tr|A0A1X7VRX6|A0A1X7VRX6_AMPQE, tr|A0A1X7UF04|A0A1X7UF04_AMPQE, tr|A0A1X7VY44|A0A1X7VY44_AMPQE
OG0009285	jg4367.t1	tr|A0A1X7UF06|A0A1X7UF06_AMPQE
OG0009286	jg18615.t1	tr|A0A1X7UF18|A0A1X7UF18_AMPQE
OG0009287	jg14165.t1	tr|A0A1X7VHD9|A0A1X7VHD9_AMPQE, tr|A0A1X7UF33|A0A1X7UF33_AMPQE, tr|A0A1X7VHS2|A0A1X7VHS2_AMPQE
OG0009288	jg14607.t1	tr|A0A1X7UF34|A0A1X7UF34_AMPQE
OG0009289	jg8419.t1	tr|A0A1X7UF59|A0A1X7UF59_AMPQE
OG0009290	jg25781.t1, jg24171.t1	tr|A0A1X7UF66|A0A1X7UF66_AMPQE, tr|A0A1X7VPG7|A0A1X7VPG7_AMPQE
OG0009291	jg8534.t1	tr|A0A1X7UF72|A0A1X7UF72_AMPQE
OG0009292	jg8521.t1	tr|A0A1X7UF76|A0A1X7UF76_AMPQE
OG0009293	jg8529.t1	tr|A0A1X7UF81|A0A1X7UF81_AMPQE
OG0009294	jg8422.t1	tr|A0A1X7UF86|A0A1X7UF86_AMPQE
OG0009295	jg8417.t1	tr|A0A1X7UF89|A0A1X7UF89_AMPQE
OG0009296	jg8005.t1, jg26658.t1	tr|A0A1X7UF93|A0A1X7UF93_AMPQE
OG0009297	jg3168.t1, jg25652.t1	tr|A0A1X7UFD4|A0A1X7UFD4_AMPQE
OG0009298	jg7249.t1	tr|A0A1X7UFE7|A0A1X7UFE7_AMPQE
OG0009299	jg27443.t1, jg27444.t1, jg27445.t1	tr|A0A1X7UFE9|A0A1X7UFE9_AMPQE
OG0009300	jg14329.t1	tr|A0A1X7UFG6|A0A1X7UFG6_AMPQE
OG0009301	jg12141.t1	tr|A0A1X7UFI5|A0A1X7UFI5_AMPQE
OG0009302	jg14605.t1	tr|A0A1X7UFK6|A0A1X7UFK6_AMPQE
OG0009303	jg21814.t1, jg23960.t1	tr|A0A1X7UFM9|A0A1X7UFM9_AMPQE, tr|A0A1X7VHZ3|A0A1X7VHZ3_AMPQE
OG0009304	jg26659.t1, jg8006.t1	tr|A0A1X7UFQ8|A0A1X7UFQ8_AMPQE
OG0009305	jg12145.t1	tr|A0A1X7UG11|A0A1X7UG11_AMPQE
OG0009306	jg1112.t1	tr|A0A1X7UG37|A0A1X7UG37_AMPQE
OG0009307	jg18284.t1, jg16124.t1	tr|A0A1X7UG55|A0A1X7UG55_AMPQE
OG0009308	jg8463.t1	tr|A0A1X7UG61|A0A1X7UG61_AMPQE
OG0009309	jg19274.t1	tr|A0A1X7UG80|A0A1X7UG80_AMPQE
OG0009310	jg14261.t1, jg16511.t1	tr|A0A1X7UG89|A0A1X7UG89_AMPQE
OG0009311	jg8438.t1	tr|A0A1X7UGA5|A0A1X7UGA5_AMPQE
OG0009312	jg19215.t1	tr|A0A1X7UGB7|A0A1X7UGB7_AMPQE
OG0009313	jg19122.t1, jg19122.t3, jg19122.t2	tr|A0A1X7UGC2|A0A1X7UGC2_AMPQE
OG0009314	jg19188.t1	tr|A0A1X7UGC7|A0A1X7UGC7_AMPQE
OG0009315	jg12382.t1	tr|A0A1X7UGH5|A0A1X7UGH5_AMPQE
OG0009316	jg12346.t1	tr|A0A1X7UGJ6|A0A1X7UGJ6_AMPQE
OG0009317	jg5888.t1, jg8253.t1	tr|A0A1X7UGM7|A0A1X7UGM7_AMPQE
OG0009318	jg15114.t1, jg13775.t1	tr|A0A1X7UGN8|A0A1X7UGN8_AMPQE
OG0009319	jg8460.t1	tr|A0A1X7UGQ2|A0A1X7UGQ2_AMPQE
OG0009320	jg8456.t1	tr|A0A1X7UGQ7|A0A1X7UGQ7_AMPQE
OG0009321	jg19300.t1	tr|A0A1X7UGT2|A0A1X7UGT2_AMPQE
OG0009322	jg20669.t1	tr|A0A1X7UGZ3|A0A1X7UGZ3_AMPQE
OG0009323	jg20861.t1	tr|A0A1X7UH03|A0A1X7UH03_AMPQE
OG0009324	jg9857.t1	tr|A0A1X7UH30|A0A1X7UH30_AMPQE
OG0009325	jg8458.t1	tr|A0A1X7UH33|A0A1X7UH33_AMPQE
OG0009326	jg24573.t1	tr|A0A1X7UH48|A0A1X7UH48_AMPQE
OG0009327	jg25820.t1, jg1028.t1	tr|A0A1X7UH55|A0A1X7UH55_AMPQE
OG0009328	jg19302.t1	tr|A0A1X7UH58|A0A1X7UH58_AMPQE
OG0009329	jg12420.t1	tr|A0A1X7UH70|A0A1X7UH70_AMPQE
OG0009331	jg4718.t1	tr|A0A1X7UH81|A0A1X7UH81_AMPQE
OG0009332	jg7029.t1	tr|A0A1X7UH88|A0A1X7UH88_AMPQE
OG0009333	jg7018.t1	tr|A0A1X7UH98|A0A1X7UH98_AMPQE
OG0009334	jg7014.t1	tr|A0A1X7UHA3|A0A1X7UHA3_AMPQE
OG0009335	jg19421.t1	tr|A0A1X7UHB3|A0A1X7UHB3_AMPQE
OG0009337	jg25290.t1, jg23192.t1, jg23199.t1	tr|A0A1X7UHC5|A0A1X7UHC5_AMPQE
OG0009338	jg12379.t1	tr|A0A1X7UHD1|A0A1X7UHD1_AMPQE
OG0009339	jg14497.t1	tr|A0A1X7UHD3|A0A1X7UHD3_AMPQE
OG0009340	jg12383.t1	tr|A0A1X7UHD6|A0A1X7UHD6_AMPQE
OG0009341	jg14520.t1	tr|A0A1X7UHE3|A0A1X7UHE3_AMPQE
OG0009342	jg14525.t1	tr|A0A1X7UHE8|A0A1X7UHE8_AMPQE
OG0009343	jg14511.t1	tr|A0A1X7UHF4|A0A1X7UHF4_AMPQE
OG0009344	jg7163.t1	tr|A0A1X7UHF9|A0A1X7UHF9_AMPQE
OG0009345	jg25943.t1	tr|A0A1X7UHH8|A0A1X7UHH8_AMPQE
OG0009346	jg20833.t1	tr|A0A1X7UHJ7|A0A1X7UHJ7_AMPQE
OG0009347	jg20829.t1	tr|A0A1X7UHK2|A0A1X7UHK2_AMPQE
OG0009348	jg6845.t1	tr|A0A1X7UHK4|A0A1X7UHK4_AMPQE
OG0009349	jg16783.t1	tr|A0A1X7VSL4|A0A1X7VSL4_AMPQE, tr|A0A1X7UHK9|A0A1X7UHK9_AMPQE
OG0009350	jg8461.t1	tr|A0A1X7UHL4|A0A1X7UHL4_AMPQE
OG0009351	jg13451.t1, jg19350.t1	tr|A0A1X7UHL5|A0A1X7UHL5_AMPQE
OG0009352	jg19273.t1	tr|A0A1X7UHM1|A0A1X7UHM1_AMPQE
OG0009353	jg11699.t1	tr|A0A1X7UHM2|A0A1X7UHM2_AMPQE
OG0009354	jg23213.t1	tr|A0A1X7UHN0|A0A1X7UHN0_AMPQE
OG0009355	jg19310.t1	tr|A0A1X7UHN4|A0A1X7UHN4_AMPQE
OG0009356	jg19299.t1	tr|A0A1X7UHN7|A0A1X7UHN7_AMPQE
OG0009358	jg9875.t1	tr|A0A1X7UHP1|A0A1X7UHP1_AMPQE
OG0009359	jg9883.t1	tr|A0A1X7UHP6|A0A1X7UHP6_AMPQE
OG0009360	jg3547.t1	tr|A0A1X7UHS6|A0A1X7UHS6_AMPQE
OG0009361	jg20665.t1	tr|A0A1X7UHU1|A0A1X7UHU1_AMPQE
OG0009362	jg19420.t1	tr|A0A1X7UHV2|A0A1X7UHV2_AMPQE
OG0009363	jg20826.t1	tr|A0A1X7UHW4|A0A1X7UHW4_AMPQE
OG0009364	jg25975.t1	tr|A0A1X7UHX1|A0A1X7UHX1_AMPQE
OG0009365	jg12386.t1	tr|A0A1X7UHX4|A0A1X7UHX4_AMPQE
OG0009366	jg12348.t1	tr|A0A1X7UHZ0|A0A1X7UHZ0_AMPQE
OG0009367	jg12345.t1	tr|A0A1X7UHZ2|A0A1X7UHZ2_AMPQE
OG0009368	jg9877.t1	tr|A0A1X7UHZ9|A0A1X7UHZ9_AMPQE
OG0009369	jg9881.t1	tr|A0A1X7UI03|A0A1X7UI03_AMPQE
OG0009370	jg19292.t1	tr|A0A1X7VVF0|A0A1X7VVF0_AMPQE, tr|A0A1X7UI16|A0A1X7UI16_AMPQE
OG0009371	jg12419.t1	tr|A0A1X7UI26|A0A1X7UI26_AMPQE
OG0009372	jg12418.t1	tr|A0A1X7UI28|A0A1X7UI28_AMPQE
OG0009373	jg12415.t1	tr|A0A1X7UI33|A0A1X7UI33_AMPQE
OG0009374	jg7013.t1	tr|A0A1X7UI51|A0A1X7UI51_AMPQE
OG0009375	jg14496.t1	tr|A0A1X7UI79|A0A1X7UI79_AMPQE
OG0009376	jg14518.t1	tr|A0A1X7UI89|A0A1X7UI89_AMPQE
OG0009377	jg14524.t1	tr|A0A1X7UI93|A0A1X7UI93_AMPQE
OG0009378	jg14521.t1	tr|A0A1X7UI96|A0A1X7UI96_AMPQE
OG0009379	jg20668.t1	tr|A0A1X7UID1|A0A1X7UID1_AMPQE
OG0009380	jg20832.t1	tr|A0A1X7UIE3|A0A1X7UIE3_AMPQE
OG0009381	jg25973.t1	tr|A0A1X7UIF6|A0A1X7UIF6_AMPQE
OG0009382	jg9859.t1	tr|A0A1X7UIH4|A0A1X7UIH4_AMPQE
OG0009383	jg9868.t1	tr|A0A1X7UII1|A0A1X7UII1_AMPQE
OG0009384	jg9874.t1	tr|A0A1X7UII4|A0A1X7UII4_AMPQE
OG0009385	jg9873.t1, jg9871.t1	tr|A0A1X7UIJ0|A0A1X7UIJ0_AMPQE
OG0009386	jg6231.t1	tr|A0A1X7UIJ8|A0A1X7UIJ8_AMPQE
OG0009387	jg9882.t1	tr|A0A1X7UIJ9|A0A1X7UIJ9_AMPQE
OG0009388	jg6222.t1	tr|A0A1X7UIK6|A0A1X7UIK6_AMPQE
OG0009389	jg7036.t1	tr|A0A1X7UIM2|A0A1X7UIM2_AMPQE
OG0009390	jg3548.t1	tr|A0A1X7UIM5|A0A1X7UIM5_AMPQE
OG0009391	jg7017.t1	tr|A0A1X7UIP1|A0A1X7UIP1_AMPQE
OG0009392	jg4337.t1	tr|A0A1X7UIP6|A0A1X7UIP6_AMPQE, tr|A0A1X7UQ88|A0A1X7UQ88_AMPQE
OG0009393	jg13683.t1	tr|A0A1X7UIP9|A0A1X7UIP9_AMPQE
OG0009394	jg15757.t1	tr|A0A1X7UIQ5|A0A1X7UIQ5_AMPQE
OG0009395	jg2966.t1, jg24518.t1, jg3351.t1	tr|A0A1X7UIV4|A0A1X7UIV4_AMPQE
OG0009396	jg23212.t1	tr|A0A1X7UJ20|A0A1X7UJ20_AMPQE
OG0009397	jg3546.t1	tr|A0A1X7UJ58|A0A1X7UJ58_AMPQE
OG0009398	jg3549.t1	tr|A0A1X7UJ62|A0A1X7UJ62_AMPQE
OG0009399	jg6229.t1	tr|A0A1X7UJ63|A0A1X7UJ63_AMPQE
OG0009400	jg19475.t1, jg21700.t1, jg4387.t1	tr|A0A1X7UJ89|A0A1X7UJ89_AMPQE
OG0009401	jg5622.t1, jg5408.t1, jg24951.t1	tr|A0A1X7UJA1|A0A1X7UJA1_AMPQE
OG0009402	jg5596.t3	tr|A0A1X7UJA9|A0A1X7UJA9_AMPQE, tr|A0A1X7VCN0|A0A1X7VCN0_AMPQE, tr|A0A1X7VFH7|A0A1X7VFH7_AMPQE
OG0009403	jg13689.t1	tr|A0A1X7UJB5|A0A1X7UJB5_AMPQE
OG0009404	jg29427.t1	tr|A0A1X7UJB7|A0A1X7UJB7_AMPQE
OG0009405	jg13678.t1	tr|A0A1X7UJC8|A0A1X7UJC8_AMPQE
OG0009406	jg7817.t1	tr|A0A1X7UZ80|A0A1X7UZ80_AMPQE, tr|A0A1X7UJC9|A0A1X7UJC9_AMPQE, tr|A0A1X7V5V8|A0A1X7V5V8_AMPQE
OG0009407	jg22584.t1, jg27345.t1	tr|A0A1X7UJD8|A0A1X7UJD8_AMPQE
OG0009408	jg6230.t1	tr|A0A1X7UJF6|A0A1X7UJF6_AMPQE
OG0009409	jg29453.t1	tr|A0A1X7UJG3|A0A1X7UJG3_AMPQE
OG0009410	jg29458.t1	tr|A0A1X7UJG8|A0A1X7UJG8_AMPQE
OG0009411	jg5358.t1	tr|A0A1X7UJI3|A0A1X7UJI3_AMPQE
OG0009413	jg23961.t1	tr|A0A1X7UJN0|A0A1X7UJN0_AMPQE, tr|A0A1X7UYF8|A0A1X7UYF8_AMPQE
OG0009414	jg16987.t1	tr|A0A1X7UJU1|A0A1X7UJU1_AMPQE
OG0009415	jg6232.t1	tr|A0A1X7UJW9|A0A1X7UJW9_AMPQE
OG0009416	jg6224.t1	tr|A0A1X7UJX9|A0A1X7UJX9_AMPQE
OG0009417	jg26814.t1, jg22491.t1, jg26786.t1	tr|A0A1X7UK07|A0A1X7UK07_AMPQE
OG0009418	jg29838.t1	tr|A0A1X7UK13|A0A1X7UK13_AMPQE
OG0009419	jg29834.t1	tr|A0A1X7UK17|A0A1X7UK17_AMPQE
OG0009420	jg6213.t1	tr|A0A1X7UK26|A0A1X7UK26_AMPQE
OG0009421	jg29456.t1	tr|A0A1X7UK41|A0A1X7UK41_AMPQE
OG0009422	jg7211.t1	tr|A0A1X7UK64|A0A1X7UK64_AMPQE
OG0009423	jg13682.t1	tr|A0A1X7UK80|A0A1X7UK80_AMPQE
OG0009424	jg9802.t1	tr|A0A1X7UKB3|A0A1X7UKB3_AMPQE
OG0009425	jg17776.t1	tr|A0A1X7UKC1|A0A1X7UKC1_AMPQE
OG0009426	jg29454.t1	tr|A0A1X7UKC7|A0A1X7UKC7_AMPQE
OG0009427	jg16988.t1	tr|A0A1X7UKG2|A0A1X7UKG2_AMPQE
