Orthogroup	Amphimedon_UP000007879_400682	Niphates_augustus.hints.aa
OG0009235	tr|A0A1X7UC90|A0A1X7UC90_AMPQE	jg5999.t1
OG0009236	tr|A0A1X7UCA8|A0A1X7UCA8_AMPQE	jg29081.t1
OG0009237	tr|A0A1X7UIM4|A0A1X7UIM4_AMPQE	jg7027.t1
OG0009237	tr|A0A1X7UCB0|A0A1X7UCB0_AMPQE	jg11683.t1
OG0009238	tr|A0A1X7UCB7|A0A1X7UCB7_AMPQE	jg30211.t1, jg11305.t1
OG0009239	tr|A0A1X7UCF6|A0A1X7UCF6_AMPQE	jg9589.t2
OG0009240	tr|A0A1X7UCK8|A0A1X7UCK8_AMPQE	jg5995.t1
OG0009243	tr|A0A1X7UCT1|A0A1X7UCT1_AMPQE	jg12625.t1
OG0009244	tr|A0A1X7UCT7|A0A1X7UCT7_AMPQE	jg29083.t1
OG0009245	tr|A0A1X7UCV2|A0A1X7UCV2_AMPQE	jg29068.t1
OG0009246	tr|A0A1X7UD16|A0A1X7UD16_AMPQE	jg2121.t2, jg3340.t1, jg17308.t1
OG0009247	tr|A0A1X7UD38|A0A1X7UD38_AMPQE	jg1876.t1
OG0009248	tr|A0A1X7UD46|A0A1X7UD46_AMPQE	jg570.t1, jg6000.t1
OG0009249	tr|A0A1X7UD49|A0A1X7UD49_AMPQE	jg8350.t1
OG0009250	tr|A0A1X7UD50|A0A1X7UD50_AMPQE	jg12623.t1
OG0009251	tr|A0A1X7UD51|A0A1X7UD51_AMPQE	jg6004.t1
OG0009253	tr|A0A1X7UD64|A0A1X7UD64_AMPQE	jg8341.t1
OG0009254	tr|A0A1X7UD67|A0A1X7UD67_AMPQE	jg25279.t1
OG0009256	tr|A0A1X7UDB1|A0A1X7UDB1_AMPQE	jg18617.t1
OG0009257	tr|A0A1X7UDE2|A0A1X7UDE2_AMPQE	jg26430.t1, jg23175.t1
OG0009258	tr|A0A1X7UDJ5|A0A1X7UDJ5_AMPQE	jg1875.t1
OG0009259	tr|A0A1X7UDK4|A0A1X7UDK4_AMPQE	jg12624.t1
OG0009260	tr|A0A1X7UDM5|A0A1X7UDM5_AMPQE	jg12626.t1
OG0009261	tr|A0A1X7UDM7|A0A1X7UDM7_AMPQE	jg20892.t1, jg24091.t1
OG0009262	tr|A0A1X7UDN0|A0A1X7UDN0_AMPQE	jg29082.t1
OG0009263	tr|A0A1X7UDN5|A0A1X7UDN5_AMPQE	jg29005.t1
OG0009264	tr|A0A1X7UDP0|A0A1X7UDP0_AMPQE	jg29059.t1
OG0009265	tr|A0A1X7UDP9|A0A1X7UDP9_AMPQE	jg29060.t1
OG0009266	tr|A0A1X7UDQ8|A0A1X7UDQ8_AMPQE	jg29057.t1
OG0009267	tr|A0A1X7UDT5|A0A1X7UDT5_AMPQE	jg8421.t1
OG0009268	tr|A0A1X7UDX9|A0A1X7UDX9_AMPQE	jg8353.t1
OG0009269	tr|A0A1X7UDZ1|A0A1X7UDZ1_AMPQE	jg7277.t1, jg3930.t1, jg23895.t1
OG0009270	tr|A0A1X7UDZ9|A0A1X7UDZ9_AMPQE	jg8337.t1
OG0009271	tr|A0A1X7UE16|A0A1X7UE16_AMPQE	jg13825.t1
OG0009272	tr|A0A1X7UE42|A0A1X7UE42_AMPQE	jg11705.t1
OG0009273	tr|A0A1X7UE65|A0A1X7UE65_AMPQE	jg23236.t1
OG0009274	tr|A0A1X7UEC9|A0A1X7UEC9_AMPQE	jg8418.t1
OG0009275	tr|A0A1X7UEG3|A0A1X7UEG3_AMPQE	jg28993.t1
OG0009276	tr|A0A1X7UEH1|A0A1X7UEH1_AMPQE	jg26928.t1, jg833.t1, jg9406.t1
OG0009277	tr|A0A1X7UEI2|A0A1X7UEI2_AMPQE	jg25659.t1, jg3175.t1
OG0009278	tr|A0A1X7UEJ4|A0A1X7UEJ4_AMPQE, tr|A0A1X7UJD3|A0A1X7UJD3_AMPQE, tr|A0A1X7UIQ7|A0A1X7UIQ7_AMPQE	jg18059.t1
OG0009279	tr|A0A1X7UEQ3|A0A1X7UEQ3_AMPQE	jg14608.t1
OG0009280	tr|A0A1X7UES8|A0A1X7UES8_AMPQE	jg8525.t1
OG0009281	tr|A0A1X7UEW6|A0A1X7UEW6_AMPQE	jg11687.t1
OG0009282	tr|A0A1X7UEW8|A0A1X7UEW8_AMPQE	jg8010.t1, jg26663.t1
OG0009283	tr|A0A1X7UEY0|A0A1X7UEY0_AMPQE	jg15564.t1, jg16213.t1
OG0009284	tr|A0A1X7VRX6|A0A1X7VRX6_AMPQE, tr|A0A1X7UF04|A0A1X7UF04_AMPQE, tr|A0A1X7VY44|A0A1X7VY44_AMPQE	jg25337.t1
OG0009285	tr|A0A1X7UF06|A0A1X7UF06_AMPQE	jg4367.t1
OG0009286	tr|A0A1X7UF18|A0A1X7UF18_AMPQE	jg18615.t1
OG0009287	tr|A0A1X7VHD9|A0A1X7VHD9_AMPQE, tr|A0A1X7UF33|A0A1X7UF33_AMPQE, tr|A0A1X7VHS2|A0A1X7VHS2_AMPQE	jg14165.t1
OG0009288	tr|A0A1X7UF34|A0A1X7UF34_AMPQE	jg14607.t1
OG0009289	tr|A0A1X7UF59|A0A1X7UF59_AMPQE	jg8419.t1
OG0009290	tr|A0A1X7UF66|A0A1X7UF66_AMPQE, tr|A0A1X7VPG7|A0A1X7VPG7_AMPQE	jg25781.t1, jg24171.t1
OG0009291	tr|A0A1X7UF72|A0A1X7UF72_AMPQE	jg8534.t1
OG0009292	tr|A0A1X7UF76|A0A1X7UF76_AMPQE	jg8521.t1
OG0009293	tr|A0A1X7UF81|A0A1X7UF81_AMPQE	jg8529.t1
OG0009294	tr|A0A1X7UF86|A0A1X7UF86_AMPQE	jg8422.t1
OG0009295	tr|A0A1X7UF89|A0A1X7UF89_AMPQE	jg8417.t1
OG0009296	tr|A0A1X7UF93|A0A1X7UF93_AMPQE	jg8005.t1, jg26658.t1
OG0009297	tr|A0A1X7UFD4|A0A1X7UFD4_AMPQE	jg3168.t1, jg25652.t1
OG0009298	tr|A0A1X7UFE7|A0A1X7UFE7_AMPQE	jg7249.t1
OG0009299	tr|A0A1X7UFE9|A0A1X7UFE9_AMPQE	jg27443.t1, jg27444.t1, jg27445.t1
OG0009300	tr|A0A1X7UFG6|A0A1X7UFG6_AMPQE	jg14329.t1
OG0009301	tr|A0A1X7UFI5|A0A1X7UFI5_AMPQE	jg12141.t1
OG0009302	tr|A0A1X7UFK6|A0A1X7UFK6_AMPQE	jg14605.t1
OG0009303	tr|A0A1X7UFM9|A0A1X7UFM9_AMPQE, tr|A0A1X7VHZ3|A0A1X7VHZ3_AMPQE	jg21814.t1, jg23960.t1
OG0009304	tr|A0A1X7UFQ8|A0A1X7UFQ8_AMPQE	jg26659.t1, jg8006.t1
OG0009305	tr|A0A1X7UG11|A0A1X7UG11_AMPQE	jg12145.t1
OG0009306	tr|A0A1X7UG37|A0A1X7UG37_AMPQE	jg1112.t1
OG0009307	tr|A0A1X7UG55|A0A1X7UG55_AMPQE	jg18284.t1, jg16124.t1
OG0009308	tr|A0A1X7UG61|A0A1X7UG61_AMPQE	jg8463.t1
OG0009309	tr|A0A1X7UG80|A0A1X7UG80_AMPQE	jg19274.t1
OG0009310	tr|A0A1X7UG89|A0A1X7UG89_AMPQE	jg14261.t1, jg16511.t1
OG0009311	tr|A0A1X7UGA5|A0A1X7UGA5_AMPQE	jg8438.t1
OG0009312	tr|A0A1X7UGB7|A0A1X7UGB7_AMPQE	jg19215.t1
OG0009313	tr|A0A1X7UGC2|A0A1X7UGC2_AMPQE	jg19122.t1, jg19122.t3, jg19122.t2
OG0009314	tr|A0A1X7UGC7|A0A1X7UGC7_AMPQE	jg19188.t1
OG0009315	tr|A0A1X7UGH5|A0A1X7UGH5_AMPQE	jg12382.t1
OG0009316	tr|A0A1X7UGJ6|A0A1X7UGJ6_AMPQE	jg12346.t1
OG0009317	tr|A0A1X7UGM7|A0A1X7UGM7_AMPQE	jg5888.t1, jg8253.t1
OG0009318	tr|A0A1X7UGN8|A0A1X7UGN8_AMPQE	jg15114.t1, jg13775.t1
OG0009319	tr|A0A1X7UGQ2|A0A1X7UGQ2_AMPQE	jg8460.t1
OG0009320	tr|A0A1X7UGQ7|A0A1X7UGQ7_AMPQE	jg8456.t1
OG0009321	tr|A0A1X7UGT2|A0A1X7UGT2_AMPQE	jg19300.t1
OG0009322	tr|A0A1X7UGZ3|A0A1X7UGZ3_AMPQE	jg20669.t1
OG0009323	tr|A0A1X7UH03|A0A1X7UH03_AMPQE	jg20861.t1
OG0009324	tr|A0A1X7UH30|A0A1X7UH30_AMPQE	jg9857.t1
OG0009325	tr|A0A1X7UH33|A0A1X7UH33_AMPQE	jg8458.t1
OG0009326	tr|A0A1X7UH48|A0A1X7UH48_AMPQE	jg24573.t1
OG0009327	tr|A0A1X7UH55|A0A1X7UH55_AMPQE	jg25820.t1, jg1028.t1
OG0009328	tr|A0A1X7UH58|A0A1X7UH58_AMPQE	jg19302.t1
OG0009329	tr|A0A1X7UH70|A0A1X7UH70_AMPQE	jg12420.t1
OG0009331	tr|A0A1X7UH81|A0A1X7UH81_AMPQE	jg4718.t1
OG0009332	tr|A0A1X7UH88|A0A1X7UH88_AMPQE	jg7029.t1
OG0009333	tr|A0A1X7UH98|A0A1X7UH98_AMPQE	jg7018.t1
OG0009334	tr|A0A1X7UHA3|A0A1X7UHA3_AMPQE	jg7014.t1
OG0009335	tr|A0A1X7UHB3|A0A1X7UHB3_AMPQE	jg19421.t1
OG0009337	tr|A0A1X7UHC5|A0A1X7UHC5_AMPQE	jg25290.t1, jg23192.t1, jg23199.t1
OG0009338	tr|A0A1X7UHD1|A0A1X7UHD1_AMPQE	jg12379.t1
OG0009339	tr|A0A1X7UHD3|A0A1X7UHD3_AMPQE	jg14497.t1
OG0009340	tr|A0A1X7UHD6|A0A1X7UHD6_AMPQE	jg12383.t1
OG0009341	tr|A0A1X7UHE3|A0A1X7UHE3_AMPQE	jg14520.t1
OG0009342	tr|A0A1X7UHE8|A0A1X7UHE8_AMPQE	jg14525.t1
OG0009343	tr|A0A1X7UHF4|A0A1X7UHF4_AMPQE	jg14511.t1
OG0009344	tr|A0A1X7UHF9|A0A1X7UHF9_AMPQE	jg7163.t1
OG0009345	tr|A0A1X7UHH8|A0A1X7UHH8_AMPQE	jg25943.t1
OG0009346	tr|A0A1X7UHJ7|A0A1X7UHJ7_AMPQE	jg20833.t1
OG0009347	tr|A0A1X7UHK2|A0A1X7UHK2_AMPQE	jg20829.t1
OG0009348	tr|A0A1X7UHK4|A0A1X7UHK4_AMPQE	jg6845.t1
OG0009349	tr|A0A1X7VSL4|A0A1X7VSL4_AMPQE, tr|A0A1X7UHK9|A0A1X7UHK9_AMPQE	jg16783.t1
OG0009350	tr|A0A1X7UHL4|A0A1X7UHL4_AMPQE	jg8461.t1
OG0009351	tr|A0A1X7UHL5|A0A1X7UHL5_AMPQE	jg13451.t1, jg19350.t1
OG0009352	tr|A0A1X7UHM1|A0A1X7UHM1_AMPQE	jg19273.t1
OG0009353	tr|A0A1X7UHM2|A0A1X7UHM2_AMPQE	jg11699.t1
OG0009354	tr|A0A1X7UHN0|A0A1X7UHN0_AMPQE	jg23213.t1
OG0009355	tr|A0A1X7UHN4|A0A1X7UHN4_AMPQE	jg19310.t1
OG0009356	tr|A0A1X7UHN7|A0A1X7UHN7_AMPQE	jg19299.t1
OG0009358	tr|A0A1X7UHP1|A0A1X7UHP1_AMPQE	jg9875.t1
OG0009359	tr|A0A1X7UHP6|A0A1X7UHP6_AMPQE	jg9883.t1
OG0009360	tr|A0A1X7UHS6|A0A1X7UHS6_AMPQE	jg3547.t1
OG0009361	tr|A0A1X7UHU1|A0A1X7UHU1_AMPQE	jg20665.t1
OG0009362	tr|A0A1X7UHV2|A0A1X7UHV2_AMPQE	jg19420.t1
OG0009363	tr|A0A1X7UHW4|A0A1X7UHW4_AMPQE	jg20826.t1
OG0009364	tr|A0A1X7UHX1|A0A1X7UHX1_AMPQE	jg25975.t1
OG0009365	tr|A0A1X7UHX4|A0A1X7UHX4_AMPQE	jg12386.t1
OG0009366	tr|A0A1X7UHZ0|A0A1X7UHZ0_AMPQE	jg12348.t1
OG0009367	tr|A0A1X7UHZ2|A0A1X7UHZ2_AMPQE	jg12345.t1
OG0009368	tr|A0A1X7UHZ9|A0A1X7UHZ9_AMPQE	jg9877.t1
OG0009369	tr|A0A1X7UI03|A0A1X7UI03_AMPQE	jg9881.t1
OG0009370	tr|A0A1X7VVF0|A0A1X7VVF0_AMPQE, tr|A0A1X7UI16|A0A1X7UI16_AMPQE	jg19292.t1
OG0009371	tr|A0A1X7UI26|A0A1X7UI26_AMPQE	jg12419.t1
OG0009372	tr|A0A1X7UI28|A0A1X7UI28_AMPQE	jg12418.t1
OG0009373	tr|A0A1X7UI33|A0A1X7UI33_AMPQE	jg12415.t1
OG0009374	tr|A0A1X7UI51|A0A1X7UI51_AMPQE	jg7013.t1
OG0009375	tr|A0A1X7UI79|A0A1X7UI79_AMPQE	jg14496.t1
OG0009376	tr|A0A1X7UI89|A0A1X7UI89_AMPQE	jg14518.t1
OG0009377	tr|A0A1X7UI93|A0A1X7UI93_AMPQE	jg14524.t1
OG0009378	tr|A0A1X7UI96|A0A1X7UI96_AMPQE	jg14521.t1
OG0009379	tr|A0A1X7UID1|A0A1X7UID1_AMPQE	jg20668.t1
OG0009380	tr|A0A1X7UIE3|A0A1X7UIE3_AMPQE	jg20832.t1
OG0009381	tr|A0A1X7UIF6|A0A1X7UIF6_AMPQE	jg25973.t1
OG0009382	tr|A0A1X7UIH4|A0A1X7UIH4_AMPQE	jg9859.t1
OG0009383	tr|A0A1X7UII1|A0A1X7UII1_AMPQE	jg9868.t1
OG0009384	tr|A0A1X7UII4|A0A1X7UII4_AMPQE	jg9874.t1
OG0009385	tr|A0A1X7UIJ0|A0A1X7UIJ0_AMPQE	jg9873.t1, jg9871.t1
OG0009386	tr|A0A1X7UIJ8|A0A1X7UIJ8_AMPQE	jg6231.t1
OG0009387	tr|A0A1X7UIJ9|A0A1X7UIJ9_AMPQE	jg9882.t1
OG0009388	tr|A0A1X7UIK6|A0A1X7UIK6_AMPQE	jg6222.t1
OG0009389	tr|A0A1X7UIM2|A0A1X7UIM2_AMPQE	jg7036.t1
OG0009390	tr|A0A1X7UIM5|A0A1X7UIM5_AMPQE	jg3548.t1
OG0009391	tr|A0A1X7UIP1|A0A1X7UIP1_AMPQE	jg7017.t1
OG0009392	tr|A0A1X7UIP6|A0A1X7UIP6_AMPQE, tr|A0A1X7UQ88|A0A1X7UQ88_AMPQE	jg4337.t1
OG0009393	tr|A0A1X7UIP9|A0A1X7UIP9_AMPQE	jg13683.t1
OG0009394	tr|A0A1X7UIQ5|A0A1X7UIQ5_AMPQE	jg15757.t1
OG0009395	tr|A0A1X7UIV4|A0A1X7UIV4_AMPQE	jg2966.t1, jg24518.t1, jg3351.t1
OG0009396	tr|A0A1X7UJ20|A0A1X7UJ20_AMPQE	jg23212.t1
OG0009397	tr|A0A1X7UJ58|A0A1X7UJ58_AMPQE	jg3546.t1
OG0009398	tr|A0A1X7UJ62|A0A1X7UJ62_AMPQE	jg3549.t1
OG0009399	tr|A0A1X7UJ63|A0A1X7UJ63_AMPQE	jg6229.t1
OG0009400	tr|A0A1X7UJ89|A0A1X7UJ89_AMPQE	jg19475.t1, jg21700.t1, jg4387.t1
OG0009401	tr|A0A1X7UJA1|A0A1X7UJA1_AMPQE	jg5622.t1, jg5408.t1, jg24951.t1
OG0009402	tr|A0A1X7UJA9|A0A1X7UJA9_AMPQE, tr|A0A1X7VCN0|A0A1X7VCN0_AMPQE, tr|A0A1X7VFH7|A0A1X7VFH7_AMPQE	jg5596.t3
OG0009403	tr|A0A1X7UJB5|A0A1X7UJB5_AMPQE	jg13689.t1
OG0009404	tr|A0A1X7UJB7|A0A1X7UJB7_AMPQE	jg29427.t1
OG0009405	tr|A0A1X7UJC8|A0A1X7UJC8_AMPQE	jg13678.t1
OG0009406	tr|A0A1X7UZ80|A0A1X7UZ80_AMPQE, tr|A0A1X7UJC9|A0A1X7UJC9_AMPQE, tr|A0A1X7V5V8|A0A1X7V5V8_AMPQE	jg7817.t1
OG0009407	tr|A0A1X7UJD8|A0A1X7UJD8_AMPQE	jg22584.t1, jg27345.t1
OG0009408	tr|A0A1X7UJF6|A0A1X7UJF6_AMPQE	jg6230.t1
OG0009409	tr|A0A1X7UJG3|A0A1X7UJG3_AMPQE	jg29453.t1
OG0009410	tr|A0A1X7UJG8|A0A1X7UJG8_AMPQE	jg29458.t1
OG0009411	tr|A0A1X7UJI3|A0A1X7UJI3_AMPQE	jg5358.t1
OG0009413	tr|A0A1X7UJN0|A0A1X7UJN0_AMPQE, tr|A0A1X7UYF8|A0A1X7UYF8_AMPQE	jg23961.t1
OG0009414	tr|A0A1X7UJU1|A0A1X7UJU1_AMPQE	jg16987.t1
OG0009415	tr|A0A1X7UJW9|A0A1X7UJW9_AMPQE	jg6232.t1
OG0009416	tr|A0A1X7UJX9|A0A1X7UJX9_AMPQE	jg6224.t1
OG0009417	tr|A0A1X7UK07|A0A1X7UK07_AMPQE	jg26814.t1, jg22491.t1, jg26786.t1
OG0009418	tr|A0A1X7UK13|A0A1X7UK13_AMPQE	jg29838.t1
OG0009419	tr|A0A1X7UK17|A0A1X7UK17_AMPQE	jg29834.t1
OG0009420	tr|A0A1X7UK26|A0A1X7UK26_AMPQE	jg6213.t1
OG0009421	tr|A0A1X7UK41|A0A1X7UK41_AMPQE	jg29456.t1
OG0009422	tr|A0A1X7UK64|A0A1X7UK64_AMPQE	jg7211.t1
OG0009423	tr|A0A1X7UK80|A0A1X7UK80_AMPQE	jg13682.t1
OG0009424	tr|A0A1X7UKB3|A0A1X7UKB3_AMPQE	jg9802.t1
OG0009425	tr|A0A1X7UKC1|A0A1X7UKC1_AMPQE	jg17776.t1
OG0009426	tr|A0A1X7UKC7|A0A1X7UKC7_AMPQE	jg29454.t1
OG0009427	tr|A0A1X7UKG2|A0A1X7UKG2_AMPQE	jg16988.t1
OG0009428	tr|A0A1X7UKJ9|A0A1X7UKJ9_AMPQE	jg17768.t1
OG0009429	tr|A0A1X7UKM1|A0A1X7UKM1_AMPQE	jg11213.t1
OG0009430	tr|A0A1X7UKM6|A0A1X7UKM6_AMPQE	jg30564.t1, jg15736.t1
OG0009431	tr|A0A1X7UKN2|A0A1X7UKN2_AMPQE	jg9833.t1
OG0009432	tr|A0A1X7UKN3|A0A1X7UKN3_AMPQE	jg29793.t1
OG0009433	tr|A0A1X7UKN8|A0A1X7UKN8_AMPQE	jg29789.t1
OG0009434	tr|A0A1X7UKP1|A0A1X7UKP1_AMPQE	jg6395.t1
OG0009435	tr|A0A1X7UKP3|A0A1X7UKP3_AMPQE	jg29425.t1
OG0009436	tr|A0A1X7UKR1|A0A1X7UKR1_AMPQE	jg11758.t1, jg30029.t1, jg16255.t1
OG0009437	tr|A0A1X7UKR8|A0A1X7UKR8_AMPQE	jg29833.t1
OG0009438	tr|A0A1X7UKS5|A0A1X7UKS5_AMPQE	jg29827.t1
OG0009439	tr|A0A1X7UKT9|A0A1X7UKT9_AMPQE	jg29452.t1
OG0009440	tr|A0A1X7UKV1|A0A1X7UKV1_AMPQE	jg20296.t1
OG0009441	tr|A0A1X7UKV4|A0A1X7UKV4_AMPQE	jg29426.t1
OG0009442	tr|A0A1X7UKV8|A0A1X7UKV8_AMPQE	jg29422.t1
OG0009443	tr|A0A1X7UKX9|A0A1X7UKX9_AMPQE	jg29835.t1
OG0009444	tr|A0A1X7UL00|A0A1X7UL00_AMPQE	jg12771.t1
OG0009445	tr|A0A1X7UL02|A0A1X7UL02_AMPQE	jg14889.t1, jg28896.t1, jg1672.t1
OG0009446	tr|A0A1X7UL04|A0A1X7UL04_AMPQE	jg29455.t1
OG0009447	tr|A0A1X7UL12|A0A1X7UL12_AMPQE	jg9803.t1
OG0009448	tr|A0A1X7ULN5|A0A1X7ULN5_AMPQE, tr|A0A1X7UMM8|A0A1X7UMM8_AMPQE, tr|A0A1X7UL15|A0A1X7UL15_AMPQE	jg12781.t1
OG0009449	tr|A0A1X7UL41|A0A1X7UL41_AMPQE	jg9840.t1
OG0009450	tr|A0A1X7UL57|A0A1X7UL57_AMPQE	jg20077.t1
OG0009451	tr|A0A1X7UL63|A0A1X7UL63_AMPQE	jg18108.t1
OG0009452	tr|A0A1X7UL75|A0A1X7UL75_AMPQE	jg9801.t1
OG0009453	tr|A0A1X7UL77|A0A1X7UL77_AMPQE	jg20073.t1
OG0009454	tr|A0A1X7UL83|A0A1X7UL83_AMPQE	jg19291.t1
OG0009455	tr|A0A1X7UL97|A0A1X7UL97_AMPQE	jg11210.t1
OG0009456	tr|A0A1X7ULA2|A0A1X7ULA2_AMPQE	jg11214.t1
OG0009457	tr|A0A1X7ULA8|A0A1X7ULA8_AMPQE	jg9831.t1
OG0009458	tr|A0A1X7ULB5|A0A1X7ULB5_AMPQE	jg16993.t1
OG0009459	tr|A0A1X7ULC6|A0A1X7ULC6_AMPQE	jg9844.t1
OG0009460	tr|A0A1X7ULC7|A0A1X7ULC7_AMPQE	jg28959.t1
OG0009461	tr|A0A1X7ULD5|A0A1X7ULD5_AMPQE	jg18109.t1
OG0009462	tr|A0A1X7ULD7|A0A1X7ULD7_AMPQE	jg20080.t1
OG0009463	tr|A0A1X7ULF4|A0A1X7ULF4_AMPQE, tr|A0A1X7UMR5|A0A1X7UMR5_AMPQE	jg13799.t1
OG0009464	tr|A0A1X7ULG3|A0A1X7ULG3_AMPQE	jg14343.t1
OG0009465	tr|A0A1X7ULG8|A0A1X7ULG8_AMPQE	jg15438.t1, jg25569.t1, jg15437.t1
OG0009467	tr|A0A1X7ULJ7|A0A1X7ULJ7_AMPQE	jg29207.t1
OG0009468	tr|A0A1X7ULK1|A0A1X7ULK1_AMPQE	jg20305.t1
OG0009469	tr|A0A1X7ULK6|A0A1X7ULK6_AMPQE	jg20308.t1
OG0009470	tr|A0A1X7ULS7|A0A1X7ULS7_AMPQE	jg15699.t1
OG0009471	tr|A0A1X7ULU1|A0A1X7ULU1_AMPQE	jg18136.t1
OG0009472	tr|A0A1X7ULU2|A0A1X7ULU2_AMPQE	jg9841.t1
OG0009473	tr|A0A1X7ULU6|A0A1X7ULU6_AMPQE	jg17390.t1
OG0009474	tr|A0A1X7ULV2|A0A1X7ULV2_AMPQE	jg18135.t1
OG0009475	tr|A0A1X7ULX2|A0A1X7ULX2_AMPQE	jg18083.t1
OG0009476	tr|A0A1X7ULY1|A0A1X7ULY1_AMPQE	jg23661.t1
OG0009477	tr|A0A1X7ULZ3|A0A1X7ULZ3_AMPQE	jg8158.t1
OG0009478	tr|A0A1X7ULZ5|A0A1X7ULZ5_AMPQE	jg12782.t1
OG0009479	tr|A0A1X7UM06|A0A1X7UM06_AMPQE, tr|A0A1X7UMR0|A0A1X7UMR0_AMPQE, tr|A0A1X7VHM9|A0A1X7VHM9_AMPQE	jg25155.t1
OG0009480	tr|A0A1X7UM09|A0A1X7UM09_AMPQE	jg24539.t1
OG0009481	tr|A0A1X7UM21|A0A1X7UM21_AMPQE	jg9843.t1
OG0009482	tr|A0A1X7UM22|A0A1X7UM22_AMPQE	jg28958.t1, jg28960.t1, jg28961.t1
OG0009483	tr|A0A1X7UM34|A0A1X7UM34_AMPQE	jg17083.t1
OG0009484	tr|A0A1X7UM38|A0A1X7UM38_AMPQE	jg14572.t1
OG0009485	tr|A0A1X7UM39|A0A1X7UM39_AMPQE	jg20078.t1
OG0009486	tr|A0A1X7UM42|A0A1X7UM42_AMPQE	jg5967.t1
OG0009487	tr|A0A1X7UM47|A0A1X7UM47_AMPQE	jg28976.t1
OG0009488	tr|A0A1X7UM55|A0A1X7UM55_AMPQE	jg28980.t1
OG0009489	tr|A0A1X7UM58|A0A1X7UM58_AMPQE	jg19290.t1
OG0009490	tr|A0A1X7UM62|A0A1X7UM62_AMPQE	jg20074.t1
OG0009491	tr|A0A1X7UM67|A0A1X7UM67_AMPQE	jg1555.t1, jg6012.t1
OG0009492	tr|A0A1X7UM90|A0A1X7UM90_AMPQE	jg27948.t1
OG0009493	tr|A0A1X7UMA0|A0A1X7UMA0_AMPQE	jg29208.t1
OG0009494	tr|A0A1X7UMB7|A0A1X7UMB7_AMPQE	jg28045.t1
OG0009495	tr|A0A1X7UMB8|A0A1X7UMB8_AMPQE	jg12766.t1
OG0009497	tr|A0A1X7UNH5|A0A1X7UNH5_AMPQE, tr|A0A1X7UMG5|A0A1X7UMG5_AMPQE	jg21616.t1, jg21589.t1
OG0009498	tr|A0A1X7UMH4|A0A1X7UMH4_AMPQE	jg18133.t1
OG0009499	tr|A0A1X7UMJ1|A0A1X7UMJ1_AMPQE	jg18084.t1
OG0009500	tr|A0A1X7UMK6|A0A1X7UMK6_AMPQE	jg12760.t1
OG0009501	tr|A0A1X7UML1|A0A1X7UML1_AMPQE	jg12764.t1
OG0009502	tr|A0A1X7UMN0|A0A1X7UMN0_AMPQE	jg27298.t1
OG0009503	tr|A0A1X7UMN3|A0A1X7UMN3_AMPQE	jg14683.t1
OG0009504	tr|A0A1X7UMP0|A0A1X7UMP0_AMPQE	jg12790.t1
OG0009505	tr|A0A1X7UMP4|A0A1X7UMP4_AMPQE	jg12794.t1
OG0009506	tr|A0A1X7UMR2|A0A1X7UMR2_AMPQE	jg14578.t1
OG0009507	tr|A0A1X7UMS6|A0A1X7UMS6_AMPQE	jg18095.t1
OG0009508	tr|A0A1X7UMT2|A0A1X7UMT2_AMPQE	jg5966.t1
OG0009509	tr|A0A1X7UMT7|A0A1X7UMT7_AMPQE	jg5962.t1
OG0009510	tr|A0A1X7UMT9|A0A1X7UMT9_AMPQE	jg18134.t1
OG0009511	tr|A0A1X7UMU1|A0A1X7UMU1_AMPQE	jg14595.t1
OG0009512	tr|A0A1X7UMV0|A0A1X7UMV0_AMPQE	jg18085.t1
OG0009513	tr|A0A1X7UMV8|A0A1X7UMV8_AMPQE	jg27943.t1
OG0009514	tr|A0A1X7UMX9|A0A1X7UMX9_AMPQE, tr|A0A1X7VR76|A0A1X7VR76_AMPQE	jg18910.t1
OG0009515	tr|A0A1X7UMZ0|A0A1X7UMZ0_AMPQE	jg28043.t1
OG0009516	tr|A0A1X7UMZ4|A0A1X7UMZ4_AMPQE	jg28048.t1
OG0009517	tr|A0A1X7UMZ9|A0A1X7UMZ9_AMPQE	jg28053.t1
OG0009518	tr|A0A1X7UN08|A0A1X7UN08_AMPQE	jg28061.t1
OG0009519	tr|A0A1X7UN12|A0A1X7UN12_AMPQE	jg14390.t1
OG0009520	tr|A0A1X7UN36|A0A1X7UN36_AMPQE	jg5218.t1, jg25095.t1, jg2185.t1
OG0009521	tr|A0A1X7UN40|A0A1X7UN40_AMPQE	jg17084.t1
OG0009522	tr|A0A1X7UN48|A0A1X7UN48_AMPQE	jg17081.t1
OG0009523	tr|A0A1X7UN76|A0A1X7UN76_AMPQE	jg17064.t1
OG0009524	tr|A0A1X7UNA6|A0A1X7UNA6_AMPQE	jg28046.t1
OG0009525	tr|A0A1X7UNB1|A0A1X7UNB1_AMPQE	jg28051.t1
OG0009526	tr|A0A1X7UNB6|A0A1X7UNB6_AMPQE	jg5897.t1
OG0009527	tr|A0A1X7UNB8|A0A1X7UNB8_AMPQE	jg28058.t1
OG0009528	tr|A0A1X7UNE6|A0A1X7UNE6_AMPQE	jg27976.t1
OG0009529	tr|A0A1X7UNF2|A0A1X7UNF2_AMPQE	jg14571.t1
OG0009530	tr|A0A1X7UNF6|A0A1X7UNF6_AMPQE	jg27970.t1
OG0009531	tr|A0A1X7UNG5|A0A1X7UNG5_AMPQE	jg15689.t1
