Orthogroup	Amphimedon_UP000007879_400682	Human_UP000005640_9606
OG0010534	tr|A0A1X7VKT9|A0A1X7VKT9_AMPQE	sp|Q7L5N1|CSN6_HUMAN
OG0010535	tr|A0A1X7VKU4|A0A1X7VKU4_AMPQE	sp|Q9Y5P8|P2R3B_HUMAN
OG0010536	tr|A0A1X7VKV9|A0A1X7VKV9_AMPQE	sp|P49354|FNTA_HUMAN
OG0010537	tr|A0A1X7VKW0|A0A1X7VKW0_AMPQE	sp|O00743|PPP6_HUMAN
OG0010538	tr|A0A1X7VKZ2|A0A1X7VKZ2_AMPQE	sp|Q9HD40|SPCS_HUMAN
OG0010539	tr|A0A1X7VL10|A0A1X7VL10_AMPQE	sp|P06576|ATPB_HUMAN
OG0010541	tr|A0A1X7VL63|A0A1X7VL63_AMPQE	sp|Q8WVK2|SNR27_HUMAN
OG0010542	tr|A0A1X7VL80|A0A1X7VL80_AMPQE, tr|A0A1X7VL75|A0A1X7VL75_AMPQE	sp|Q96F85|CNRP1_HUMAN
OG0010543	tr|A0A1X7VL76|A0A1X7VL76_AMPQE	sp|Q16891|MIC60_HUMAN
OG0010544	tr|A0A1X7VL97|A0A1X7VL97_AMPQE	sp|P46459|NSF_HUMAN
OG0010545	tr|A0A1X7VLA1|A0A1X7VLA1_AMPQE	sp|Q8IW45|NNRD_HUMAN
OG0010546	tr|A0A1X7VLB0|A0A1X7VLB0_AMPQE	sp|O00471|EXOC5_HUMAN
OG0010548	tr|A0A1X7VLC3|A0A1X7VLC3_AMPQE	sp|Q8N806|UBR7_HUMAN
OG0010549	tr|A0A1X7VLD2|A0A1X7VLD2_AMPQE	sp|Q9P2I0|CPSF2_HUMAN
OG0010550	tr|A0A1X7VLD5|A0A1X7VLD5_AMPQE	sp|Q8N6V9|TEX9_HUMAN
OG0010551	tr|A0A1X7VLE7|A0A1X7VLE7_AMPQE	sp|Q9Y697|NFS1_HUMAN
OG0010552	tr|A0A1X7VLF8|A0A1X7VLF8_AMPQE	sp|Q8NDM7|CFA43_HUMAN
OG0010553	tr|A0A1X7VLG5|A0A1X7VLG5_AMPQE	sp|P61254|RL26_HUMAN, sp|Q9UNX3|RL26L_HUMAN
OG0010554	tr|A0A1X7VLG7|A0A1X7VLG7_AMPQE	sp|Q8IWZ6|BBS7_HUMAN
OG0010557	tr|A0A1X7VLH8|A0A1X7VLH8_AMPQE	sp|Q7Z3E2|CC186_HUMAN
OG0010558	tr|A0A1X7VLI3|A0A1X7VLI3_AMPQE	sp|Q9BZH6|WDR11_HUMAN
OG0010559	tr|A0A1X7VLJ5|A0A1X7VLJ5_AMPQE	sp|Q8N442|GUF1_HUMAN
OG0010560	tr|A0A1X7VLK3|A0A1X7VLK3_AMPQE	sp|Q9UGI0|ZRAN1_HUMAN
OG0010562	tr|A0A1X7VLL5|A0A1X7VLL5_AMPQE	sp|Q92993|KAT5_HUMAN
OG0010563	tr|A0A1X7VLL6|A0A1X7VLL6_AMPQE	sp|Q99614|TTC1_HUMAN
OG0010564	tr|A0A1X7VLM0|A0A1X7VLM0_AMPQE	sp|Q969Z3|MARC2_HUMAN, sp|Q5VT66|MARC1_HUMAN
OG0010566	tr|A0A1X7VLM3|A0A1X7VLM3_AMPQE	sp|A2A3K4|PTPC1_HUMAN
OG0010568	tr|A0A1X7VLN2|A0A1X7VLN2_AMPQE	sp|Q7L2J0|MEPCE_HUMAN
OG0010569	tr|A0A1X7VLP2|A0A1X7VLP2_AMPQE	sp|O95391|SLU7_HUMAN
OG0010570	tr|A0A1X7VLP7|A0A1X7VLP7_AMPQE	sp|Q6IAA8|LTOR1_HUMAN
OG0010571	tr|A0A1X7VLQ0|A0A1X7VLQ0_AMPQE	sp|Q9H8W3|F204A_HUMAN
OG0010572	tr|A0A1X7VLQ5|A0A1X7VLQ5_AMPQE	sp|Q14493|SLBP_HUMAN
OG0010573	tr|A0A1X7VLQ8|A0A1X7VLQ8_AMPQE	sp|A6NK58|LIPT2_HUMAN
OG0010575	tr|A0A1X7VLR1|A0A1X7VLR1_AMPQE	sp|Q96CW5|GCP3_HUMAN
OG0010576	tr|A0A1X7VLS3|A0A1X7VLS3_AMPQE	sp|O60725|ICMT_HUMAN
OG0010578	tr|A0A1X7VLS7|A0A1X7VLS7_AMPQE	sp|Q96BH1|RNF25_HUMAN
OG0010579	tr|A0A1X7VLT0|A0A1X7VLT0_AMPQE	sp|Q13200|PSMD2_HUMAN
OG0010580	tr|A0A1X7VLU7|A0A1X7VLU7_AMPQE	sp|Q7Z7A4|PXK_HUMAN
OG0010583	tr|A0A1X7VLW4|A0A1X7VLW4_AMPQE	sp|Q96QF7|ACRC_HUMAN
OG0010584	tr|A0A1X7VLW6|A0A1X7VLW6_AMPQE	sp|Q14442|PIGH_HUMAN
OG0010585	tr|A0A1X7VLX6|A0A1X7VLX6_AMPQE	sp|P62995|TRA2B_HUMAN
OG0010586	tr|A0A1X7VLX8|A0A1X7VLX8_AMPQE	sp|Q69YN4|VIR_HUMAN
OG0010587	tr|A0A1X7VLY0|A0A1X7VLY0_AMPQE	sp|P36404|ARL2_HUMAN
OG0010588	tr|A0A1X7VLZ7|A0A1X7VLZ7_AMPQE	sp|A6NIK2|LR10B_HUMAN
OG0010591	tr|A0A1X7VM09|A0A1X7VM09_AMPQE	sp|Q4G0X9|CCD40_HUMAN
OG0010592	tr|A0A1X7VM12|A0A1X7VM12_AMPQE	sp|Q9Y6X1|SERP1_HUMAN, sp|Q8N6R1|SERP2_HUMAN
OG0010593	tr|A0A1X7VM15|A0A1X7VM15_AMPQE	sp|Q9BRX5|PSF3_HUMAN
OG0010596	tr|A0A1X7VM43|A0A1X7VM43_AMPQE	sp|O95199|RCBT2_HUMAN, sp|Q8NDN9|RCBT1_HUMAN
OG0010598	tr|A0A1X7VMA2|A0A1X7VMA2_AMPQE	sp|Q15054|DPOD3_HUMAN
OG0010599	tr|A0A1X7VMA9|A0A1X7VMA9_AMPQE	sp|Q9UNT1|RBL2B_HUMAN, sp|Q9UBK7|RBL2A_HUMAN
OG0010600	tr|A0A1X7VMB5|A0A1X7VMB5_AMPQE	sp|Q9Y303|NAGA_HUMAN
OG0010602	tr|A0A1X7VMD9|A0A1X7VMD9_AMPQE	sp|Q5JTW2|CEP78_HUMAN
OG0010604	tr|A0A1X7VMF0|A0A1X7VMF0_AMPQE	sp|Q9P2R7|SUCB1_HUMAN
OG0010606	tr|A0A1X7VMG8|A0A1X7VMG8_AMPQE	sp|Q14554|PDIA5_HUMAN
OG0010607	tr|A0A1X7VMH1|A0A1X7VMH1_AMPQE	sp|O43678|NDUA2_HUMAN
OG0010608	tr|A0A1X7VMI8|A0A1X7VMI8_AMPQE	sp|Q14679|TTLL4_HUMAN
OG0010609	tr|A0A1X7VMJ1|A0A1X7VMJ1_AMPQE	sp|P28360|MSX1_HUMAN, sp|P35548|MSX2_HUMAN
OG0010610	tr|A0A1X7VMJ4|A0A1X7VMJ4_AMPQE	sp|Q8IVI9|NOSTN_HUMAN
OG0010611	tr|A0A1X7VMJ7|A0A1X7VMJ7_AMPQE	sp|Q9Y2D2|S35A3_HUMAN
OG0010612	tr|A0A1X7VMK2|A0A1X7VMK2_AMPQE	sp|P62906|RL10A_HUMAN
OG0010613	tr|A0A1X7VMK8|A0A1X7VMK8_AMPQE	sp|Q9UKU7|ACAD8_HUMAN
OG0010614	tr|A0A1X7VMK9|A0A1X7VMK9_AMPQE	sp|Q8NBF2|NHLC2_HUMAN
OG0010616	tr|A0A1X7VML3|A0A1X7VML3_AMPQE	sp|Q9HAE3|EFCB1_HUMAN
OG0010617	tr|A0A1X7VML7|A0A1X7VML7_AMPQE	sp|Q6UX71|PXDC2_HUMAN, sp|Q8IUK5|PLDX1_HUMAN
OG0010618	tr|A0A1X7VMN6|A0A1X7VMN6_AMPQE	sp|Q86VX9|MON1A_HUMAN
OG0010619	tr|A0A1X7VMN9|A0A1X7VMN9_AMPQE	sp|Q9NY93|DDX56_HUMAN
OG0010620	tr|A0A1X7VMP9|A0A1X7VMP9_AMPQE	sp|O95235|KI20A_HUMAN
OG0010621	tr|A0A1X7VMQ2|A0A1X7VMQ2_AMPQE	sp|P0DPB6|RPAC2_HUMAN
OG0010623	tr|A0A1X7VMS0|A0A1X7VMS0_AMPQE	sp|Q96B02|UBE2W_HUMAN
OG0010624	tr|A0A1X7VMT2|A0A1X7VMT2_AMPQE	sp|Q8IZ21|PHAR4_HUMAN
OG0010625	tr|A0A1X7VMU5|A0A1X7VMU5_AMPQE	sp|Q5TBA9|FRY_HUMAN, sp|O94915|FRYL_HUMAN
OG0010626	tr|A0A1X7VMV8|A0A1X7VMV8_AMPQE	sp|Q8IWE5|PKHM2_HUMAN
OG0010627	tr|A0A1X7VMX0|A0A1X7VMX0_AMPQE	sp|Q8N9N2|ASCC1_HUMAN
OG0010628	tr|A0A1X7VMX2|A0A1X7VMX2_AMPQE	sp|Q9H6J7|CK049_HUMAN
OG0010629	tr|A0A1X7VMX6|A0A1X7VMX6_AMPQE	sp|Q53EV4|LRC23_HUMAN
OG0010630	tr|A0A1X7VMY0|A0A1X7VMY0_AMPQE	sp|Q9P287|BCCIP_HUMAN
OG0010631	tr|A0A1X7VMY9|A0A1X7VMY9_AMPQE	sp|Q9UFF9|CNOT8_HUMAN, sp|Q9UIV1|CNOT7_HUMAN
OG0010633	tr|A0A1X7VN05|A0A1X7VN05_AMPQE	sp|Q9NRX1|PNO1_HUMAN
OG0010634	tr|A0A1X7VN10|A0A1X7VN10_AMPQE	sp|Q96EY9|ADAT3_HUMAN
OG0010636	tr|A0A1X7VN15|A0A1X7VN15_AMPQE	sp|Q86U28|ISCA2_HUMAN
OG0010637	tr|A0A1X7VN24|A0A1X7VN24_AMPQE	sp|Q9UGJ1|GCP4_HUMAN
OG0010639	tr|A0A1X7VN48|A0A1X7VN48_AMPQE	sp|P32969|RL9_HUMAN
OG0010640	tr|A0A1X7VN56|A0A1X7VN56_AMPQE	sp|P60983|GMFB_HUMAN, sp|O60234|GMFG_HUMAN
OG0010641	tr|A0A1X7VN60|A0A1X7VN60_AMPQE	sp|P08397|HEM3_HUMAN
OG0010642	tr|A0A1X7VN61|A0A1X7VN61_AMPQE	sp|Q96L50|LLR1_HUMAN
OG0010643	tr|A0A1X7VN65|A0A1X7VN65_AMPQE	sp|Q9H6W3|RIOX1_HUMAN
OG0010644	tr|A0A1X7VN94|A0A1X7VN94_AMPQE	sp|Q9Y2Z0|SGT1_HUMAN
OG0010646	tr|A0A1X7VNB0|A0A1X7VNB0_AMPQE	sp|P46100|ATRX_HUMAN
OG0010648	tr|A0A1X7VNC2|A0A1X7VNC2_AMPQE	sp|P34059|GALNS_HUMAN
OG0010649	tr|A0A1X7VND7|A0A1X7VND7_AMPQE	sp|Q92544|TM9S4_HUMAN
OG0010651	tr|A0A1X7VNE6|A0A1X7VNE6_AMPQE	sp|Q9BUB7|TMM70_HUMAN
OG0010652	tr|A0A1X7VNE8|A0A1X7VNE8_AMPQE	sp|Q7L5Y9|MAEA_HUMAN
OG0010653	tr|A0A1X7VNF4|A0A1X7VNF4_AMPQE	sp|Q5W041|ARMC3_HUMAN
OG0010654	tr|A0A1X7VNF6|A0A1X7VNF6_AMPQE	sp|Q96IJ6|GMPPA_HUMAN
OG0010655	tr|A0A1X7VNG4|A0A1X7VNG4_AMPQE	sp|O95707|RPP29_HUMAN
OG0010656	tr|A0A1X7VNH2|A0A1X7VNH2_AMPQE	sp|Q53EL6|PDCD4_HUMAN
OG0010657	tr|A0A1X7VNH8|A0A1X7VNH8_AMPQE	sp|Q12972|PP1R8_HUMAN
OG0010658	tr|A0A1X7VNI1|A0A1X7VNI1_AMPQE	sp|Q5T013|HYI_HUMAN
OG0010660	tr|A0A1X7VNK5|A0A1X7VNK5_AMPQE	sp|O60906|NSMA_HUMAN
OG0010661	tr|A0A1X7VNK8|A0A1X7VNK8_AMPQE	sp|Q9Y2T3|GUAD_HUMAN
OG0010662	tr|A0A1X7VNL3|A0A1X7VNL3_AMPQE	sp|Q5THJ4|VP13D_HUMAN
OG0010663	tr|A0A1X7VNL4|A0A1X7VNL4_AMPQE	sp|O75083|WDR1_HUMAN
OG0010665	tr|A0A1X7VNT0|A0A1X7VNT0_AMPQE	sp|Q14978|NOLC1_HUMAN
OG0010667	tr|A0A1X7VNW1|A0A1X7VNW1_AMPQE	sp|P62195|PRS8_HUMAN
OG0010669	tr|A0A1X7VNX1|A0A1X7VNX1_AMPQE	sp|Q9BRP8|PYM1_HUMAN
OG0010670	tr|A0A1X7VNY1|A0A1X7VNY1_AMPQE	sp|Q7Z6B0|CCD91_HUMAN
OG0010671	tr|A0A1X7VNY6|A0A1X7VNY6_AMPQE	sp|Q6ZV65|FA47E_HUMAN
OG0010672	tr|A0A1X7VNY8|A0A1X7VNY8_AMPQE	sp|O95819|M4K4_HUMAN
OG0010674	tr|A0A1X7VNZ8|A0A1X7VNZ8_AMPQE	sp|Q6UWJ1|TMCO3_HUMAN
OG0010675	tr|A0A1X7VP01|A0A1X7VP01_AMPQE	sp|O94921|CDK14_HUMAN, sp|Q96Q40|CDK15_HUMAN
OG0010679	tr|A0A1X7VP35|A0A1X7VP35_AMPQE	sp|Q7Z5U6|WDR53_HUMAN
OG0010680	tr|A0A1X7VP47|A0A1X7VP47_AMPQE	sp|O95922|TTLL1_HUMAN
OG0010681	tr|A0A1X7VP50|A0A1X7VP50_AMPQE	sp|O60293|ZC3H1_HUMAN
OG0010682	tr|A0A1X7VP51|A0A1X7VP51_AMPQE	sp|Q9NYL2|M3K20_HUMAN
OG0010684	tr|A0A1X7VP61|A0A1X7VP61_AMPQE	sp|Q9Y2F5|ICE1_HUMAN
OG0010685	tr|A0A1X7VP63|A0A1X7VP63_AMPQE	sp|Q969Q0|RL36L_HUMAN, sp|P83881|RL36A_HUMAN
OG0010686	tr|A0A1X7VP66|A0A1X7VP66_AMPQE	sp|Q12996|CSTF3_HUMAN
OG0010688	tr|A0A1X7VP70|A0A1X7VP70_AMPQE	sp|O95980|RECK_HUMAN
OG0010689	tr|A0A1X7VP76|A0A1X7VP76_AMPQE	sp|Q9Y315|DEOC_HUMAN
OG0010690	tr|A0A1X7VP79|A0A1X7VP79_AMPQE	sp|Q6UWH6|TX261_HUMAN
OG0010691	tr|A0A1X7VP90|A0A1X7VP90_AMPQE	sp|Q12888|TP53B_HUMAN
OG0010692	tr|A0A1X7VP93|A0A1X7VP93_AMPQE	sp|Q16514|TAF12_HUMAN
OG0010693	tr|A0A1X7VPA3|A0A1X7VPA3_AMPQE	sp|Q12980|NPRL3_HUMAN
OG0010694	tr|A0A1X7VPB9|A0A1X7VPB9_AMPQE	sp|P35249|RFC4_HUMAN
OG0010695	tr|A0A1X7VPC3|A0A1X7VPC3_AMPQE	sp|Q8TF76|HASP_HUMAN
OG0010696	tr|A0A1X7VPC4|A0A1X7VPC4_AMPQE	sp|Q9Y237|PIN4_HUMAN
OG0010697	tr|A0A1X7VPE0|A0A1X7VPE0_AMPQE	sp|Q96FH0|BORC8_HUMAN
OG0010698	tr|A0A1X7VPE8|A0A1X7VPE8_AMPQE	sp|Q7L273|KCTD9_HUMAN
OG0010699	tr|A0A1X7VPE9|A0A1X7VPE9_AMPQE	sp|Q9UKX7|NUP50_HUMAN
OG0010700	tr|A0A1X7VPF8|A0A1X7VPF8_AMPQE	sp|P24386|RAE1_HUMAN, sp|P26374|RAE2_HUMAN
OG0010702	tr|A0A1X7VPL3|A0A1X7VPL3_AMPQE	sp|Q16585|SGCB_HUMAN
OG0010703	tr|A0A1X7VPM0|A0A1X7VPM0_AMPQE	sp|Q8N490|PNKD_HUMAN
OG0010704	tr|A0A1X7VPN1|A0A1X7VPN1_AMPQE	sp|Q5T2E6|ARMD3_HUMAN
OG0010706	tr|A0A1X7VPP3|A0A1X7VPP3_AMPQE	sp|Q9GZP4|PITH1_HUMAN
OG0010707	tr|A0A1X7VPP6|A0A1X7VPP6_AMPQE	sp|Q9NZC9|SMAL1_HUMAN
OG0010708	tr|A0A1X7VPQ2|A0A1X7VPQ2_AMPQE	sp|Q9BQT8|ODC_HUMAN
OG0010709	tr|A0A1X7VPR4|A0A1X7VPR4_AMPQE	sp|Q6PI78|TMM65_HUMAN
OG0010711	tr|A0A1X7VPS1|A0A1X7VPS1_AMPQE	sp|Q14397|GCKR_HUMAN
OG0010712	tr|A0A1X7VPS7|A0A1X7VPS7_AMPQE	sp|Q6P1S2|CC033_HUMAN
OG0010714	tr|A0A1X7VPT4|A0A1X7VPT4_AMPQE	sp|Q5JU00|DRC5_HUMAN
OG0010716	tr|A0A1X7VPV3|A0A1X7VPV3_AMPQE	sp|O75896|TUSC2_HUMAN
OG0010718	tr|A0A1X7VPZ2|A0A1X7VPZ2_AMPQE	sp|Q9H5U6|ZCHC4_HUMAN
OG0010719	tr|A0A1X7VPZ3|A0A1X7VPZ3_AMPQE	sp|Q8WVB6|CTF18_HUMAN
OG0010720	tr|A0A1X7VPZ8|A0A1X7VPZ8_AMPQE	sp|Q9NX47|MARH5_HUMAN
OG0010721	tr|A0A1X7VQ10|A0A1X7VQ10_AMPQE	sp|P38398|BRCA1_HUMAN
OG0010722	tr|A0A1X7VQ14|A0A1X7VQ14_AMPQE	sp|Q99832|TCPH_HUMAN
OG0010723	tr|A0A1X7VQ16|A0A1X7VQ16_AMPQE	sp|Q9BVG4|PBDC1_HUMAN
OG0010724	tr|A0A1X7VQ19|A0A1X7VQ19_AMPQE	sp|Q96LT9|RNPC3_HUMAN
OG0010725	tr|A0A1X7VQ20|A0A1X7VQ20_AMPQE	sp|Q9H6Q4|CIAO3_HUMAN
OG0010726	tr|A0A1X7VQ23|A0A1X7VQ23_AMPQE	sp|Q9GZL7|WDR12_HUMAN
OG0010727	tr|A0A1X7VQ26|A0A1X7VQ26_AMPQE	sp|Q9H2W6|RM46_HUMAN
OG0010728	tr|A0A1X7VQ29|A0A1X7VQ29_AMPQE	sp|Q6P1N9|TATD1_HUMAN
OG0010729	tr|A0A1X7VQ30|A0A1X7VQ30_AMPQE	sp|Q6P2I3|FAH2B_HUMAN, sp|Q96GK7|FAH2A_HUMAN
OG0010730	tr|A0A1X7VQ35|A0A1X7VQ35_AMPQE	sp|Q9NWX6|THG1_HUMAN
OG0010731	tr|A0A1X7VQ45|A0A1X7VQ45_AMPQE	sp|Q6IA86|ELP2_HUMAN
OG0010732	tr|A0A1X7VQ55|A0A1X7VQ55_AMPQE	sp|Q9P225|DYH2_HUMAN
OG0010734	tr|A0A1X7VQ68|A0A1X7VQ68_AMPQE	sp|Q9HBK9|AS3MT_HUMAN
OG0010735	tr|A0A1X7VQ70|A0A1X7VQ70_AMPQE	sp|Q6ZUS6|CC149_HUMAN
OG0010736	tr|A0A1X7VQ78|A0A1X7VQ78_AMPQE	sp|O94880|PHF14_HUMAN
OG0010738	tr|A0A1X7VQB0|A0A1X7VQB0_AMPQE	sp|P55201|BRPF1_HUMAN
OG0010739	tr|A0A1X7VQB7|A0A1X7VQB7_AMPQE	sp|P48449|LSS_HUMAN
OG0010740	tr|A0A1X7VQB8|A0A1X7VQB8_AMPQE	sp|P45954|ACDSB_HUMAN
OG0010741	tr|A0A1X7VQC2|A0A1X7VQC2_AMPQE	sp|Q6ZN18|AEBP2_HUMAN
OG0010742	tr|A0A1X7VQC4|A0A1X7VQC4_AMPQE	sp|O15498|YKT6_HUMAN
OG0010743	tr|A0A1X7VQC7|A0A1X7VQC7_AMPQE	sp|Q9NX58|LYAR_HUMAN
OG0010744	tr|A0A1X7VQE3|A0A1X7VQE3_AMPQE	sp|Q96KC2|ARL5B_HUMAN
OG0010745	tr|A0A1X7VQE9|A0A1X7VQE9_AMPQE	sp|Q15008|PSMD6_HUMAN
OG0010746	tr|A0A1X7VQF4|A0A1X7VQF4_AMPQE	sp|Q8NBL1|PGLT1_HUMAN
OG0010747	tr|A0A1X7VQF8|A0A1X7VQF8_AMPQE	sp|P49720|PSB3_HUMAN
OG0010748	tr|A0A1X7VQG7|A0A1X7VQG7_AMPQE	sp|O15355|PPM1G_HUMAN
OG0010749	tr|A0A1X7VQG9|A0A1X7VQG9_AMPQE	sp|Q9Y4Y9|LSM5_HUMAN
OG0010750	tr|A0A1X7VQH2|A0A1X7VQH2_AMPQE	sp|Q6DKK2|TTC19_HUMAN
OG0010752	tr|A0A1X7VQJ5|A0A1X7VQJ5_AMPQE	sp|P62256|UBE2H_HUMAN
OG0010753	tr|A0A1X7VQK5|A0A1X7VQK5_AMPQE	sp|O00231|PSD11_HUMAN
OG0010754	tr|A0A1X7VQK8|A0A1X7VQK8_AMPQE	sp|Q96H20|SNF8_HUMAN
OG0010756	tr|A0A1X7VQM3|A0A1X7VQM3_AMPQE	sp|Q15029|U5S1_HUMAN
OG0010757	tr|A0A1X7VQM8|A0A1X7VQM8_AMPQE	sp|Q9UBU6|FA8A1_HUMAN
OG0010759	tr|A0A1X7VQS9|A0A1X7VQS9_AMPQE	sp|Q9NVE5|UBP40_HUMAN
OG0010760	tr|A0A1X7VQU0|A0A1X7VQU0_AMPQE	sp|Q6NXP0|EFC12_HUMAN
OG0010762	tr|A0A1X7VQU6|A0A1X7VQU6_AMPQE	sp|Q9H3L0|MMAD_HUMAN
OG0010763	tr|A0A1X7VQV0|A0A1X7VQV0_AMPQE	sp|Q9UFE4|CCD39_HUMAN
OG0010765	tr|A0A1X7VQW0|A0A1X7VQW0_AMPQE	sp|Q9UHK0|NUFP1_HUMAN
OG0010766	tr|A0A1X7VQW8|A0A1X7VQW8_AMPQE	sp|P24752|THIL_HUMAN
OG0010767	tr|A0A1X7VQX4|A0A1X7VQX4_AMPQE	sp|P54886|P5CS_HUMAN
OG0010768	tr|A0A1X7VQZ4|A0A1X7VQZ4_AMPQE	sp|P49356|FNTB_HUMAN
OG0010771	tr|A0A1X7VR21|A0A1X7VR21_AMPQE	sp|Q86U44|MTA70_HUMAN
OG0010772	tr|A0A1X7VR23|A0A1X7VR23_AMPQE	sp|P49736|MCM2_HUMAN
OG0010773	tr|A0A1X7VR39|A0A1X7VR39_AMPQE, tr|A0A1X7VR34|A0A1X7VR34_AMPQE	sp|Q9HAU5|RENT2_HUMAN
OG0010774	tr|A0A1X7VR40|A0A1X7VR40_AMPQE	sp|Q9BTA9|WAC_HUMAN
OG0010775	tr|A0A1X7VR49|A0A1X7VR49_AMPQE	sp|P22557|HEM0_HUMAN
OG0010776	tr|A0A1X7VR51|A0A1X7VR51_AMPQE	sp|Q14677|EPN4_HUMAN
OG0010777	tr|A0A1X7VR66|A0A1X7VR66_AMPQE	sp|Q7L590|MCM10_HUMAN
OG0010778	tr|A0A1X7VR99|A0A1X7VR99_AMPQE	sp|P11413|G6PD_HUMAN
OG0010779	tr|A0A1X7VRA8|A0A1X7VRA8_AMPQE	sp|Q5VTE6|ANGE2_HUMAN, sp|Q9UNK9|ANGE1_HUMAN
OG0010780	tr|A0A1X7VRD9|A0A1X7VRD9_AMPQE	sp|Q9BV10|ALG12_HUMAN
OG0010781	tr|A0A1X7VRE4|A0A1X7VRE4_AMPQE	sp|Q5D0E6|DALD3_HUMAN
OG0010783	tr|A0A1X7VRK5|A0A1X7VRK5_AMPQE	sp|Q9Y6H5|SNCAP_HUMAN
OG0010784	tr|A0A1X7VRL3|A0A1X7VRL3_AMPQE	sp|Q9Y251|HPSE_HUMAN, sp|Q8WWQ2|HPSE2_HUMAN
OG0010785	tr|A0A1X7VRM6|A0A1X7VRM6_AMPQE	sp|P35244|RFA3_HUMAN
OG0010786	tr|A0A1X7VRN0|A0A1X7VRN0_AMPQE	sp|Q6ZR37|PKHG7_HUMAN
OG0010787	tr|A0A1X7VRN7|A0A1X7VRN7_AMPQE	sp|Q16850|CP51A_HUMAN
OG0010789	tr|A0A1X7VRR0|A0A1X7VRR0_AMPQE	sp|P11766|ADHX_HUMAN
OG0010790	tr|A0A1X7VRR1|A0A1X7VRR1_AMPQE	sp|Q9Y6B7|AP4B1_HUMAN
OG0010791	tr|A0A1X7VRS2|A0A1X7VRS2_AMPQE	sp|O95182|NDUA7_HUMAN
OG0010792	tr|A0A1X7VRT1|A0A1X7VRT1_AMPQE	sp|Q5QP82|DCA10_HUMAN
OG0010793	tr|A0A1X7VRT6|A0A1X7VRT6_AMPQE	sp|Q99633|PRP18_HUMAN
OG0010794	tr|A0A1X7VRU1|A0A1X7VRU1_AMPQE	sp|P11177|ODPB_HUMAN
OG0010795	tr|A0A1X7VRU2|A0A1X7VRU2_AMPQE	sp|P82979|SARNP_HUMAN
OG0010796	tr|A0A1X7VRU5|A0A1X7VRU5_AMPQE	sp|Q12767|TMM94_HUMAN
OG0010797	tr|A0A1X7VRU7|A0A1X7VRU7_AMPQE	sp|P63208|SKP1_HUMAN
OG0010798	tr|A0A1X7VRW0|A0A1X7VRW0_AMPQE	sp|Q96CM3|RUSD4_HUMAN
OG0010799	tr|A0A1X7VRY0|A0A1X7VRY0_AMPQE	sp|P61088|UBE2N_HUMAN
OG0010800	tr|A0A1X7VRY9|A0A1X7VRY9_AMPQE	sp|Q5TKA1|LIN9_HUMAN
OG0010801	tr|A0A1X7VRZ0|A0A1X7VRZ0_AMPQE	sp|P47897|SYQ_HUMAN
OG0010802	tr|A0A1X7VS01|A0A1X7VS01_AMPQE	sp|P82663|RT25_HUMAN
OG0010803	tr|A0A1X7VS10|A0A1X7VS10_AMPQE	sp|P14625|ENPL_HUMAN
OG0010804	tr|A0A1X7VS17|A0A1X7VS17_AMPQE	sp|Q14562|DHX8_HUMAN
OG0010807	tr|A0A1X7VS61|A0A1X7VS61_AMPQE	sp|P42126|ECI1_HUMAN
OG0010808	tr|A0A1X7VS69|A0A1X7VS69_AMPQE	sp|Q9BVL2|NUP58_HUMAN
OG0010809	tr|A0A1X7VS80|A0A1X7VS80_AMPQE	sp|Q9NWZ5|UCKL1_HUMAN
OG0010811	tr|A0A1X7VS98|A0A1X7VS98_AMPQE	sp|Q7Z6Z7|HUWE1_HUMAN
OG0010812	tr|A0A1X7VSA0|A0A1X7VSA0_AMPQE	sp|O75175|CNOT3_HUMAN
OG0010814	tr|A0A1X7VSB3|A0A1X7VSB3_AMPQE	sp|Q969H0|FBXW7_HUMAN
OG0010815	tr|A0A1X7VSB8|A0A1X7VSB8_AMPQE	sp|P07237|PDIA1_HUMAN
OG0010818	tr|A0A1X7VSE2|A0A1X7VSE2_AMPQE	sp|Q9BZE7|EVG1_HUMAN
OG0010820	tr|A0A1X7VSG2|A0A1X7VSG2_AMPQE	sp|Q9NS69|TOM22_HUMAN
OG0010821	tr|A0A1X7VSI1|A0A1X7VSI1_AMPQE	sp|Q96H72|S39AD_HUMAN
OG0010822	tr|A0A1X7VSI6|A0A1X7VSI6_AMPQE	sp|P62913|RL11_HUMAN
OG0010823	tr|A0A1X7VSL9|A0A1X7VSL9_AMPQE	sp|Q6NXT6|TAPT1_HUMAN
OG0010824	tr|A0A1X7VSM5|A0A1X7VSM5_AMPQE	sp|Q8WYQ5|DGCR8_HUMAN
OG0010825	tr|A0A1X7VSM8|A0A1X7VSM8_AMPQE	sp|O96000|NDUBA_HUMAN
OG0010827	tr|A0A1X7VSS6|A0A1X7VSS6_AMPQE	sp|Q7L5D6|GET4_HUMAN
OG0010828	tr|A0A1X7VSW2|A0A1X7VSW2_AMPQE	sp|Q8IWE4|DCNL3_HUMAN
OG0010829	tr|A0A1X7VSW6|A0A1X7VSW6_AMPQE	sp|O77932|DXO_HUMAN
OG0010831	tr|A0A1X7VSX4|A0A1X7VSX4_AMPQE	sp|Q8NHU2|CFA61_HUMAN
OG0010832	tr|A0A1X7VT26|A0A1X7VT26_AMPQE	sp|Q8TBK2|SETD6_HUMAN
