Orthogroup	Human_UP000005640_9606	Amphimedon_UP000007879_400682
OG0008818	sp|Q8N6N6|NATD1_HUMAN	tr|A0A1X7TKR6|A0A1X7TKR6_AMPQE
OG0008833	sp|Q8TAD4|ZNT5_HUMAN	tr|A0A1X7TLR7|A0A1X7TLR7_AMPQE
OG0008834	sp|A5PLN9|TPC13_HUMAN	tr|A0A1X7TLR8|A0A1X7TLR8_AMPQE
OG0008837	sp|Q8N4J0|CARME_HUMAN	tr|A0A1X7TM47|A0A1X7TM47_AMPQE
OG0008839	sp|P00414|COX3_HUMAN	tr|A0A1X7UXW1|A0A1X7UXW1_AMPQE, tr|A0A1X7TM62|A0A1X7TM62_AMPQE, tr|A0A1X7TMZ3|A0A1X7TMZ3_AMPQE
OG0008842	sp|Q16795|NDUA9_HUMAN	tr|A0A1X7TME2|A0A1X7TME2_AMPQE
OG0008854	sp|Q9UHB4|NDOR1_HUMAN	tr|A0A1X7TNH1|A0A1X7TNH1_AMPQE
OG0008855	sp|Q7L5A3|F214B_HUMAN	tr|A0A1X7TNP7|A0A1X7TNP7_AMPQE
OG0008866	sp|P62318|SMD3_HUMAN	tr|A0A1X7TPN8|A0A1X7TPN8_AMPQE
OG0008870	sp|Q5HYI8|RABL3_HUMAN	tr|A0A1X7TPS9|A0A1X7TPS9_AMPQE
OG0008872	sp|Q53FP2|NACHO_HUMAN	tr|A0A1X7TQ23|A0A1X7TQ23_AMPQE
OG0008876	sp|Q13618|CUL3_HUMAN	tr|A0A1X7TQQ2|A0A1X7TQQ2_AMPQE
OG0008881	sp|Q05932|FOLC_HUMAN	tr|A0A1X7TR39|A0A1X7TR39_AMPQE
OG0008882	sp|Q9UHC1|MLH3_HUMAN	tr|A0A1X7TRE7|A0A1X7TRE7_AMPQE
OG0008884	sp|P49755|TMEDA_HUMAN	tr|A0A1X7TRK5|A0A1X7TRK5_AMPQE
OG0008889	sp|Q9Y2E8|SL9A8_HUMAN	tr|A0A1X7TTU4|A0A1X7TTU4_AMPQE, tr|A0A1X7TS15|A0A1X7TS15_AMPQE
OG0008890	sp|Q9H8V3|ECT2_HUMAN	tr|A0A1X7TS19|A0A1X7TS19_AMPQE
OG0008896	sp|Q8N3X1|FNBP4_HUMAN	tr|A0A1X7TSL3|A0A1X7TSL3_AMPQE
OG0008897	sp|P08621|RU17_HUMAN	tr|A0A1X7TSY5|A0A1X7TSY5_AMPQE
OG0008902	sp|P83731|RL24_HUMAN	tr|A0A1X7TTD3|A0A1X7TTD3_AMPQE
OG0008908	sp|Q8TDG4|HELQ_HUMAN	tr|A0A1X7TTW6|A0A1X7TTW6_AMPQE
OG0008909	sp|P61978|HNRPK_HUMAN	tr|A0A1X7TU34|A0A1X7TU34_AMPQE
OG0008912	sp|Q9H063|MAF1_HUMAN	tr|A0A1X7TUB1|A0A1X7TUB1_AMPQE
OG0008916	sp|Q96LK0|CEP19_HUMAN	tr|A0A1X7TUE7|A0A1X7TUE7_AMPQE
OG0008917	sp|Q5TGZ0|MIC10_HUMAN	tr|A0A1X7TUF2|A0A1X7TUF2_AMPQE
OG0008918	sp|Q7Z6M1|RABEK_HUMAN	tr|A0A1X7TUF4|A0A1X7TUF4_AMPQE
OG0008919	sp|P62888|RL30_HUMAN	tr|A0A1X7TUG1|A0A1X7TUG1_AMPQE
OG0008920	sp|Q8NBX0|SCPDL_HUMAN	tr|A0A1X7TUG5|A0A1X7TUG5_AMPQE
OG0008921	sp|P62753|RS6_HUMAN	tr|A0A1X7TUH4|A0A1X7TUH4_AMPQE
OG0008923	sp|P61024|CKS1_HUMAN, sp|P33552|CKS2_HUMAN	tr|A0A1X7TUH9|A0A1X7TUH9_AMPQE
OG0008926	sp|Q3MIT2|PUS10_HUMAN	tr|A0A1X7TUV9|A0A1X7TUV9_AMPQE
OG0008927	sp|Q9BRR6|ADPGK_HUMAN	tr|A0A1X7TUX0|A0A1X7TUX0_AMPQE
OG0008930	sp|Q99805|TM9S2_HUMAN	tr|A0A1X7TV30|A0A1X7TV30_AMPQE
OG0008931	sp|Q86UN6|AKA28_HUMAN	tr|A0A1X7TV35|A0A1X7TV35_AMPQE
OG0008933	sp|Q9Y256|FACE2_HUMAN	tr|A0A1X7TV96|A0A1X7TV96_AMPQE
OG0008934	sp|Q9NZC7|WWOX_HUMAN	tr|A0A1X7TVA5|A0A1X7TVA5_AMPQE
OG0008936	sp|Q15427|SF3B4_HUMAN	tr|A0A1X7U3B8|A0A1X7U3B8_AMPQE, tr|A0A1X7TVC3|A0A1X7TVC3_AMPQE
OG0008939	sp|O94827|PKHG5_HUMAN, sp|Q3KR16|PKHG6_HUMAN	tr|A0A1X7TVF0|A0A1X7TVF0_AMPQE
OG0008941	sp|Q9NNW7|TRXR2_HUMAN	tr|A0A1X7TVJ5|A0A1X7TVJ5_AMPQE
OG0008942	sp|P60604|UB2G2_HUMAN	tr|A0A1X7TVK0|A0A1X7TVK0_AMPQE
OG0008943	sp|Q86YS7|C2CD5_HUMAN	tr|A0A1X7TVL0|A0A1X7TVL0_AMPQE
OG0008946	sp|Q9UBS4|DJB11_HUMAN	tr|A0A1X7TVQ7|A0A1X7TVQ7_AMPQE
OG0008950	sp|Q96LI9|CX058_HUMAN	tr|A0A1X7TW27|A0A1X7TW27_AMPQE
OG0008954	sp|A4D1B5|GSAP_HUMAN	tr|A0A1X7TWC8|A0A1X7TWC8_AMPQE
OG0008955	sp|P42765|THIM_HUMAN	tr|A0A1X7TWE8|A0A1X7TWE8_AMPQE
OG0008958	sp|Q9C0J8|WDR33_HUMAN	tr|A0A1X7TWQ5|A0A1X7TWQ5_AMPQE
OG0008959	sp|O43427|FIBP_HUMAN	tr|A0A1X7TX17|A0A1X7TX17_AMPQE
OG0008962	sp|Q9H1X1|RSPH9_HUMAN	tr|A0A1X7TXB6|A0A1X7TXB6_AMPQE
OG0008964	sp|Q5HYA8|MKS3_HUMAN	tr|A0A1X7TXE9|A0A1X7TXE9_AMPQE
OG0008965	sp|P27695|APEX1_HUMAN	tr|A0A1X7TXI7|A0A1X7TXI7_AMPQE
OG0008966	sp|P50747|BPL1_HUMAN	tr|A0A1X7TXL6|A0A1X7TXL6_AMPQE
OG0008967	sp|Q9BV20|MTNA_HUMAN	tr|A0A1X7TXM5|A0A1X7TXM5_AMPQE
OG0008970	sp|Q14692|BMS1_HUMAN	tr|A0A1X7TXW4|A0A1X7TXW4_AMPQE
OG0008971	sp|Q9UBQ0|VPS29_HUMAN	tr|A0A1X7TXX6|A0A1X7TXX6_AMPQE
OG0008972	sp|Q7L8W6|DPH6_HUMAN	tr|A0A1X7TY08|A0A1X7TY08_AMPQE
OG0008975	sp|Q02218|ODO1_HUMAN, sp|Q9ULD0|OGDHL_HUMAN	tr|A0A1X7TY60|A0A1X7TY60_AMPQE
OG0008976	sp|O00258|GET1_HUMAN	tr|A0A1X7TY62|A0A1X7TY62_AMPQE
OG0008977	sp|Q8N1G4|LRC47_HUMAN	tr|A0A1X7TY91|A0A1X7TY91_AMPQE
OG0008978	sp|O75695|XRP2_HUMAN	tr|A0A1X7TY98|A0A1X7TY98_AMPQE
OG0008980	sp|O95433|AHSA1_HUMAN	tr|A0A1X7TYI1|A0A1X7TYI1_AMPQE
OG0008981	sp|Q99570|PI3R4_HUMAN	tr|A0A1X7TYI4|A0A1X7TYI4_AMPQE
OG0008982	sp|A6NDG6|PGP_HUMAN	tr|A0A1X7TYI8|A0A1X7TYI8_AMPQE
OG0008983	sp|Q6YP21|KAT3_HUMAN	tr|A0A1X7TYI9|A0A1X7TYI9_AMPQE
OG0008984	sp|O75582|KS6A5_HUMAN	tr|A0A1X7TYJ1|A0A1X7TYJ1_AMPQE
OG0008986	sp|Q53GS7|GLE1_HUMAN	tr|A0A1X7TYK8|A0A1X7TYK8_AMPQE
OG0008987	sp|Q96EL2|RT24_HUMAN	tr|A0A1X7TYN6|A0A1X7TYN6_AMPQE
OG0008990	sp|Q99436|PSB7_HUMAN	tr|A0A1X7TYU5|A0A1X7TYU5_AMPQE
OG0008991	sp|P26440|IVD_HUMAN	tr|A0A1X7TYW4|A0A1X7TYW4_AMPQE
OG0008992	sp|Q15370|ELOB_HUMAN	tr|A0A1X7TZ12|A0A1X7TZ12_AMPQE
OG0008993	sp|Q9ULT8|HECD1_HUMAN	tr|A0A1X7TZ16|A0A1X7TZ16_AMPQE
OG0008994	sp|Q9BX10|GTPB2_HUMAN	tr|A0A1X7TZ22|A0A1X7TZ22_AMPQE
OG0008996	sp|Q9Y2H2|SAC2_HUMAN	tr|A0A1X7TZJ7|A0A1X7TZJ7_AMPQE
OG0009003	sp|Q9BT78|CSN4_HUMAN	tr|A0A1X7TZW9|A0A1X7TZW9_AMPQE
OG0009004	sp|Q9P2J5|SYLC_HUMAN	tr|A0A1X7TZY6|A0A1X7TZY6_AMPQE
OG0009006	sp|Q8IXY8|PPIL6_HUMAN	tr|A0A1X7U021|A0A1X7U021_AMPQE
OG0009008	sp|P82932|RT06_HUMAN	tr|A0A1X7U074|A0A1X7U074_AMPQE
OG0009009	sp|O75947|ATP5H_HUMAN	tr|A0A1X7U077|A0A1X7U077_AMPQE
OG0009011	sp|Q8WVL7|ANR49_HUMAN	tr|A0A1X7U0A5|A0A1X7U0A5_AMPQE
OG0009013	sp|Q9Y5U8|MPC1_HUMAN	tr|A0A1X7U0C4|A0A1X7U0C4_AMPQE
OG0009015	sp|Q14117|DPYS_HUMAN	tr|A0A1X7U0C9|A0A1X7U0C9_AMPQE
OG0009016	sp|Q9H6R4|NOL6_HUMAN	tr|A0A1X7U0D4|A0A1X7U0D4_AMPQE
OG0009017	sp|Q5TA45|INT11_HUMAN	tr|A0A1X7U0J0|A0A1X7U0J0_AMPQE
OG0009018	sp|Q13099|IFT88_HUMAN	tr|A0A1X7U0K2|A0A1X7U0K2_AMPQE
OG0009020	sp|Q9UK41|VPS28_HUMAN	tr|A0A1X7U0N2|A0A1X7U0N2_AMPQE
OG0009021	sp|Q9BT23|LIMD2_HUMAN	tr|A0A1X7U0Q6|A0A1X7U0Q6_AMPQE
OG0009022	sp|Q96M11|HYLS1_HUMAN	tr|A0A1X7U0T2|A0A1X7U0T2_AMPQE
OG0009024	sp|Q9BX73|TM2D2_HUMAN	tr|A0A1X7U0V7|A0A1X7U0V7_AMPQE
OG0009025	sp|P62312|LSM6_HUMAN	tr|A0A1X7U0X6|A0A1X7U0X6_AMPQE
OG0009026	sp|Q9Y6G5|COMDA_HUMAN	tr|A0A1X7U0Y5|A0A1X7U0Y5_AMPQE
OG0009027	sp|Q8IZ83|A16A1_HUMAN	tr|A0A1X7U141|A0A1X7U141_AMPQE
OG0009029	sp|Q8NHX9|TPC2_HUMAN	tr|A0A1X7U159|A0A1X7U159_AMPQE
OG0009030	sp|Q08J23|NSUN2_HUMAN	tr|A0A1X7U173|A0A1X7U173_AMPQE
OG0009031	sp|Q96MA6|KAD8_HUMAN	tr|A0A1X7U183|A0A1X7U183_AMPQE
OG0009032	sp|O75716|STK16_HUMAN	tr|A0A1X7U188|A0A1X7U188_AMPQE
OG0009033	sp|A2A3L6|TTC24_HUMAN	tr|A0A1X7U193|A0A1X7U193_AMPQE
OG0009035	sp|Q9H0I3|CC113_HUMAN	tr|A0A1X7U1G5|A0A1X7U1G5_AMPQE
OG0009036	sp|Q9NSG2|CA112_HUMAN	tr|A0A1X7U1H6|A0A1X7U1H6_AMPQE
OG0009038	sp|O75347|TBCA_HUMAN	tr|A0A1X7U1J5|A0A1X7U1J5_AMPQE
OG0009039	sp|Q5VVX9|UBE2U_HUMAN	tr|A0A1X7VCP6|A0A1X7VCP6_AMPQE, tr|A0A1X7U1P0|A0A1X7U1P0_AMPQE
OG0009040	sp|O95402|MED26_HUMAN	tr|A0A1X7U1T4|A0A1X7U1T4_AMPQE
OG0009041	sp|O60931|CTNS_HUMAN	tr|A0A1X7U1T9|A0A1X7U1T9_AMPQE
OG0009045	sp|Q9Y294|ASF1A_HUMAN	tr|A0A1X7U253|A0A1X7U253_AMPQE
OG0009048	sp|Q5T6J7|GNTK_HUMAN	tr|A0A1X7U2B7|A0A1X7U2B7_AMPQE
OG0009049	sp|Q96C11|FGGY_HUMAN	tr|A0A1X7U2D5|A0A1X7U2D5_AMPQE
OG0009050	sp|P30085|KCY_HUMAN	tr|A0A1X7U2E0|A0A1X7U2E0_AMPQE
OG0009051	sp|P07902|GALT_HUMAN	tr|A0A1X7U2E1|A0A1X7U2E1_AMPQE
OG0009053	sp|O00488|ZN593_HUMAN	tr|A0A1X7U2R9|A0A1X7U2R9_AMPQE
OG0009057	sp|A0PJX2|TLDC2_HUMAN	tr|A0A1X7U2W3|A0A1X7U2W3_AMPQE
OG0009059	sp|Q96M89|CC138_HUMAN	tr|A0A1X7U2X9|A0A1X7U2X9_AMPQE
OG0009060	sp|P62841|RS15_HUMAN	tr|A0A1X7U2Y5|A0A1X7U2Y5_AMPQE
OG0009061	sp|Q9H7B2|RPF2_HUMAN	tr|A0A1X7U306|A0A1X7U306_AMPQE
OG0009062	sp|Q7Z7F7|RM55_HUMAN	tr|A0A1X7U318|A0A1X7U318_AMPQE
OG0009063	sp|Q96FX7|TRM61_HUMAN	tr|A0A1X7U326|A0A1X7U326_AMPQE
OG0009064	sp|Q9Y3B4|SF3B6_HUMAN	tr|A0A1X7U351|A0A1X7U351_AMPQE
OG0009065	sp|Q9H5V9|STEEP_HUMAN	tr|A0A1X7U390|A0A1X7U390_AMPQE
OG0009066	sp|Q9Y3A3|PHOCN_HUMAN	tr|A0A1X7U3A1|A0A1X7U3A1_AMPQE
OG0009067	sp|Q9NRJ4|TULP4_HUMAN	tr|A0A1X7U3A3|A0A1X7U3A3_AMPQE
OG0009068	sp|P46060|RAGP1_HUMAN	tr|A0A1X7U3A6|A0A1X7U3A6_AMPQE
OG0009069	sp|Q8NEZ2|VP37A_HUMAN	tr|A0A1X7U3B1|A0A1X7U3B1_AMPQE
OG0009072	sp|Q96FT9|IFT43_HUMAN	tr|A0A1X7U3I4|A0A1X7U3I4_AMPQE
OG0009074	sp|O75414|NDK6_HUMAN	tr|A0A1X7U3K7|A0A1X7U3K7_AMPQE
OG0009075	sp|Q9Y496|KIF3A_HUMAN	tr|A0A1X7U3L6|A0A1X7U3L6_AMPQE
OG0009076	sp|O95059|RPP14_HUMAN	tr|A0A1X7U3M8|A0A1X7U3M8_AMPQE
OG0009077	sp|Q6P2C0|WDR93_HUMAN	tr|A0A1X7U3N3|A0A1X7U3N3_AMPQE
OG0009079	sp|P46778|RL21_HUMAN	tr|A0A1X7U3Y5|A0A1X7U3Y5_AMPQE
OG0009082	sp|Q86XK2|FBX11_HUMAN	tr|A0A1X7U453|A0A1X7U453_AMPQE
OG0009083	sp|Q8NHP6|MSPD2_HUMAN	tr|A0A1X7U466|A0A1X7U466_AMPQE
OG0009084	sp|Q8WYA0|IFT81_HUMAN	tr|A0A1X7U476|A0A1X7U476_AMPQE
OG0009085	sp|Q8N5S3|CB073_HUMAN	tr|A0A1X7U4E2|A0A1X7U4E2_AMPQE
OG0009086	sp|Q12904|AIMP1_HUMAN	tr|A0A1X7U4J0|A0A1X7U4J0_AMPQE
OG0009088	sp|P18077|RL35A_HUMAN	tr|A0A1X7U4N8|A0A1X7U4N8_AMPQE
OG0009089	sp|Q99707|METH_HUMAN	tr|A0A1X7U4P4|A0A1X7U4P4_AMPQE
OG0009091	sp|O00411|RPOM_HUMAN	tr|A0A1X7U4U0|A0A1X7U4U0_AMPQE
OG0009092	sp|Q9Y3C7|MED31_HUMAN	tr|A0A1X7U4Y5|A0A1X7U4Y5_AMPQE
OG0009093	sp|O75600|KBL_HUMAN	tr|A0A1X7U4Y9|A0A1X7U4Y9_AMPQE
OG0009094	sp|Q8IYH5|ZZZ3_HUMAN	tr|A0A1X7U544|A0A1X7U544_AMPQE
OG0009095	sp|Q8NI36|WDR36_HUMAN	tr|A0A1X7U566|A0A1X7U566_AMPQE
OG0009096	sp|Q5JST6|EFHC2_HUMAN	tr|A0A1X7U599|A0A1X7U599_AMPQE
OG0009097	sp|Q96RP9|EFGM_HUMAN	tr|A0A1X7U5A4|A0A1X7U5A4_AMPQE
OG0009098	sp|Q96T60|PNKP_HUMAN	tr|A0A1X7U5I2|A0A1X7U5I2_AMPQE
OG0009099	sp|P30049|ATPD_HUMAN	tr|A0A1X7U5K2|A0A1X7U5K2_AMPQE
OG0009100	sp|Q6ZT98|TTLL7_HUMAN	tr|A0A1X7U5K7|A0A1X7U5K7_AMPQE
OG0009101	sp|Q9UDW3|ZMAT5_HUMAN	tr|A0A1X7U5N4|A0A1X7U5N4_AMPQE
OG0009102	sp|Q8NCF5|NF2IP_HUMAN	tr|A0A1X7U5Q9|A0A1X7U5Q9_AMPQE
OG0009103	sp|Q9H6X5|CS044_HUMAN	tr|A0A1X7U5R2|A0A1X7U5R2_AMPQE
OG0009104	sp|C9JQI7|TM232_HUMAN	tr|A0A1X7U5R7|A0A1X7U5R7_AMPQE
OG0009106	sp|Q86XH1|DRC11_HUMAN	tr|A0A1X7U5X1|A0A1X7U5X1_AMPQE
OG0009108	sp|Q8N5G2|MACOI_HUMAN	tr|A0A1X7U621|A0A1X7U621_AMPQE
OG0009109	sp|Q9P2W9|STX18_HUMAN	tr|A0A1X7U638|A0A1X7U638_AMPQE
OG0009110	sp|P55263|ADK_HUMAN	tr|A0A1X7U642|A0A1X7U642_AMPQE
OG0009111	sp|Q9NQE9|HINT3_HUMAN	tr|A0A1X7U646|A0A1X7U646_AMPQE
OG0009112	sp|P29083|T2EA_HUMAN	tr|A0A1X7U663|A0A1X7U663_AMPQE
OG0009115	sp|Q6GMV3|PTRD1_HUMAN	tr|A0A1X7U6C0|A0A1X7U6C0_AMPQE
OG0009116	sp|Q9H8M7|MINY3_HUMAN	tr|A0A1X7U6C3|A0A1X7U6C3_AMPQE
OG0009117	sp|Q15637|SF01_HUMAN	tr|A0A1X7U6C5|A0A1X7U6C5_AMPQE
OG0009118	sp|Q7Z569|BRAP_HUMAN	tr|A0A1X7U6F5|A0A1X7U6F5_AMPQE
OG0009119	sp|Q14232|EI2BA_HUMAN	tr|A0A1X7U6G0|A0A1X7U6G0_AMPQE
OG0009120	sp|Q9BRS8|LARP6_HUMAN	tr|A0A1X7U6I5|A0A1X7U6I5_AMPQE
OG0009121	sp|O15018|PDZD2_HUMAN	tr|A0A1X7U6I9|A0A1X7U6I9_AMPQE
OG0009123	sp|P49368|TCPG_HUMAN	tr|A0A1X7U6N0|A0A1X7U6N0_AMPQE
OG0009125	sp|P19021|AMD_HUMAN	tr|A0A1X7U6T2|A0A1X7U6T2_AMPQE
OG0009127	sp|Q96MI9|CBPC4_HUMAN, sp|Q9UPW5|CBPC1_HUMAN	tr|A0A1X7U6X1|A0A1X7U6X1_AMPQE
OG0009129	sp|Q15274|NADC_HUMAN	tr|A0A1X7U708|A0A1X7U708_AMPQE
OG0009130	sp|O75845|SC5D_HUMAN	tr|A0A1X7U740|A0A1X7U740_AMPQE
OG0009131	sp|P61081|UBC12_HUMAN	tr|A0A1X7U764|A0A1X7U764_AMPQE
OG0009132	sp|P12956|XRCC6_HUMAN	tr|A0A1X7U768|A0A1X7U768_AMPQE
OG0009134	sp|Q96EN8|MOCOS_HUMAN	tr|A0A1X7U7B5|A0A1X7U7B5_AMPQE
OG0009136	sp|P57076|CF298_HUMAN	tr|A0A1X7U7D8|A0A1X7U7D8_AMPQE
OG0009137	sp|P06132|DCUP_HUMAN	tr|A0A1X7U7E2|A0A1X7U7E2_AMPQE
OG0009141	sp|Q9HAS0|NJMU_HUMAN	tr|A0A1X7U7K1|A0A1X7U7K1_AMPQE, tr|A0A1X7U8U0|A0A1X7U8U0_AMPQE
OG0009143	sp|Q9Y672|ALG6_HUMAN	tr|A0A1X7U7P6|A0A1X7U7P6_AMPQE
OG0009144	sp|Q5H9S7|DCA17_HUMAN	tr|A0A1X7U7Q2|A0A1X7U7Q2_AMPQE
OG0009145	sp|Q68D10|SPT2_HUMAN	tr|A0A1X7U7Q7|A0A1X7U7Q7_AMPQE
OG0009146	sp|O60260|PRKN_HUMAN	tr|A0A1X7U7T9|A0A1X7U7T9_AMPQE
OG0009149	sp|P50336|PPOX_HUMAN	tr|A0A1X7U7W0|A0A1X7U7W0_AMPQE
OG0009153	sp|Q8N5Y8|PAR16_HUMAN	tr|A0A1X7U827|A0A1X7U827_AMPQE
OG0009154	sp|Q7Z7K6|CENPV_HUMAN	tr|A0A1X7U848|A0A1X7U848_AMPQE
OG0009155	sp|Q5SW96|ARH_HUMAN	tr|A0A1X7U850|A0A1X7U850_AMPQE
OG0009156	sp|Q8N1S5|S39AB_HUMAN	tr|A0A1X7U852|A0A1X7U852_AMPQE
OG0009157	sp|P49643|PRI2_HUMAN	tr|A0A1X7U854|A0A1X7U854_AMPQE
OG0009158	sp|P41002|CCNF_HUMAN	tr|A0A1X7U857|A0A1X7U857_AMPQE
OG0009159	sp|Q7Z4T9|CFA91_HUMAN	tr|A0A1X7U865|A0A1X7U865_AMPQE
OG0009160	sp|Q05D32|CTSL2_HUMAN	tr|A0A1X7U870|A0A1X7U870_AMPQE
OG0009163	sp|Q5MNV8|FBX47_HUMAN	tr|A0A1X7U8E9|A0A1X7U8E9_AMPQE
OG0009164	sp|Q15506|SP17_HUMAN	tr|A0A1X7U8F1|A0A1X7U8F1_AMPQE
OG0009165	sp|Q9Y238|DLEC1_HUMAN	tr|A0A1X7U8G0|A0A1X7U8G0_AMPQE
OG0009166	sp|Q9H9Y2|RPF1_HUMAN	tr|A0A1X7U8H2|A0A1X7U8H2_AMPQE
OG0009167	sp|O43513|MED7_HUMAN	tr|A0A1X7U8I3|A0A1X7U8I3_AMPQE
OG0009168	sp|Q9BT04|FUZZY_HUMAN	tr|A0A1X7U8I7|A0A1X7U8I7_AMPQE
OG0009169	sp|Q13094|LCP2_HUMAN, sp|Q7Z7G1|CLNK_HUMAN	tr|A0A1X7U8J0|A0A1X7U8J0_AMPQE
OG0009171	sp|P49789|FHIT_HUMAN	tr|A0A1X7U8N4|A0A1X7U8N4_AMPQE
OG0009173	sp|Q8IY92|SLX4_HUMAN	tr|A0A1X7U8T2|A0A1X7U8T2_AMPQE
OG0009175	sp|Q5MNZ6|WIPI3_HUMAN	tr|A0A1X7U8X5|A0A1X7U8X5_AMPQE
OG0009176	sp|Q96PM5|ZN363_HUMAN	tr|A0A1X7U8Y7|A0A1X7U8Y7_AMPQE
OG0009177	sp|O75792|RNH2A_HUMAN	tr|A0A1X7U8Z2|A0A1X7U8Z2_AMPQE
OG0009178	sp|Q96LU5|IMP1L_HUMAN	tr|A0A1X7U918|A0A1X7U918_AMPQE
OG0009179	sp|P50053|KHK_HUMAN	tr|A0A1X7U921|A0A1X7U921_AMPQE
OG0009180	sp|Q99797|MIPEP_HUMAN	tr|A0A1X7U924|A0A1X7U924_AMPQE
OG0009181	sp|O14562|UBFD1_HUMAN	tr|A0A1X7U926|A0A1X7U926_AMPQE
OG0009182	sp|Q14566|MCM6_HUMAN	tr|A0A1X7U942|A0A1X7U942_AMPQE
OG0009183	sp|P16930|FAAA_HUMAN	tr|A0A1X7U978|A0A1X7U978_AMPQE
OG0009184	sp|Q5XUX1|FBXW9_HUMAN	tr|A0A1X7U9C5|A0A1X7U9C5_AMPQE
OG0009185	sp|O14929|HAT1_HUMAN	tr|A0A1X7U9E8|A0A1X7U9E8_AMPQE
OG0009187	sp|Q9NQ89|CL004_HUMAN	tr|A0A1X7U9X3|A0A1X7U9X3_AMPQE
OG0009191	sp|Q6IQ49|SDE2_HUMAN	tr|A0A1X7UA94|A0A1X7UA94_AMPQE
OG0009192	sp|Q9H6K4|OPA3_HUMAN	tr|A0A1X7UAA4|A0A1X7UAA4_AMPQE
OG0009194	sp|P55345|ANM2_HUMAN	tr|A0A1X7UAH5|A0A1X7UAH5_AMPQE
OG0009195	sp|Q9H3P2|NELFA_HUMAN	tr|A0A1X7UAL6|A0A1X7UAL6_AMPQE
OG0009196	sp|Q04760|LGUL_HUMAN	tr|A0A1X7UAU9|A0A1X7UAU9_AMPQE
OG0009199	sp|Q13895|BYST_HUMAN	tr|A0A1X7UB19|A0A1X7UB19_AMPQE
OG0009200	sp|Q7L211|ABHDD_HUMAN	tr|A0A1X7UB23|A0A1X7UB23_AMPQE
OG0009201	sp|P43304|GPDM_HUMAN	tr|A0A1X7UB24|A0A1X7UB24_AMPQE
OG0009203	sp|Q147X3|NAA30_HUMAN	tr|A0A1X7UB46|A0A1X7UB46_AMPQE
OG0009205	sp|A6NL82|F183A_HUMAN, sp|Q6ZVS7|F183B_HUMAN	tr|A0A1X7UB53|A0A1X7UB53_AMPQE
OG0009206	sp|Q9NP79|VTA1_HUMAN	tr|A0A1X7UB76|A0A1X7UB76_AMPQE
OG0009212	sp|O94829|IPO13_HUMAN	tr|A0A1X7UBK3|A0A1X7UBK3_AMPQE
OG0009213	sp|O43598|DNPH1_HUMAN	tr|A0A1X7UBM4|A0A1X7UBM4_AMPQE
OG0009214	sp|Q9NQX3|GEPH_HUMAN	tr|A0A1X7UBM9|A0A1X7UBM9_AMPQE
OG0009216	sp|Q9Y6R9|CCD61_HUMAN	tr|A0A1X7UBP7|A0A1X7UBP7_AMPQE
OG0009217	sp|P60900|PSA6_HUMAN	tr|A0A1X7UBR2|A0A1X7UBR2_AMPQE
OG0009218	sp|Q6KC79|NIPBL_HUMAN	tr|A0A1X7UBR4|A0A1X7UBR4_AMPQE
OG0009219	sp|Q8NEF3|CC112_HUMAN	tr|A0A1X7UBS3|A0A1X7UBS3_AMPQE
OG0009220	sp|Q9Y4U1|MMAC_HUMAN	tr|A0A1X7UBS9|A0A1X7UBS9_AMPQE
OG0009221	sp|Q96N67|DOCK7_HUMAN	tr|A0A1X7UBU7|A0A1X7UBU7_AMPQE
OG0009224	sp|P25205|MCM3_HUMAN	tr|A0A1X7UBX2|A0A1X7UBX2_AMPQE
OG0009225	sp|Q96B42|TMM18_HUMAN	tr|A0A1X7UBX7|A0A1X7UBX7_AMPQE
OG0009226	sp|Q66PJ3|AR6P4_HUMAN	tr|A0A1X7UBY5|A0A1X7UBY5_AMPQE
OG0009229	sp|Q8TED1|GPX8_HUMAN, sp|Q96SL4|GPX7_HUMAN	tr|A0A1X7UC27|A0A1X7UC27_AMPQE
OG0009234	sp|Q6P0N0|M18BP_HUMAN	tr|A0A1X7UC70|A0A1X7UC70_AMPQE
OG0009235	sp|P49321|NASP_HUMAN	tr|A0A1X7UC90|A0A1X7UC90_AMPQE
OG0009236	sp|Q86WW8|COA5_HUMAN	tr|A0A1X7UCA8|A0A1X7UCA8_AMPQE
OG0009238	sp|Q9BUE6|ISCA1_HUMAN	tr|A0A1X7UCB7|A0A1X7UCB7_AMPQE
OG0009239	sp|O75592|MYCB2_HUMAN	tr|A0A1X7UCF6|A0A1X7UCF6_AMPQE
OG0009240	sp|P60002|ELOF1_HUMAN	tr|A0A1X7UCK8|A0A1X7UCK8_AMPQE
OG0009243	sp|Q96GW9|SYMM_HUMAN	tr|A0A1X7UCT1|A0A1X7UCT1_AMPQE
OG0009244	sp|Q9NZL9|MAT2B_HUMAN	tr|A0A1X7UCT7|A0A1X7UCT7_AMPQE
OG0009245	sp|Q53HC9|EIPR1_HUMAN	tr|A0A1X7UCV2|A0A1X7UCV2_AMPQE
OG0009247	sp|Q96L92|SNX27_HUMAN	tr|A0A1X7UD38|A0A1X7UD38_AMPQE
OG0009249	sp|P62854|RS26_HUMAN, sp|Q5JNZ5|RS26L_HUMAN	tr|A0A1X7UD49|A0A1X7UD49_AMPQE
OG0009250	sp|Q99470|SDF2_HUMAN	tr|A0A1X7UD50|A0A1X7UD50_AMPQE
