Orthogroup	Ephydatia_Emu_v1_prots	Niphates_augustus.hints.aa
OG0003798	Em0015g1211a, Em0015g1234a	jg10213.t1
OG0003799	Em0015g1204a	jg10222.t1, jg10221.t1
OG0003800	Em0017g362a	jg11104.t1, jg20507.t1, jg11249.t1
OG0003801	Em0005g173a, Em0005g142a, Em0005g165a	jg12292.t1, jg4165.t1
OG0003802	Em0099g4a, Em0429g6a, Em0145g13a, Em0099g22a	jg4308.t1
OG0003803	Em0023g606a	jg12031.t1
OG0003804	Em0022g797a, Em0017g792a	jg7010.t1
OG0003805	Em0004g357a, Em0004g356a	jg8113.t1
OG0003806	Em0015g604a, Em0015g603a	jg10201.t1, jg24523.t1
OG0003807	Em0016g905a, Em0028g68a, Em0019g133a, Em0019g138a	jg10219.t1
OG0003808	Em0099g15a, Em0099g24a, Em0145g11a, Em0429g8a	jg4313.t1
OG0003811	Em0017g42a, Em0017g32a, Em0017g33a	jg11140.t1
OG0003812	Em0001g234a	jg7993.t1, jg7992.t1, jg26651.t1, jg22268.t1
OG0003813	Em0017g364a, Em0004g355a	jg8114.t1
OG0003814	Em0016g1005a, Em0016g1009a	jg19233.t1
OG0003815	Em0015g349a, Em1069g4a, Em0088g2a	jg13808.t1
OG0003816	Em0022g692a	jg30529.t1, jg3135.t1
OG0003817	Em0022g343a	jg29118.t1, jg29118.t2
OG0003818	Em0001g232a	jg22276.t1, jg7990.t1, jg26649.t1, jg22270.t1
OG0003819	Em0014g806a, Em0014g795a	jg19975.t1, jg19974.t1
OG0003820	Em0014g811a, Em0014g788a	jg19968.t1
OG0003821	Em0014g793a, Em0014g808a	jg19977.t1
OG0003822	Em0014g688a	jg19961.t1
OG0003823	Em0011g497a, Em0011g495a	jg14745.t1
OG0003825	Em0014g784a, Em0014g773a, Em0014g755a	jg26752.t1, jg205.t1
OG0003826	Em0014g177a	jg12182.t1
OG0003827	Em0015g109a	jg14415.t1, jg14415.t2
OG0003828	Em0022g419a, Em0022g420a	jg29090.t1
OG0003830	Em0003g846a, Em0003g849a, Em0003g1090a	jg17537.t1
OG0003831	Em0018g53a, Em0018g54a	jg11228.t2, jg11228.t1
OG0003832	Em0001g1822a	jg20066.t1, jg20067.t1
OG0003834	Em0019g1005a, Em0019g1004a	jg10929.t1, jg28435.t1
OG0003835	Em0019g590a, Em0019g603a, Em0705g3a	jg28493.t2, jg28493.t1
OG0003836	Em0019g606a, Em0019g613a	jg11245.t1
OG0003837	Em0020g172a, Em0020g170a	jg29641.t1
OG0003838	Em0014g598a	jg10527.t1, jg3043.t3, jg3043.t2
OG0003839	Em0002g141a, Em0002g145a, Em0002g140a, Em0002g114a, Em0002g147a	jg10899.t1
OG0003840	Em0017g945a	jg10902.t1, jg5936.t1, jg24175.t1, jg25783.t1
OG0003841	Em0019g1001a	jg28434.t1
OG0003842	Em0188g4a, Em0004g1629a, Em0018g6a, Em0003g63a	jg17415.t1
OG0003843	Em0005g369a, Em0005g375a, Em0005g1439a, Em0005g1440a	jg18771.t1
OG0003844	Em0015g667a	jg13897.t1
OG0003845	Em0015g1087a	jg13448.t1, jg19353.t1
OG0003846	Em0016g1129a, Em0016g1165a	jg4000.t1, jg22251.t1, jg4022.t1
OG0003847	Em0005g1523a	jg12698.t1
OG0003848	Em0007g850a	jg23665.t1
OG0003848	Em0007g819a	jg23663.t1, jg23668.t1
OG0003849	Em0018g1195a, Em0337g1a, Em0018g1226a	jg21016.t1, jg3011.t1
OG0003850	Em0306g10a, Em0305g12a, Em0015g740a, Em0114g4a, Em0563g3a	jg13938.t1
OG0003851	Em0020g560a, Em0020g564a, Em0020g563a	jg26722.t1, jg26721.t1
OG0003852	Em0018g1175a	jg28416.t1, jg28414.t1
OG0003854	Em0016g114a, Em0016g112a, Em0016g115a	jg8843.t1, jg8846.t1
OG0003855	Em0016g39a, Em0016g35a	jg18298.t1
OG0003856	Em0016g1175a, Em0016g1120a	jg15145.t1, jg1531.t1, jg26475.t1
OG0003857	Em0158g7a, Em0248g1a	jg17384.t1
OG0003858	Em0016g63a	jg8866.t1
OG0003859	Em0016g1174a, Em0016g1121a	jg26476.t1, jg1529.t1, jg15144.t1
OG0003860	Em0016g1177a, Em0531g1a, Em0016g1118a	jg22334.t1, jg4220.t1
OG0003861	Em0144g10a, Em0019g293a	jg28376.t1, jg28374.t1
OG0003862	Em0005g1188a, Em0005g1189a, Em0005g1190a	jg13278.t1
OG0003863	Em0001g1122a, Em0001g1131a	jg10048.t1, jg10045.t1, jg592.t1
OG0003864	Em0628g4a, Em0024g89a	jg17515.t1
OG0003865	Em0007g648a	jg17492.t1, jg17457.t1, jg17491.t1
OG0003866	Em0001g1715a	jg591.t1, jg10044.t1, jg10047.t1
OG0003867	Em0005g1184a	jg13276.t1
OG0003868	Em0158g5a	jg17383.t1
OG0003869	Em0009g969a	jg22765.t1, jg16756.t1
OG0003870	Em0018g288a	jg3156.t1, jg26271.t1, jg7264.t1, jg24780.t1, jg9041.t1
OG0003871	Em0666g2a, Em0019g633a	jg23483.t1
OG0003872	Em0019g915a, Em0246g3a, Em0246g4a, Em0019g916a	jg10772.t1
OG0003873	Em0009g1166a	jg3638.t1, jg3635.t2, jg3635.t1
OG0003874	Em0419g8a, Em0018g248a, Em0115g14a	jg13715.t1
OG0003875	Em0028g62a	jg21073.t1, jg28851.t1, jg16415.t1, jg1582.t1, jg5065.t1
OG0003876	Em0115g9a, Em0018g253a, Em0419g3a	jg25320.t1
OG0003877	Em0019g75a, Em0019g77a, Em0019g74a, Em0019g22a, Em0019g24a	jg28007.t1
OG0003878	Em0020g483a, Em0020g453a	jg29516.t1
OG0003879	Em0018g1123a	jg13398.t1
OG0003879	Em0018g1121a	jg13396.t1
OG0003880	Em0020g169a	jg29629.t1, jg29628.t1, jg29696.t1
OG0003881	Em0020g774a, Em0020g764a, Em0020g725a, Em0020g776a, Em0020g773a	jg29502.t1
OG0003883	Em0020g111a	jg23324.t1, jg27247.t1, jg29674.t2, jg29674.t1
OG0003884	Em0016g367a, Em0010g129a	jg11665.t1
OG0003885	Em0013g250a	jg2376.t1
OG0003886	Em0013g1106a, Em0013g1095a	jg18019.t1
OG0003888	Em0018g284a	jg7261.t1, jg24783.t1, jg9044.t1
OG0003889	Em0008g1260a, Em0657g2a, Em0008g1247a	jg20758.t1
OG0003890	Em0018g1207a, Em0018g1214a, Em0337g9a	jg6724.t1, jg2216.t1
OG0003892	Em0021g501a	jg1482.t1, jg27762.t1, jg6022.t1
OG0003893	Em0008g1215a	jg20783.t1, jg20781.t1, jg20782.t1, jg20785.t1
OG0003894	Em0018g1074a, Em0018g1029a	jg28205.t1, jg28201.t1
OG0003895	Em0021g486a	jg27764.t1, jg6020.t1, jg1480.t1
OG0003896	Em0015g157a, Em0015g154a	jg19367.t1, jg13432.t1
OG0003897	Em0015g1242a, Em0015g1219a, Em0015g692a	jg11528.t1
OG0003898	Em0023g493a, Em0023g489a, Em0023g490a	jg18501.t1
OG0003899	Em0023g506a	jg18493.t1
OG0003900	Em0006g1403a	jg23083.t1
OG0003901	Em0013g843a	jg14456.t1, jg14456.t2, jg10869.t1
OG0003902	Em0001g2702a, Em0001g2668a, Em0007g1369a, Em0007g1428a	jg9102.t1
OG0003903	Em0008g884a	jg9792.t1, jg9788.t1, jg9790.t1, jg10064.t2, jg10064.t1
OG0003904	Em0013g23a, Em0013g15a, Em0573g7a	jg2464.t1, jg2463.t1
OG0003905	Em0573g5a, Em0013g13a, Em0013g21a, Em0324g10a	jg2457.t1
OG0003906	Em0018g685a, Em0018g689a, Em0018g691a	jg28177.t1
OG0003907	Em0001g2907a, Em0001g2899a	jg3632.t1, jg9110.t1, jg21975.t1
OG0003908	Em0013g322a, Em0013g325a	jg2319.t1
OG0003909	Em0019g1039a	jg28473.t1, jg28472.t1, jg28474.t1
OG0003910	Em0019g560a, Em0019g569a	jg13329.t1
OG0003911	Em0013g18a, Em0573g2a, Em0324g7a, Em0013g10a	jg2454.t1
OG0003912	Em0013g364a	jg2448.t1, jg2449.t1
OG0003913	Em0969g3a, Em0022g56a, Em0022g52a, Em0022g55a, Em0022g54a	jg17912.t1
OG0003914	Em0013g255a	jg2801.t1
OG0003914	Em0013g256a	jg2801.t2
OG0003915	Em0192g5a, Em0021g872a, Em0067g18a, Em0007g923a	jg12214.t1
OG0003916	Em0013g277a, Em0013g276a	jg2763.t1
OG0003917	Em0068g10a, Em0004g1007a	jg7111.t1
OG0003918	Em0017g947a	jg25784.t1, jg5935.t1, jg24176.t1
OG0003919	Em0016g1016a	jg24704.t1, jg24692.t1, jg22619.t1, jg30310.t1
OG0003920	Em0001g2869a	jg9108.t1, jg21977.t1
OG0003921	Em0004g24a	jg7186.t1
OG0003922	Em0012g437a, Em0012g422a, Em0012g436a	jg12914.t1, jg1289.t1
OG0003923	Em0017g951a	jg5933.t1, jg25786.t1, jg24178.t1
OG0003924	Em0017g776a	jg25795.t1, jg24193.t1, jg24184.t1, jg19402.t1
OG0003925	Em0004g796a, Em0004g797a	jg7125.t2, jg7125.t1
OG0003926	Em0024g278a, Em0024g479a	jg26088.t1, jg6878.t1
OG0003927	Em0022g34a	jg17909.t2, jg17909.t3, jg17909.t1
OG0003928	Em0013g305a, Em0013g289a, Em0013g306a, Em0013g288a	jg2737.t1
OG0003929	Em0022g181a	jg4054.t1
OG0003930	Em0916g2a, Em0019g310a, Em0019g309a, Em0916g1a	jg2498.t1
OG0003931	Em0004g25a	jg7129.t2, jg7129.t1
OG0003932	Em0021g692a, Em0021g679a, Em0796g5a	jg3701.t2, jg3701.t1
OG0003933	Em0013g210a, Em0004g1061a, Em0013g212a, Em0579g1a	jg7076.t1
OG0003935	Em0458g2a, Em0021g340a	jg8400.t1
OG0003936	Em0022g867a	jg17904.t1
OG0003937	Em0022g761a	jg22202.t1, jg22191.t1, jg3430.t1, jg3430.t2
OG0003938	Em0006g10a, Em0006g18a, Em0006g11a	jg1225.t1, jg8656.t1
OG0003939	Em0869g1a, Em0013g1059a, Em0013g1065a, Em0869g2a	jg2478.t1
OG0003940	Em0014g565a, Em0014g564a, Em0014g563a, Em0614g1a	jg20639.t1
OG0003942	Em0014g71a	jg25611.t1, jg26980.t1, jg24137.t1
OG0003943	Em0021g30a, Em0021g29a, Em0021g32a	jg25773.t1, jg24167.t1
OG0003944	Em0013g1021a, Em0013g995a, Em0013g1000a	jg2690.t1
OG0003945	Em0021g844a, Em0395g13a, Em0021g843a, Em0395g14a	jg15793.t1
OG0003946	Em0012g451a	jg1287.t1, jg12912.t1
OG0003948	Em0004g647a	jg7055.t1
OG0003950	Em0001g1860a, Em0001g1869a, Em0001g1806a, Em0001g1854a, Em0001g1798a	jg19152.t1
OG0003951	Em0017g636a	jg28806.t1, jg28806.t2
OG0003952	Em0021g983a	jg15849.t2, jg15849.t1
OG0003953	Em0001g1148a, Em0001g1151a, Em0001g1239a	jg18904.t1
OG0003955	Em0010g432a, Em0010g433a	jg19117.t1
OG0003956	Em0001g247a, Em0001g264a	jg30335.t1, jg18924.t1
OG0003957	Em0019g382a, Em0001g3822a, Em0216g5a	jg20103.t1, jg19011.t1
OG0003958	Em0266g4a, Em0022g461a, Em0012g983a	jg4271.t1, jg23808.t1
OG0003959	Em0020g545a	jg16722.t1, jg20922.t1, jg29550.t1, jg29550.t2
OG0003961	Em0010g877a	jg29750.t1, jg29751.t1
OG0003962	Em0014g487a, Em0014g412a, Em0014g434a	jg19441.t1
OG0003963	Em0011g53a	jg16786.t1
OG0003964	Em0023g941a	jg5906.t1
OG0003964	Em0023g942a	jg5905.t1
OG0003965	Em0047g3a, Em0014g9a	jg22302.t1, jg6683.t1
OG0003966	Em0018g563a	jg1013.t1, jg23363.t1, jg29586.t2, jg29586.t1
OG0003968	Em0010g895a	jg29767.t1
OG0003969	Em0010g884a	jg29749.t1
OG0003969	Em0010g862a	jg29748.t1
OG0003970	Em0020g826a	jg27892.t1, jg27057.t1, jg27897.t1, jg27051.t1
OG0003971	Em0020g1088a	jg29884.t1, jg29885.t1
OG0003972	Em0020g535a	jg16724.t1, jg16723.t1, jg20913.t1, jg29551.t1
OG0003974	Em0004g1117a	jg6952.t1, jg6952.t2, jg6952.t3
OG0003975	Em0020g349a	jg29388.t1
OG0003976	Em0002g37a	jg11172.t1, jg11171.t1
OG0003977	Em0068g3a, Em0004g1001a	jg7099.t1
OG0003978	Em0629g1a, Em0006g290a, Em0633g1a, Em0006g295a	jg10304.t1, jg20948.t1
OG0003979	Em0021g790a, Em0021g793a, Em0021g775a, Em0021g776a	jg7198.t1
OG0003980	Em0018g80a, Em0018g97a, Em0018g79a	jg25331.t1, jg229.t1
OG0003981	Em0021g212a, Em0015g968a, Em0015g967a	jg13876.t1, jg13876.t3, jg13876.t2
OG0003982	Em0014g6a, Em0047g6a	jg6687.t1, jg22306.t1
OG0003983	Em0020g785a, Em0020g730a	jg7989.t1, jg10086.t1, jg19160.t1
OG0003984	Em0006g1268a, Em0006g1251a, Em0249g3a, Em0006g1255a	jg7040.t1
OG0003985	Em0009g1127a	jg1882.t1, jg1882.t2
OG0003986	Em0023g903a	jg10867.t1, jg10868.t1
OG0003987	Em0017g70a, Em0017g66a, Em0017g67a	jg11164.t1
OG0003988	Em0006g1379a, Em0006g1363a	jg23009.t1
OG0003989	Em0004g1658a	jg6981.t1
OG0003990	Em0068g5a, Em0004g1002a	jg7082.t1
OG0003991	Em0009g1126a	jg15997.t1, jg3478.t1, jg7569.t1
OG0003992	Em0009g1238a	jg7560.t1, jg4649.t1
OG0003993	Em0695g1a, Em0019g641a, Em0695g2a, Em0019g642a	jg24243.t1
OG0003994	Em0022g292a	jg22222.t1, jg17790.t1, jg28986.t1
OG0003995	Em0023g947a	jg15122.t1, jg13766.t1, jg13760.t1, jg15131.t1
OG0003996	Em0016g259a, Em0162g14a	jg15068.t1, jg10465.t1
OG0004008	Em0001g801a, Em0150g5a	jg17613.t1, jg14038.t1, jg24944.t1, jg5452.t1, jg5452.t2
OG0004020	Em0001g2222a, Em0001g2235a, Em0001g2228a, Em0001g2243a, Em0948g2a	jg23006.t1
OG0004073	Em0126g6a, Em0017g441a, Em0009g1319a	jg9298.t1, jg23450.t1, jg16279.t1, jg30371.t1
OG0004083	Em0015g136a, Em0015g141a	jg13902.t1, jg13912.t1
OG0004088	Em0077g9a, Em0016g620a, Em0482g2a, Em0016g619a, Em0077g8a	jg1093.t1, jg4942.t1
OG0004090	Em0018g965a, Em0018g861a	jg25519.t1, jg3101.t1, jg3098.t1, jg25522.t1
OG0004195	Em0037g12a, Em0017g317a	jg11094.t1, jg10809.t1
OG0004198	Em0005g1062a, Em0005g1124a	jg18764.t1
OG0004201	Em0015g1296a, Em0019g411a	jg17582.t1
OG0004202	Em0019g632a, Em0666g3a	jg23482.t1
OG0004203	Em0020g944a	jg29435.t1
OG0004209	Em0014g154a	jg7130.t1
OG0004210	Em0005g1485a	jg11830.t1, jg13306.t1, jg3442.t1
OG0004211	Em0016g359a	jg8994.t1
OG0004212	Em0008g471a	jg20539.t1
OG0004213	Em0021g85a, Em0021g77a	jg16852.t1
OG0004217	Em0022g165a	jg11115.t1
OG0004218	Em0009g1300a	jg12027.t1
OG0004218	Em0009g1301a	jg27666.t1
OG0004220	Em0006g1242a	jg10077.t1, jg1153.t1
OG0004224	Em0008g1227a	jg20775.t1
OG0004228	Em0021g920a	jg7176.t1
OG0004230	Em0030g39a, Em0008g424a	jg8668.t1, jg1235.t1
OG0004231	Em0427g1a, Em0022g940a	jg7247.t1
OG0004232	Em0022g699a	jg30537.t1, jg3127.t1
OG0004235	Em0005g1657a	jg12686.t1
OG0004236	Em0017g590a	jg23024.t1
OG0004238	Em0257g2a, Em0005g858a	jg21932.t1
OG0004240	Em0023g392a, Em0023g402a	jg18462.t1
OG0004241	Em0008g592a	jg14259.t1
OG0004244	Em0016g85a, Em0016g71a	jg23612.t1
OG0004246	Em0020g1069a	jg29801.t1
OG0004249	Em0011g834a	jg6813.t1, jg2810.t1
OG0004251	Em0011g108a, Em0011g91a	jg4500.t1
OG0004252	Em0022g190a	jg29046.t1
OG0004256	Em0012g238a	jg26741.t1, jg8354.t1
OG0004258	Em0004g676a, Em0076g13a	jg7057.t1
OG0004259	Em0016g980a	jg9622.t1, jg25421.t1
OG0004261	Em0005g706a	jg18744.t1
OG0004266	Em0021g786a, Em0021g797a	jg3708.t1
OG0004267	Em0005g1243a	jg20246.t1
OG0004269	Em0015g599a	jg10200.t1, jg24522.t1
OG0004270	Em0016g919a, Em0016g928a	jg18834.t1
OG0004273	Em0023g382a	jg22459.t1
OG0004275	Em0020g599a	jg7971.t1, jg7970.t1
OG0004277	Em0021g279a, Em0762g1a	jg8520.t1
OG0004278	Em0021g344a	jg8485.t1
OG0004281	Em0020g625a	jg29383.t1
OG0004282	Em0016g505a	jg4796.t1
OG0004283	Em0018g856a	jg28602.t1, jg15912.t1, jg28603.t1
OG0004284	Em0005g630a	jg5291.t1, jg17740.t1
OG0004289	Em0009g1293a	jg11593.t1
OG0004291	Em0016g1048a	jg14600.t1
OG0004293	Em0004g66a	jg6917.t1
OG0004294	Em0008g942a	jg18758.t1, jg26056.t1
OG0004295	Em0010g839a	jg11739.t1
OG0004298	Em0001g3159a	jg28885.t1
OG0004299	Em0011g987a	jg15753.t1
OG0004301	Em0023g757a	jg11948.t1
OG0004302	Em0022g369a	jg1110.t1, jg4105.t1
OG0004304	Em0011g463a	jg30270.t1, jg6364.t1
OG0004306	Em0011g830a	jg6811.t1
OG0004308	Em0011g150a	jg6314.t1
OG0004312	Em0020g1096a	jg19990.t1
OG0004313	Em0008g279a	jg2863.t1, jg224.t1
OG0004316	Em0020g212a, Em0020g200a	jg29688.t1
OG0004317	Em0023g364a	jg18539.t1
OG0004318	Em0009g899a	jg940.t1
OG0004319	Em0009g1296a	jg2224.t1
OG0004320	Em0023g293a	jg29941.t1, jg22349.t1
OG0004321	Em0022g466a	jg11717.t1
OG0004323	Em0015g673a	jg14517.t1
OG0004324	Em0011g147a	jg6370.t1, jg30275.t1
OG0004326	Em0010g595a, Em0010g526a	jg3754.t1
OG0004328	Em0015g768a	jg17583.t1
OG0004330	Em0002g1437a	jg352.t1
OG0004331	Em0010g886a	jg29762.t1
OG0004334	Em0016g157a	jg21641.t1
OG0004335	Em0010g66a	jg11632.t1
OG0004337	Em0015g92a, Em0015g1a	jg13852.t1
OG0004338	Em0013g820a	jg14397.t1
OG0004340	Em0002g1441a	jg9159.t1, jg9305.t1, jg10617.t1
OG0004341	Em0013g680a, Em0060g6a	jg14406.t1
OG0004344	Em0017g180a	jg15730.t2, jg15730.t1
OG0004347	Em0011g507a	jg17406.t1
OG0004348	Em0022g693a	jg3251.t1
OG0004349	Em0023g243a	jg20574.t1
OG0004352	Em0016g155a	jg26686.t1, jg10283.t1, jg26681.t1
OG0004353	Em0021g252a	jg1973.t1
OG0004357	Em0007g331a	jg17423.t1
OG0004358	Em0011g643a	jg10688.t1
OG0004363	Em0015g613a	jg17032.t1
OG0004364	Em0011g34a	jg11298.t1, jg30205.t1
OG0004366	Em0005g1548a	jg12761.t1
OG0004367	Em0007g246a, Em0007g244a	jg9851.t1
OG0004368	Em0012g899a	jg8466.t1
OG0004372	Em0008g708a	jg7067.t1
OG0004373	Em0005g1560a, Em0005g1571a	jg18774.t1
OG0004374	Em0011g1192a	jg8776.t1
OG0004375	Em0022g172a	jg7243.t1
OG0004378	Em0023g802a	jg24365.t1, jg1412.t1
OG0004381	Em0005g1584a	jg12710.t1
OG0004385	Em0015g420a, Em0010g8a	jg14392.t1
OG0004386	Em0023g444a	jg9814.t1
OG0004388	Em0022g577a, Em0022g574a	jg29009.t1
OG0004389	Em0001g228a	jg19106.t1
OG0004390	Em0022g123a	jg28932.t1
OG0004391	Em0648g12a, Em0010g38a	jg12189.t1
OG0004393	Em0024g122a, Em0024g121a	jg17943.t1
OG0004395	Em0022g691a	jg3121.t1, jg30543.t1
OG0004397	Em0018g1176a, Em0018g1193a	jg17547.t1
OG0004399	Em0011g818a	jg10727.t1
OG0004400	Em0023g275a, Em0023g282a	jg20723.t1, jg20724.t1
OG0004402	Em0019g713a	jg28316.t1
OG0004403	Em0016g154a	jg10284.t1, jg26680.t1
OG0004405	Em0015g804a	jg8040.t1, jg8039.t1
OG0004406	Em0019g712a	jg28317.t1, jg28318.t1
OG0004407	Em0007g18a, Em0007g25a	jg9830.t1
OG0004408	Em0008g1113a	jg2870.t1
OG0004410	Em0020g629a	jg22782.t1, jg22126.t1
OG0004415	Em0019g1048a	jg28027.t1
OG0004416	Em0021g909a	jg15877.t1
OG0004417	Em0011g18a	jg11319.t1, jg30225.t1
OG0004419	Em0020g191a	jg29806.t1
OG0004420	Em0009g1167a	jg27654.t1
OG0004421	Em0009g1118a	jg1874.t1
OG0004422	Em0020g943a	jg29436.t1
OG0004427	Em0021g307a	jg27169.t1
OG0004428	Em0018g559a, Em0018g557a	jg886.t1
OG0004431	Em0016g561a	jg8873.t1
OG0004433	Em0016g1024a	jg19296.t2, jg19296.t1
OG0004434	Em0018g1157a	jg28608.t1
OG0004435	Em0001g53a, Em0001g56a	jg9049.t1, jg12596.t1
OG0004436	Em0010g727a	jg4614.t1
OG0004441	Em0018g242a	jg13712.t1
OG0004442	Em0001g2114a	jg19044.t1
OG0004443	Em0158g3a	jg17381.t1
OG0004444	Em0013g1104a, Em0013g1093a	jg2611.t1
OG0004447	Em0022g229a	jg12153.t1
OG0004449	Em0016g588a	jg14579.t1
OG0004450	Em0016g239a	jg8880.t1
OG0004451	Em0151g5a, Em0023g205a	jg20737.t1
OG0004454	Em0015g1291a, Em0015g1272a	jg17063.t1
OG0004455	Em0019g241a	jg27974.t1
OG0004456	Em0217g1a	jg14581.t1
OG0004457	Em0011g365a	jg6368.t1, jg30274.t1
OG0004459	Em0019g687a, Em0021g834a	jg15795.t1
OG0004461	Em0022g285a	jg24117.t1
OG0004463	Em0021g994a	jg12183.t1
OG0004464	Em0011g26a	jg14916.t1
OG0004465	Em0011g432a, Em0023g496a	jg21050.t1, jg14530.t1
OG0004466	Em0014g674a, Em0014g676a	jg19947.t1
OG0004468	Em0003g385a, Em0003g381a	jg17969.t1
OG0004469	Em0011g143a, Em0011g154a	jg14596.t1
OG0004470	Em0005g1462a	jg12636.t1, jg12637.t1
OG0004471	Em0016g915a, Em0016g916a	jg19259.t1
OG0004475	Em0006g865a, Em0012g88a	jg5490.t1, jg24931.t1, jg5640.t1
OG0004480	Em0008g324a, Em0001g1652a, Em0008g332a	jg3409.t1
OG0004481	Em0003g528a	jg20085.t1, jg20085.t2
OG0004482	Em0018g1192a, Em0018g1177a	jg17548.t1
OG0004483	Em0021g66a	jg11910.t1
OG0004484	Em0015g1241a, Em0015g1218a	jg14402.t1
OG0004485	Em0006g1042a	jg96.t1, jg12533.t1
OG0004486	Em0011g587a, Em0011g569a	jg10724.t1
OG0004487	Em0015g60a	jg13893.t1
OG0004488	Em0021g545a	jg3714.t1
OG0004491	Em0022g167a	jg24104.t1, jg1059.t1, jg24105.t1
OG0004494	Em0022g561a	jg27350.t1, jg22589.t1
OG0004495	Em0017g314a, Em0037g9a	jg11098.t1
OG0004496	Em0021g815a	jg15833.t1
OG0004497	Em0015g436a	jg14433.t1
OG0004498	Em0004g136a	jg648.t1, jg7296.t1, jg22891.t1
OG0004499	Em0002g1436a	jg23078.t1
OG0004504	Em0022g406a	jg29095.t1
OG0004505	Em0016g225a	jg8881.t1
OG0004506	Em0011g1193a	jg11394.t1, jg18243.t1
OG0004507	Em0010g851a, Em0020g624a	jg29382.t1
OG0004509	Em0004g82a	jg12378.t1
OG0004510	Em0011g862a	jg6798.t1
OG0004514	Em0009g401a, Em0009g399a	jg11473.t1
OG0004516	Em0002g1062a, Em0002g1068a	jg10826.t1
OG0004517	Em0009g1027a	jg6209.t1
OG0004518	Em0013g189a, Em0009g1175a	jg6208.t1
OG0004521	Em0022g193a	jg28977.t1
OG0004523	Em0023g403a	jg18461.t1
OG0004524	Em0013g566a	jg24566.t1
OG0004525	Em0009g681a	jg7689.t1, jg12581.t1, jg23395.t1
OG0004526	Em0021g847a, Em0395g10a	jg12196.t1
OG0004528	Em0023g520a, Em0023g511a	jg18509.t1
OG0004529	Em0021g813a	jg975.t1
OG0004531	Em0023g39a	jg24534.t1
OG0004533	Em0019g834a	jg28549.t1
OG0004535	Em0015g785a	jg13865.t1
OG0004536	Em0021g631a	jg12186.t1
OG0004537	Em0005g41a, Em0005g25a	jg20312.t1
OG0004538	Em0026g5a	jg17341.t1
OG0004541	Em0015g624a	jg17035.t1
OG0004543	Em0016g282a	jg12467.t1, jg24676.t1
OG0004544	Em0015g634a, Em0015g625a	jg17034.t1
OG0004546	Em0015g1149a, Em0015g1144a	jg13924.t1
OG0004548	Em0022g161a	jg29002.t1, jg29004.t1
OG0004551	Em0666g7a, Em0019g628a	jg17774.t1
OG0004552	Em0009g1123a	jg15994.t1, jg7566.t1, jg3475.t1
OG0004554	Em0022g665a	jg3126.t1, jg30538.t1
OG0004555	Em0018g1028a, Em0018g1075a	jg1898.t1
OG0004557	Em0016g936a, Em0582g6a	jg19268.t1
OG0004560	Em0009g657a	jg16013.t1, jg7647.t1
OG0004561	Em0017g961a, Em0019g205a	jg28233.t1
OG0004562	Em0010g454a, Em0010g471a	jg11565.t1
OG0004563	Em0023g742a	jg18545.t1, jg18546.t1
OG0004565	Em0016g521a	jg19248.t1
OG0004568	Em0011g864a	jg6797.t1
OG0004569	Em0016g178a, Em0016g174a	jg23617.t1
OG0004570	Em0005g1220a	jg483.t1
OG0004571	Em0024g274a, Em0024g497a	jg17453.t1
OG0004573	Em0016g175a, Em0016g179a	jg23616.t1
OG0004574	Em0010g916a	jg29429.t1
OG0004575	Em0011g873a, Em0011g872a	jg6795.t1
OG0004580	Em0021g654a, Em0024g177a, Em0284g3a	jg1171.t1, jg26511.t1
OG0004583	Em0005g1532a	jg12646.t1, jg1737.t1
OG0004585	Em0018g346a, Em0200g8a	jg20003.t1
OG0004587	Em0014g76a, Em0621g6a	jg22468.t1
OG0004589	Em0006g465a	jg23760.t1, jg18291.t1, jg23755.t1
OG0004590	Em0011g847a, Em0006g1362a	jg5348.t1
OG0004591	Em0022g647a	jg29032.t1, jg29033.t1
OG0004594	Em0009g107a	jg7665.t1
OG0004595	Em0018g809a	jg1949.t1
OG0004599	Em0162g5a, Em0016g252a	jg12447.t1, jg24649.t1
OG0004602	Em0011g263a, Em0011g278a	jg6322.t1
OG0004603	Em0011g277a, Em0011g262a	jg6323.t1
OG0004604	Em0019g552a, Em0904g2a	jg24231.t1
OG0004605	Em0018g934a, Em0018g922a	jg28431.t1
OG0004610	Em0608g1a	jg5700.t1, jg28814.t1
OG0004611	Em0003g1139a, Em0005g729a, Em0005g973a	jg24373.t1, jg24369.t1
OG0004612	Em0018g1000a	jg17546.t1
OG0004614	Em0008g1018a	jg20627.t1
OG0004621	Em0018g545a, Em0007g1324a	jg24130.t1
OG0004627	Em0001g879a, Em0001g1388a	jg8542.t1, jg8543.t1
OG0004628	Em0015g568a	jg16241.t1, jg24609.t1
OG0004629	Em0019g624a	jg8535.t1, jg8535.t2
OG0004630	Em0011g139a	jg4467.t1
OG0004631	Em0022g372a	jg7254.t1
OG0004633	Em0022g442a	jg27140.t1, jg4420.t1
OG0004634	Em0015g504a	jg12232.t1
OG0004636	Em0022g493a	jg27139.t1, jg4421.t1
OG0004639	Em0006g528a, Em0006g530a	jg12500.t1
OG0004641	Em0005g315a, Em0016g98a, Em0001g1350a, Em0017g914a	jg25388.t1
OG0004642	Em0020g437a, Em0020g465a	jg13465.t1, jg7955.t1
OG0004643	Em0007g312a, Em0007g294a	jg4704.t1
