HOG	OG	Gene Tree Parent Clade	Amphimedon_UP000007879_400682	Ephydatia_Emu_v1_prots	Human_UP000005640_9606	Niphates_augustus.hints.aa
N2.HOG0014213	OG0016711	-	tr|A0A1X7U3D5|A0A1X7U3D5_AMPQE			jg869.t1
N2.HOG0014214	OG0016712	-	tr|A0A1X7U3E1|A0A1X7U3E1_AMPQE			jg875.t1
N2.HOG0014215	OG0016713	-	tr|A0A1X7U3F3|A0A1X7U3F3_AMPQE, tr|A0A1X7UFH2|A0A1X7UFH2_AMPQE			
N2.HOG0014216	OG0016714	-	tr|A0A1X7VM95|A0A1X7VM95_AMPQE, tr|A0A1X7U3G1|A0A1X7U3G1_AMPQE			
N2.HOG0014217	OG0016715	-	tr|A0A1X7U3J3|A0A1X7U3J3_AMPQE, tr|A0A1X7VY48|A0A1X7VY48_AMPQE			
N2.HOG0014218	OG0016716	-	tr|A0A1X7U3J5|A0A1X7U3J5_AMPQE, tr|A0A1X7V515|A0A1X7V515_AMPQE			
N2.HOG0014219	OG0016717	-	tr|A0A1X7U3J7|A0A1X7U3J7_AMPQE			jg4104.t1
N2.HOG0014220	OG0016718	-	tr|A0A1X7U3L4|A0A1X7U3L4_AMPQE, tr|A0A1X7U4H9|A0A1X7U4H9_AMPQE			
N2.HOG0014221	OG0016719	-	tr|A0A1X7U3L8|A0A1X7U3L8_AMPQE			jg17840.t1
N2.HOG0014222	OG0016720	-	tr|A0A1X7U3M6|A0A1X7U3M6_AMPQE			jg26793.t1
N2.HOG0014223	OG0016721	-	tr|A0A1X7U3N5|A0A1X7U3N5_AMPQE			jg9811.t1
N2.HOG0014224	OG0016722	-	tr|A0A1X7U3R0|A0A1X7U3R0_AMPQE			jg11580.t1
N2.HOG0014225	OG0016723	-	tr|A0A1X7U3T4|A0A1X7U3T4_AMPQE			jg20292.t1
N2.HOG0014226	OG0016724	-	tr|A0A1X7U3U0|A0A1X7U3U0_AMPQE			jg21671.t1
N2.HOG0014227	OG0016725	-	tr|A0A1X7U3V2|A0A1X7U3V2_AMPQE			jg23461.t1
N2.HOG0014228	OG0016726	-	tr|A0A1X7UML7|A0A1X7UML7_AMPQE, tr|A0A1X7U3Z0|A0A1X7U3Z0_AMPQE			
N2.HOG0014229	OG0016727	-	tr|A0A1X7U409|A0A1X7U409_AMPQE			jg3389.t1
N2.HOG0014230	OG0016728	-	tr|A0A1X7U413|A0A1X7U413_AMPQE			jg3392.t1
N2.HOG0014231	OG0016729	-	tr|A0A1X7U427|A0A1X7U427_AMPQE, tr|A0A1X7URN0|A0A1X7URN0_AMPQE			
N2.HOG0014232	OG0016730	-	tr|A0A1X7U436|A0A1X7U436_AMPQE			jg11579.t1
N2.HOG0014233	OG0016731	-	tr|A0A1X7U440|A0A1X7U440_AMPQE			jg21660.t1
N2.HOG0014234	OG0016732	-	tr|A0A1X7U462|A0A1X7U462_AMPQE			jg4102.t1
N2.HOG0014235	OG0016733	-	tr|A0A1X7U474|A0A1X7U474_AMPQE			jg11547.t1
N2.HOG0014236	OG0016734	-	tr|A0A1X7U478|A0A1X7U478_AMPQE			jg11552.t1
N2.HOG0014237	OG0016735	-	tr|A0A1X7UWM7|A0A1X7UWM7_AMPQE, tr|A0A1X7U4B2|A0A1X7U4B2_AMPQE			
N2.HOG0014238	OG0016736	-	tr|A0A1X7U4B8|A0A1X7U4B8_AMPQE			jg11586.t1
N2.HOG0014239	OG0016737	-	tr|A0A1X7U4F5|A0A1X7U4F5_AMPQE			jg4494.t1
N2.HOG0014240	OG0016738	-	tr|A0A1X7U4G4|A0A1X7U4G4_AMPQE			jg4483.t1
N2.HOG0014241	OG0016739	-	tr|A0A1X7U4H2|A0A1X7U4H2_AMPQE			jg4475.t1
N2.HOG0014242	OG0016740	-	tr|A0A1X7U4I5|A0A1X7U4I5_AMPQE			jg14650.t1
N2.HOG0014243	OG0016741	-	tr|A0A1X7U4J1|A0A1X7U4J1_AMPQE, tr|A0A1X7UYS7|A0A1X7UYS7_AMPQE			
N2.HOG0014244	OG0016742	-	tr|A0A1X7U4L0|A0A1X7U4L0_AMPQE			jg14634.t1
N2.HOG0014245	OG0016743	-	tr|A0A1X7U4L8|A0A1X7U4L8_AMPQE			jg22937.t1
N2.HOG0014246	OG0016744	-	tr|A0A1X7U4M9|A0A1X7U4M9_AMPQE			jg11545.t1
N2.HOG0014247	OG0016745	-	tr|A0A1X7U4N9|A0A1X7U4N9_AMPQE			jg4611.t1
N2.HOG0014248	OG0016746	-	tr|A0A1X7U7T6|A0A1X7U7T6_AMPQE, tr|A0A1X7U4P3|A0A1X7U4P3_AMPQE			
N2.HOG0014249	OG0016747	-	tr|A0A1X7U4R4|A0A1X7U4R4_AMPQE			jg6199.t1
N2.HOG0014250	OG0016748	-	tr|A0A1X7U4R7|A0A1X7U4R7_AMPQE, tr|A0A1X7VID8|A0A1X7VID8_AMPQE			
N2.HOG0014251	OG0016749	-	tr|A0A1X7U4Y4|A0A1X7U4Y4_AMPQE			jg14637.t1
N2.HOG0014252	OG0016750	-	tr|A0A1X7U4Z1|A0A1X7U4Z1_AMPQE			jg6197.t1
N2.HOG0014253	OG0016751	-	tr|A0A1X7U4Z3|A0A1X7U4Z3_AMPQE			jg8941.t1
N2.HOG0014254	OG0016752	-	tr|A0A1X7U4Z7|A0A1X7U4Z7_AMPQE			jg8947.t1
N2.HOG0014255	OG0016753	-	tr|A0A1X7U500|A0A1X7U500_AMPQE, tr|A0A1X7VI22|A0A1X7VI22_AMPQE			
N2.HOG0014256	OG0016754	-	tr|A0A1X7V2D6|A0A1X7V2D6_AMPQE, tr|A0A1X7U512|A0A1X7U512_AMPQE			
N2.HOG0014257	OG0016755	-	tr|A0A1X7U545|A0A1X7U545_AMPQE			jg4466.t1
N2.HOG0014258	OG0016756	-	tr|A0A1X7U560|A0A1X7U560_AMPQE			jg4486.t1
N2.HOG0014259	OG0016757	-	tr|A0A1X7U561|A0A1X7U561_AMPQE			jg14640.t1
N2.HOG0014260	OG0016758	-	tr|A0A1X7UCZ9|A0A1X7UCZ9_AMPQE, tr|A0A1X7U573|A0A1X7U573_AMPQE			
N2.HOG0014261	OG0016759	-	tr|A0A1X7U585|A0A1X7U585_AMPQE			jg11533.t1
N2.HOG0014262	OG0016760	-	tr|A0A1X7U5C6|A0A1X7U5C6_AMPQE, tr|A0A1X7UZS3|A0A1X7UZS3_AMPQE			
N2.HOG0014263	OG0016761	-	tr|A0A1X7U5E4|A0A1X7U5E4_AMPQE			jg19320.t1
N2.HOG0014264	OG0016762	-	tr|A0A1X7U5G6|A0A1X7U5G6_AMPQE			jg11551.t2
N2.HOG0014265	OG0016763	-	tr|A0A1X7U5G7|A0A1X7U5G7_AMPQE			jg21905.t1
N2.HOG0014266	OG0016764	-	tr|A0A1X7U5J2|A0A1X7U5J2_AMPQE			jg4485.t1
N2.HOG0014267	OG0016765	-	tr|A0A1X7VGX6|A0A1X7VGX6_AMPQE, tr|A0A1X7U5J5|A0A1X7U5J5_AMPQE			
N2.HOG0014268	OG0016766	-	tr|A0A1X7U5L9|A0A1X7U5L9_AMPQE			jg14733.t1
N2.HOG0014269	OG0016768	-	tr|A0A1X7U5N9|A0A1X7U5N9_AMPQE			jg9449.t1
N2.HOG0014270	OG0016769	-	tr|A0A1X7U5Q0|A0A1X7U5Q0_AMPQE			jg4503.t1
N2.HOG0014271	OG0016770	-	tr|A0A1X7U5S3|A0A1X7U5S3_AMPQE, tr|A0A1X7U6G8|A0A1X7U6G8_AMPQE			
N2.HOG0014272	OG0016771	-	tr|A0A1X7U5U3|A0A1X7U5U3_AMPQE, tr|A0A1X7VUS2|A0A1X7VUS2_AMPQE			
N2.HOG0014273	OG0016772	-	tr|A0A1X7V1H0|A0A1X7V1H0_AMPQE, tr|A0A1X7U5U7|A0A1X7U5U7_AMPQE			
N2.HOG0014274	OG0016773	-	tr|A0A1X7U5Z5|A0A1X7U5Z5_AMPQE			jg21636.t1
N2.HOG0014275	OG0016774	-	tr|A0A1X7U625|A0A1X7U625_AMPQE			jg929.t1
N2.HOG0014276	OG0016775	-	tr|A0A1X7U629|A0A1X7U629_AMPQE, tr|A0A1X7UPQ5|A0A1X7UPQ5_AMPQE			
N2.HOG0014277	OG0016776	-	tr|A0A1X7U6U8|A0A1X7U6U8_AMPQE, tr|A0A1X7U645|A0A1X7U645_AMPQE			
N2.HOG0014278	OG0016777	-	tr|A0A1X7U673|A0A1X7U673_AMPQE			jg18755.t1
N2.HOG0014279	OG0016778	-	tr|A0A1X7VGR2|A0A1X7VGR2_AMPQE, tr|A0A1X7U681|A0A1X7U681_AMPQE			
N2.HOG0014280	OG0016779	-	tr|A0A1X7U777|A0A1X7U777_AMPQE, tr|A0A1X7U682|A0A1X7U682_AMPQE			
N2.HOG0014281	OG0016780	-	tr|A0A1X7U690|A0A1X7U690_AMPQE, tr|A0A1X7VA89|A0A1X7VA89_AMPQE			
N2.HOG0014282	OG0016781	-	tr|A0A1X7U6C1|A0A1X7U6C1_AMPQE			jg14732.t1
N2.HOG0014283	OG0016782	-	tr|A0A1X7VH02|A0A1X7VH02_AMPQE, tr|A0A1X7U6E0|A0A1X7U6E0_AMPQE			
N2.HOG0014284	OG0016783	-	tr|A0A1X7U6E1|A0A1X7U6E1_AMPQE			jg13967.t1
N2.HOG0014285	OG0016785	-	tr|A0A1X7U6L2|A0A1X7U6L2_AMPQE			jg12683.t1
N2.HOG0014286	OG0016786	-	tr|A0A1X7VCF2|A0A1X7VCF2_AMPQE, tr|A0A1X7U6L3|A0A1X7U6L3_AMPQE			
N2.HOG0014287	OG0016787	-	tr|A0A1X7U6M9|A0A1X7U6M9_AMPQE, tr|A0A1X7UPP9|A0A1X7UPP9_AMPQE			
N2.HOG0014288	OG0016788	-	tr|A0A1X7U6P6|A0A1X7U6P6_AMPQE			jg26433.t1
N2.HOG0014289	OG0016789	-	tr|A0A1X7U6T0|A0A1X7U6T0_AMPQE			jg2832.t1
N2.HOG0014290	OG0016790	-	tr|A0A1X7U6W0|A0A1X7U6W0_AMPQE			jg12680.t1
N2.HOG0014291	OG0016791	-	tr|A0A1X7U701|A0A1X7U701_AMPQE, tr|A0A1X7UE91|A0A1X7UE91_AMPQE			
N2.HOG0014292	OG0016792	-	tr|A0A1X7U706|A0A1X7U706_AMPQE			jg5696.t1
N2.HOG0014293	OG0016793	-	tr|A0A1X7V404|A0A1X7V404_AMPQE, tr|A0A1X7U711|A0A1X7U711_AMPQE			
N2.HOG0014294	OG0016794	-	tr|I1EC90|I1EC90_AMPQE, tr|A0A1X7U719|A0A1X7U719_AMPQE			
N2.HOG0014295	OG0016795	-	tr|A0A1X7U974|A0A1X7U974_AMPQE, tr|A0A1X7U721|A0A1X7U721_AMPQE			
N2.HOG0014296	OG0016796	-	tr|A0A1X7U723|A0A1X7U723_AMPQE			jg10195.t1
N2.HOG0014297	OG0016797	-	tr|A0A1X7U726|A0A1X7U726_AMPQE			jg23766.t1
N2.HOG0014298	OG0016798	-	tr|A0A1X7U732|A0A1X7U732_AMPQE, tr|A0A1X7UKV5|A0A1X7UKV5_AMPQE			
N2.HOG0014299	OG0016799	-	tr|A0A1X7U738|A0A1X7U738_AMPQE			jg20533.t1
N2.HOG0014300	OG0016800	-	tr|A0A1X7U779|A0A1X7U779_AMPQE			jg21917.t1
N2.HOG0014301	OG0016801	-	tr|A0A1X7U7B7|A0A1X7U7B7_AMPQE			jg23511.t1
N2.HOG0014302	OG0016802	-	tr|A0A1X7U7B8|A0A1X7U7B8_AMPQE			jg955.t1
N2.HOG0014303	OG0016803	-	tr|A0A1X7UNB2|A0A1X7UNB2_AMPQE, tr|A0A1X7U7I1|A0A1X7U7I1_AMPQE			
N2.HOG0014304	OG0016804	-	tr|A0A1X7U7L3|A0A1X7U7L3_AMPQE			jg8204.t1
N2.HOG0014305	OG0016805	-	tr|A0A1X7U7L5|A0A1X7U7L5_AMPQE, tr|A0A1X7U822|A0A1X7U822_AMPQE			
N2.HOG0014306	OG0016806	-	tr|A0A1X7U7L8|A0A1X7U7L8_AMPQE			jg8209.t1
N2.HOG0014307	OG0016807	-	tr|A0A1X7U7P0|A0A1X7U7P0_AMPQE			jg8235.t1
N2.HOG0014308	OG0016808	-	tr|A0A1X7U7Q5|A0A1X7U7Q5_AMPQE			jg963.t1
N2.HOG0014309	OG0016809	-	tr|A0A1X7U7R0|A0A1X7U7R0_AMPQE			jg960.t1
N2.HOG0014310	OG0016810	-	tr|A0A1X7U7R3|A0A1X7U7R3_AMPQE			jg4559.t1
N2.HOG0014311	OG0016811	-	tr|A0A1X7U7S5|A0A1X7U7S5_AMPQE, tr|A0A1X7UPT1|A0A1X7UPT1_AMPQE			
N2.HOG0014312	OG0016813	-	tr|A0A1X7U7V0|A0A1X7U7V0_AMPQE			jg4363.t1
N2.HOG0014313	OG0016814	-	tr|A0A1X7U7W6|A0A1X7U7W6_AMPQE			jg29151.t1
N2.HOG0014314	OG0016815	-	tr|A0A1X7U7Y2|A0A1X7U7Y2_AMPQE, tr|A0A1X7UUB8|A0A1X7UUB8_AMPQE			
N2.HOG0014315	OG0016816	-	tr|A0A1X7U7Y9|A0A1X7U7Y9_AMPQE, tr|A0A1X7UWK5|A0A1X7UWK5_AMPQE			
N2.HOG0014316	OG0016817	-	tr|A0A1X7UQV1|A0A1X7UQV1_AMPQE, tr|A0A1X7U804|A0A1X7U804_AMPQE			
N2.HOG0014317	OG0016818	-	tr|A0A1X7U812|A0A1X7U812_AMPQE			jg21663.t1
N2.HOG0014318	OG0016819	-	tr|A0A1X7U828|A0A1X7U828_AMPQE			jg957.t1
N2.HOG0014319	OG0016820	-	tr|A0A1X7U841|A0A1X7U841_AMPQE			jg16557.t1
N2.HOG0014320	OG0016821	-	tr|A0A1X7U853|A0A1X7U853_AMPQE			jg459.t1
N2.HOG0014321	OG0016822	-	tr|A0A1X7U863|A0A1X7U863_AMPQE			jg29744.t1
N2.HOG0014322	OG0016823	-	tr|A0A1X7U864|A0A1X7U864_AMPQE			jg23319.t1
N2.HOG0014323	OG0016825	-	tr|A0A1X7U8A5|A0A1X7U8A5_AMPQE			jg11633.t1
N2.HOG0014324	OG0016826	-	tr|A0A1X7U8B9|A0A1X7U8B9_AMPQE			jg23775.t2
N2.HOG0014325	OG0016827	-	tr|A0A1X7U8E4|A0A1X7U8E4_AMPQE			jg8203.t1
N2.HOG0014326	OG0016828	-	tr|A0A1X7U8E7|A0A1X7U8E7_AMPQE			jg23765.t1
N2.HOG0014327	OG0016829	-	tr|A0A1X7U8F5|A0A1X7U8F5_AMPQE			jg23775.t1
N2.HOG0014328	OG0016830	-	tr|A0A1X7U8F6|A0A1X7U8F6_AMPQE			jg29720.t1
N2.HOG0014329	OG0016831	-	tr|A0A1X7U8H0|A0A1X7U8H0_AMPQE			jg8793.t1
N2.HOG0014330	OG0016832	-	tr|A0A1X7VA53|A0A1X7VA53_AMPQE, tr|A0A1X7U8H7|A0A1X7U8H7_AMPQE			
N2.HOG0014331	OG0016833	-	tr|A0A1X7U8J1|A0A1X7U8J1_AMPQE, tr|A0A1X7VE37|A0A1X7VE37_AMPQE			
N2.HOG0014332	OG0016834	-	tr|A0A1X7U8J3|A0A1X7U8J3_AMPQE			jg961.t1
N2.HOG0014333	OG0016835	-	tr|A0A1X7U8J4|A0A1X7U8J4_AMPQE			jg5751.t1
N2.HOG0014334	OG0016836	-	tr|A0A1X7U8L6|A0A1X7U8L6_AMPQE			jg16569.t1
N2.HOG0014335	OG0016837	-	tr|A0A1X7U8M1|A0A1X7U8M1_AMPQE			jg17122.t1
N2.HOG0014336	OG0016838	-	tr|A0A1X7U8N8|A0A1X7U8N8_AMPQE, tr|A0A1X7UA21|A0A1X7UA21_AMPQE			
N2.HOG0014337	OG0016839	-	tr|A0A1X7U8P1|A0A1X7U8P1_AMPQE			jg29221.t1
N2.HOG0014338	OG0016840	-	tr|A0A1X7U8R2|A0A1X7U8R2_AMPQE			jg25712.t1
N2.HOG0014339	OG0016841	-	tr|A0A1X7U8R5|A0A1X7U8R5_AMPQE, tr|A0A1X7UTY1|A0A1X7UTY1_AMPQE			
N2.HOG0014340	OG0016842	-	tr|A0A1X7U8V1|A0A1X7U8V1_AMPQE			jg18120.t1
N2.HOG0014341	OG0016843	-	tr|A0A1X7U8V2|A0A1X7U8V2_AMPQE			jg19901.t1
N2.HOG0014342	OG0016844	-	tr|A0A1X7U8Y3|A0A1X7U8Y3_AMPQE, tr|A0A1X7UG30|A0A1X7UG30_AMPQE			
N2.HOG0014343	OG0016845	-	tr|A0A1X7U8Y5|A0A1X7U8Y5_AMPQE, tr|A0A1X7V148|A0A1X7V148_AMPQE			
N2.HOG0014344	OG0016846	-	tr|A0A1X7U8Z7|A0A1X7U8Z7_AMPQE			jg25122.t1
N2.HOG0014345	OG0016847	-	tr|A0A1X7U931|A0A1X7U931_AMPQE			jg29745.t1
N2.HOG0014346	OG0016848	-	tr|A0A1X7U933|A0A1X7U933_AMPQE			jg174.t1
N2.HOG0014347	OG0016849	-	tr|A0A1X7U937|A0A1X7U937_AMPQE			jg8125.t1
N2.HOG0014348	OG0016850	-	tr|A0A1X7U968|A0A1X7U968_AMPQE			jg1635.t1
N2.HOG0014349	OG0016852	-	tr|A0A1X7U9C9|A0A1X7U9C9_AMPQE			jg11275.t1
N2.HOG0014350	OG0016853	-	tr|A0A1X7U9D6|A0A1X7U9D6_AMPQE			jg18004.t1
N2.HOG0014351	OG0016854	-	tr|A0A1X7U9G4|A0A1X7U9G4_AMPQE			jg1374.t1
N2.HOG0014352	OG0016855	-	tr|A0A1X7U9L9|A0A1X7U9L9_AMPQE			jg8469.t1
N2.HOG0014353	OG0016856	-	tr|A0A1X7U9N7|A0A1X7U9N7_AMPQE			jg9118.t1
N2.HOG0014354	OG0016857	-	tr|A0A1X7U9P5|A0A1X7U9P5_AMPQE			jg25018.t1
N2.HOG0014355	OG0016858	-	tr|A0A1X7U9P8|A0A1X7U9P8_AMPQE			jg26444.t1
N2.HOG0014356	OG0016859	-	tr|A0A1X7U9Q0|A0A1X7U9Q0_AMPQE, tr|A0A1X7V2F0|A0A1X7V2F0_AMPQE			
N2.HOG0014357	OG0016860	-	tr|A0A1X7U9R5|A0A1X7U9R5_AMPQE			jg30352.t1
N2.HOG0014358	OG0016861	-	tr|A0A1X7UX73|A0A1X7UX73_AMPQE, tr|A0A1X7U9S5|A0A1X7U9S5_AMPQE			
N2.HOG0014359	OG0016862	-	tr|A0A1X7U9T7|A0A1X7U9T7_AMPQE, tr|A0A1X7UCM1|A0A1X7UCM1_AMPQE			
N2.HOG0014360	OG0016863	-	tr|A0A1X7U9U6|A0A1X7U9U6_AMPQE			jg23033.t1
N2.HOG0014361	OG0016864	-	tr|A0A1X7U9U9|A0A1X7U9U9_AMPQE			jg17993.t1
N2.HOG0014362	OG0016865	-	tr|A0A1X7U9V6|A0A1X7U9V6_AMPQE			jg23045.t1
N2.HOG0014363	OG0016866	-	tr|A0A1X7U9X6|A0A1X7U9X6_AMPQE, tr|A0A1X7VG49|A0A1X7VG49_AMPQE			
N2.HOG0014364	OG0016867	-	tr|A0A1X7UBC9|A0A1X7UBC9_AMPQE, tr|A0A1X7U9Y1|A0A1X7U9Y1_AMPQE			
N2.HOG0014365	OG0016868	-	tr|A0A1X7U9Z5|A0A1X7U9Z5_AMPQE, tr|A0A1X7URY1|A0A1X7URY1_AMPQE			
N2.HOG0014366	OG0016869	-	tr|A0A1X7UW00|A0A1X7UW00_AMPQE, tr|A0A1X7U9Z6|A0A1X7U9Z6_AMPQE			
N2.HOG0014367	OG0016870	-	tr|A0A1X7U9Z7|A0A1X7U9Z7_AMPQE			jg8139.t1
N2.HOG0014368	OG0016871	-	tr|A0A1X7UA14|A0A1X7UA14_AMPQE			jg22791.t1
N2.HOG0014369	OG0016872	-	tr|A0A1X7UA58|A0A1X7UA58_AMPQE			jg14166.t1
N2.HOG0014370	OG0016873	-	tr|A0A1X7UA77|A0A1X7UA77_AMPQE			jg2803.t1
N2.HOG0014371	OG0016874	-	tr|A0A1X7UA82|A0A1X7UA82_AMPQE			jg25794.t1
N2.HOG0014372	OG0016875	-	tr|A0A1X7UA87|A0A1X7UA87_AMPQE			jg3008.t1
N2.HOG0014373	OG0016876	-	tr|A0A1X7UA93|A0A1X7UA93_AMPQE			jg12638.t1
N2.HOG0014374	OG0016877	-	tr|A0A1X7UAB5|A0A1X7UAB5_AMPQE, tr|A0A1X7VJT5|A0A1X7VJT5_AMPQE			
N2.HOG0014375	OG0016878	-	tr|A0A1X7UAD7|A0A1X7UAD7_AMPQE			jg16037.t1
N2.HOG0014376	OG0016879	-	tr|A0A1X7UAE4|A0A1X7UAE4_AMPQE, tr|A0A1X7UMI7|A0A1X7UMI7_AMPQE			
N2.HOG0014377	OG0016880	-	tr|A0A1X7UAH9|A0A1X7UAH9_AMPQE, tr|A0A1X7UB05|A0A1X7UB05_AMPQE			
N2.HOG0014378	OG0016881	-	tr|A0A1X7UBC4|A0A1X7UBC4_AMPQE, tr|A0A1X7UAI1|A0A1X7UAI1_AMPQE			
N2.HOG0014379	OG0016882	-	tr|A0A1X7UJY9|A0A1X7UJY9_AMPQE, tr|A0A1X7UAI3|A0A1X7UAI3_AMPQE			
N2.HOG0014380	OG0016883	-	tr|A0A1X7UYG4|A0A1X7UYG4_AMPQE, tr|A0A1X7UAJ8|A0A1X7UAJ8_AMPQE			
N2.HOG0014381	OG0016884	-	tr|A0A1X7UAK5|A0A1X7UAK5_AMPQE, tr|A0A1X7UGG5|A0A1X7UGG5_AMPQE			
N2.HOG0014382	OG0016885	-	tr|A0A1X7UAM3|A0A1X7UAM3_AMPQE			jg23038.t1
N2.HOG0014383	OG0016886	-	tr|A0A1X7UAN7|A0A1X7UAN7_AMPQE			jg11655.t1
N2.HOG0014384	OG0016887	-	tr|A0A1X7UAQ8|A0A1X7UAQ8_AMPQE, tr|A0A1X7VSP9|A0A1X7VSP9_AMPQE			
N2.HOG0014385	OG0016888	-	tr|A0A1X7VF71|A0A1X7VF71_AMPQE, tr|A0A1X7UAS3|A0A1X7UAS3_AMPQE			
N2.HOG0014386	OG0016889	-	tr|A0A1X7UAT9|A0A1X7UAT9_AMPQE			jg28314.t1
N2.HOG0014387	OG0016891	-	tr|A0A1X7UAU6|A0A1X7UAU6_AMPQE			jg22805.t1
N2.HOG0014388	OG0016892	-	tr|A0A1X7UAV6|A0A1X7UAV6_AMPQE, tr|A0A1X7VSW8|A0A1X7VSW8_AMPQE			
N2.HOG0014389	OG0016893	-	tr|A0A1X7UAW1|A0A1X7UAW1_AMPQE			jg950.t1
N2.HOG0014390	OG0016894	-	tr|A0A1X7UAZ1|A0A1X7UAZ1_AMPQE			jg11679.t1
N2.HOG0014391	OG0016895	-	tr|A0A1X7UB00|A0A1X7UB00_AMPQE			jg30174.t1
N2.HOG0014392	OG0016896	-	tr|A0A1X7UX63|A0A1X7UX63_AMPQE, tr|A0A1X7UB39|A0A1X7UB39_AMPQE			
N2.HOG0014393	OG0016897	-	tr|A0A1X7UB57|A0A1X7UB57_AMPQE			jg12807.t1
N2.HOG0014394	OG0016898	-	tr|A0A1X7UBA5|A0A1X7UBA5_AMPQE, tr|A0A1X7URP4|A0A1X7URP4_AMPQE			
N2.HOG0014395	OG0016899	-	tr|A0A1X7UBC1|A0A1X7UBC1_AMPQE, tr|A0A1X7VFW7|A0A1X7VFW7_AMPQE			
N2.HOG0014396	OG0016900	-	tr|A0A1X7UBD3|A0A1X7UBD3_AMPQE			jg12694.t1
N2.HOG0014397	OG0016901	-	tr|A0A1X7UBF6|A0A1X7UBF6_AMPQE			jg14309.t1
N2.HOG0014398	OG0016902	-	tr|A0A1X7UBZ1|A0A1X7UBZ1_AMPQE, tr|A0A1X7UBH3|A0A1X7UBH3_AMPQE			
N2.HOG0014399	OG0016903	-	tr|A0A1X7UKZ3|A0A1X7UKZ3_AMPQE, tr|A0A1X7UBH5|A0A1X7UBH5_AMPQE			
N2.HOG0014400	OG0016904	-	tr|A0A1X7UBI3|A0A1X7UBI3_AMPQE			jg11684.t1
N2.HOG0014401	OG0016905	-	tr|A0A1X7UBK2|A0A1X7UBK2_AMPQE			jg28309.t1
N2.HOG0014402	OG0016906	-	tr|A0A1X7UBL3|A0A1X7UBL3_AMPQE			jg28319.t1
N2.HOG0014403	OG0016908	-	tr|A0A1X7UBN5|A0A1X7UBN5_AMPQE			jg23543.t1
N2.HOG0014404	OG0016910	-	tr|A0A1X7UBR5|A0A1X7UBR5_AMPQE, tr|A0A1X7VCG4|A0A1X7VCG4_AMPQE			
N2.HOG0014405	OG0016911	-	tr|A0A1X7UW23|A0A1X7UW23_AMPQE, tr|A0A1X7UBS6|A0A1X7UBS6_AMPQE			
N2.HOG0014406	OG0016912	-	tr|A0A1X7UBS7|A0A1X7UBS7_AMPQE			jg1029.t1
N2.HOG0014407	OG0016913	-	tr|A0A1X7UBU4|A0A1X7UBU4_AMPQE			jg8590.t1
N2.HOG0014408	OG0016914	-	tr|A0A1X7UBW9|A0A1X7UBW9_AMPQE, tr|A0A1X7UPG3|A0A1X7UPG3_AMPQE			
N2.HOG0014409	OG0016915	-	tr|A0A1X7UC01|A0A1X7UC01_AMPQE			jg3526.t1
N2.HOG0014410	OG0016916	-	tr|A0A1X7VWA7|A0A1X7VWA7_AMPQE, tr|A0A1X7UC07|A0A1X7UC07_AMPQE			
N2.HOG0014411	OG0016917	-	tr|A0A1X7UC24|A0A1X7UC24_AMPQE, tr|A0A1X7VGD9|A0A1X7VGD9_AMPQE			
N2.HOG0014412	OG0016918	-	tr|A0A1X7UC32|A0A1X7UC32_AMPQE, tr|A0A1X7URP7|A0A1X7URP7_AMPQE			
N2.HOG0014413	OG0016919	-	tr|A0A1X7VDE3|A0A1X7VDE3_AMPQE, tr|A0A1X7UC83|A0A1X7UC83_AMPQE			
N2.HOG0014414	OG0016920	-	tr|A0A1X7UC96|A0A1X7UC96_AMPQE			jg13878.t1
N2.HOG0014415	OG0016921	-	tr|A0A1X7UCC1|A0A1X7UCC1_AMPQE			jg29065.t1
N2.HOG0014416	OG0016922	-	tr|A0A1X7UD83|A0A1X7UD83_AMPQE, tr|A0A1X7UCC7|A0A1X7UCC7_AMPQE			
N2.HOG0014417	OG0016923	-	tr|A0A1X7V5A7|A0A1X7V5A7_AMPQE, tr|A0A1X7UCE1|A0A1X7UCE1_AMPQE			
N2.HOG0014418	OG0016924	-	tr|A0A1X7V7V9|A0A1X7V7V9_AMPQE, tr|A0A1X7UCP1|A0A1X7UCP1_AMPQE			
N2.HOG0014419	OG0016925	-	tr|A0A1X7UCR6|A0A1X7UCR6_AMPQE			jg18712.t1
N2.HOG0014420	OG0016926	-	tr|A0A1X7UCT4|A0A1X7UCT4_AMPQE			jg11761.t1
N2.HOG0014421	OG0016927	-	tr|A0A1X7UVR1|A0A1X7UVR1_AMPQE, tr|A0A1X7UCV0|A0A1X7UCV0_AMPQE			
N2.HOG0014422	OG0016928	-	tr|A0A1X7UCV8|A0A1X7UCV8_AMPQE			jg29061.t1
N2.HOG0014423	OG0016929	-	tr|A0A1X7UEY2|A0A1X7UEY2_AMPQE, tr|A0A1X7UCX2|A0A1X7UCX2_AMPQE			
N2.HOG0014424	OG0016930	-	tr|A0A1X7UCX4|A0A1X7UCX4_AMPQE, tr|A0A1X7VPG6|A0A1X7VPG6_AMPQE			
N2.HOG0014425	OG0016931	-	tr|A0A1X7UCY5|A0A1X7UCY5_AMPQE, tr|A0A1X7VVL7|A0A1X7VVL7_AMPQE			
N2.HOG0014426	OG0016932	-	tr|A0A1X7UDG3|A0A1X7UDG3_AMPQE, tr|A0A1X7UD08|A0A1X7UD08_AMPQE			
